Stars,Title,PUBCHEM_CONFORMER_RMSD,docking score,glide emodel,glide gscore
,ZINC03149753,,-3.08,-37.432,-3.08
,ZINC01020976,,-3.079,-41.589,-3.079
,ZINC13552147,,-3.079,-41.73,-3.079
,ZINC13552147,,-3.079,-41.73,-3.079
,ZINC16161159,,-3.079,-58.302,-4.008
,ZINC16161159,,-3.079,-58.302,-4.008
,ZINC38845130,,-3.079,-39.612,-3.079
,ZINC05481152,,-3.077,-37.962,-3.077
,ZINC00825117,,-3.077,-36.756,-3.077
,ZINC04517700,,-3.073,-38.903,-3.236
,ZINC93834644,,-3.073,-36.629,-3.754
,ZINC14168402,,-3.072,-43.085,-3.072
,ZINC14168402,,-3.072,-43.085,-3.072
,ZINC09453324,,-3.071,-44.061,-3.123
,ZINC09453324,,-3.071,-44.061,-3.123
,ZINC09453324,,-3.071,-44.061,-3.123
,ZINC31672272,,-3.07,-37.756,-3.205
,ZINC12870740,,-3.069,-37.332,-3.069
,ZINC12870740,,-3.069,-37.332,-3.069
,ZINC12870740,,-3.069,-37.332,-3.069
,ZINC38196170,,-3.068,-39.851,-3.068
,ZINC38196170,,-3.068,-39.851,-3.068
,ZINC13983420,,-3.067,-47.434,-3.138
,ZINC13983420,,-3.067,-47.434,-3.138
,ZINC13983420,,-3.067,-47.434,-3.138
,ZINC13983420,,-3.067,-47.434,-3.138
,ZINC69436038,,-3.067,-34.143,-3.067
,ZINC21899614,,-3.066,-49.648,-3.073
,ZINC21899614,,-3.066,-49.648,-3.073
,ZINC30822019,,-3.065,-41.561,-3.065
,ZINC30822019,,-3.065,-41.561,-3.065
,ZINC32603893,,-3.064,-46.019,-3.286
,ZINC94092417,,-3.063,-35.923,-3.063
,ZINC20424286,,-3.063,-49.155,-3.368
,ZINC02690774,,-3.061,-44.533,-3.079
,ZINC31506502,,-3.06,-36.594,-3.06
,ZINC35745512,,-3.059,-45.111,-3.059
,ZINC35745512,,-3.059,-45.111,-3.059
,ZINC66869421,,-3.058,-41.349,-3.08
,ZINC66869421,,-3.058,-41.349,-3.08
,ZINC16283151,,-3.058,-45.061,-3.219
,ZINC16283151,,-3.058,-45.061,-3.219
,ZINC16283151,,-3.058,-45.061,-3.219
,ZINC94348744,,-3.057,-30.541,-3.057
,ZINC33371364,,-3.057,-35.871,-3.209
,ZINC33371364,,-3.057,-35.871,-3.209
,ZINC95007951,,-3.056,-32.26,-3.058
,ZINC72081730,,-3.056,-49.804,-3.056
,ZINC72081730,,-3.056,-49.804,-3.056
,ZINC68380418,,-3.054,-35.962,-3.054
,ZINC94348567,,-3.054,-30.394,-3.054
,ZINC22215891,,-3.054,-50.92,-4.983
,ZINC22215891,,-3.054,-50.92,-4.983
,ZINC72068929,,-3.052,-37.734,-3.052
,ZINC05063206,,-3.051,-42.35,-3.134
,ZINC05346666,,-3.051,-39.16,-3.051
,ZINC94214005,,-3.051,-30.614,-3.055
,ZINC94214005,,-3.051,-30.614,-3.055
,ZINC93847082,,-3.05,-33.851,-3.731
,ZINC00987375,,-3.05,-41.501,-3.05
,ZINC59487137,,-3.048,-39.123,-3.048
,ZINC33918657,,-3.048,-45.071,-3.048
,ZINC33918657,,-3.048,-45.071,-3.048
,ZINC02784168,,-3.047,-38.213,-3.048
,ZINC20615557,,-3.046,-46.564,-3.046
,ZINC20615557,,-3.046,-46.564,-3.046
,ZINC03401734,,-3.044,-45.83,-3.044
,ZINC49765158,,-3.043,-32.774,-3.057
,ZINC49765158,,-3.043,-32.774,-3.057
,ZINC93746046,,-3.037,-45.941,-4.358
,ZINC09872441,,-3.037,-38.77,-3.037
,ZINC09872441,,-3.037,-38.77,-3.037
,ZINC09872441,,-3.037,-38.77,-3.037
,ZINC04557184,,-3.037,-35.822,-3.037
,ZINC37457937,,-3.036,-27.416,-3.038
,ZINC81182350,,-3.036,-46.439,-3.434
,ZINC81182350,,-3.036,-46.439,-3.434
,ZINC81182350,,-3.036,-46.439,-3.434
,ZINC81182350,,-3.036,-46.439,-3.434
,ZINC55593147,,-3.036,-38.012,-3.036
,ZINC94356268,,-3.036,-31.409,-3.036
,ZINC00778001,,-3.036,-39.494,-3.036
,ZINC00778001,,-3.036,-39.494,-3.036
,ZINC00778001,,-3.036,-39.494,-3.036
,ZINC09111026,,-3.034,-41.357,-3.088
,ZINC09768263,,-3.034,-44.968,-3.034
,ZINC05858201,,-3.034,-38.324,-3.034
,ZINC01401438,,-3.031,-36.506,-3.031
,ZINC21317809,,-3.03,-29.107,-3.031
,ZINC66453955,,-3.03,-33.215,-3.086
,ZINC67838125,,-3.029,-47.776,-4.261
,ZINC00834552,,-3.029,-39.103,-3.029
,ZINC08721563,,-3.027,-45.893,-3.027
,ZINC08721563,,-3.027,-45.893,-3.027
,ZINC14013039,,-3.026,-44.957,-4.017
,ZINC94362813,,-3.023,-30.586,-3.024
,ZINC91063706,,-3.023,-40.19,-3.649
,ZINC12623459,,-3.023,-39.689,-3.023
,ZINC36618211,,-3.023,-33.554,-3.1
,ZINC36691247,,-3.021,-42.85,-3.024
,ZINC01316115,,-3.02,-35.816,-3.02
,ZINC09233857,,-3.02,-42.151,-3.021
,ZINC09233857,,-3.02,-42.151,-3.021
,ZINC70035435,,-3.02,-42.613,-3.02
,ZINC72919945,,-3.02,-35.97,-3.02
,ZINC66869326,,-3.019,-43.551,-3.019
,ZINC21036658,,-3.019,-55.13,-4.595
,ZINC94195155,,-3.018,-33.763,-3.018
,ZINC32138824,,-3.018,-40.385,-3.018
,ZINC32138824,,-3.018,-40.385,-3.018
,ZINC94348742,,-3.017,-31.705,-3.017
,ZINC00360867,,-3.017,-36.47,-3.017
,ZINC19789762,,-3.016,-48.884,-3.871
,ZINC19789762,,-3.016,-48.884,-3.871
,ZINC19789762,,-3.016,-48.884,-3.871
,ZINC04008900,,-3.015,-40.56,-3.015
,ZINC04008900,,-3.015,-40.56,-3.015
,ZINC02318736,,-3.015,-40.56,-3.015
,ZINC00707777,,-3.014,-39.593,-3.014
,ZINC00707777,,-3.014,-39.593,-3.014
,ZINC71974038,,-3.013,-36.681,-3.014
,ZINC71974038,,-3.013,-36.681,-3.014
,ZINC71974038,,-3.013,-36.681,-3.014
,ZINC22009656,,-3.012,-27.415,-3.012
,ZINC22009656,,-3.012,-27.415,-3.012
,ZINC01387877,,-3.012,-39.952,-3.012
,ZINC72427451,,-3.011,-37.64,-3.025
,ZINC05515529,,-3.011,-41.724,-3.012
,ZINC05515529,,-3.011,-41.724,-3.012
,ZINC05515529,,-3.011,-41.724,-3.012
,ZINC14019334,,-3.011,-41.707,-3.081
,ZINC14019334,,-3.011,-41.707,-3.081
,ZINC94195127,,-3.011,-33.326,-3.011
,ZINC94344579,,-3.01,-30.341,-3.012
,ZINC44756426,,-3.01,-30.245,-3.122
,ZINC90843416,,-3.009,-30.073,-4.001
,ZINC67800662,,-3.009,-34.75,-3.009
,ZINC88545082,,-3.008,-33.939,-3.666
,ZINC33540534,,-3.007,-49.509,-3.007
,ZINC78993531,,-3.006,-42.654,-3.006
,ZINC94362709,,-3.006,-27.343,-3.008
,ZINC31773323,,-3.004,-46.69,-4.85
,ZINC31773323,,-3.004,-46.69,-4.85
,ZINC09300998,,-3.004,-45.524,-3.004
,ZINC10119476,,-3.002,-45.487,-4.298
,ZINC10119476,,-3.002,-45.487,-4.298
,ZINC10119476,,-3.002,-45.487,-4.298
,ZINC01230786,,-3,-32.004,-3
,ZINC72466112,,-3,-31.821,-3
,ZINC32275854,,-2.998,-38.243,-2.998
,ZINC07797802,,-2.998,-39.32,-2.998
,ZINC89656929,,-2.998,-33.391,-2.998
,ZINC38492432,,-2.998,-42.423,-2.998
,ZINC12502219,,-2.997,-50.141,-4.295
,ZINC05401068,,-2.997,-50.289,-4.957
,ZINC39012160,,-2.997,-45.551,-2.997
,ZINC94356739,,-2.997,-32.217,-2.997
,ZINC13980515,,-2.995,-51.687,-2.995
,ZINC04585722,,-2.995,-41.764,-4.136
,ZINC02023719,,-2.994,-37.451,-2.994
,ZINC94355627,,-2.994,-36.66,-3.02
,ZINC70460449,,-2.994,-26.623,-3.095
,ZINC70460449,,-2.994,-26.623,-3.095
,ZINC86076775,,-2.993,-39.379,-2.993
,ZINC86076775,,-2.993,-39.379,-2.993
,ZINC66868985,,-2.992,-37.849,-2.992
,ZINC78948583,,-2.991,-36.481,-2.991
,ZINC78948583,,-2.991,-36.481,-2.991
,ZINC39164258,,-2.991,-41.269,-2.991
,ZINC90519377,,-2.99,-41.787,-3.21
,ZINC63095170,,-2.989,-29.704,-2.989
,ZINC01439911,,-2.988,-37.287,-2.988
,ZINC08430893,,-2.987,-44.236,-3.215
,ZINC08430893,,-2.987,-44.236,-3.215
,ZINC09395656,,-2.987,-47.781,-2.987
,ZINC01401860,,-2.986,-36.592,-2.986
,ZINC01401860,,-2.986,-36.592,-2.986
,ZINC06225830,,-2.985,-35.622,-2.985
,ZINC64136878,,-2.985,-50.584,-4.212
,ZINC90511921,,-2.985,-46,-3.417
,ZINC90511921,,-2.985,-46,-3.417
,ZINC00808579,,-2.984,-43.359,-2.984
,ZINC00808579,,-2.984,-43.359,-2.984
,ZINC68940421,,-2.984,-34.327,-3.059
,ZINC00825129,,-2.983,-44.585,-2.984
,ZINC05251612,,-2.983,-35.425,-3.253
,ZINC55988200,,-2.983,-34.856,-2.991
,ZINC02203869,,-2.983,-42.471,-3.487
,ZINC02203869,,-2.983,-42.471,-3.487
,ZINC32836872,,-2.982,-38.647,-2.982
,ZINC66139276,,-2.982,-38.605,-2.982
,ZINC09044246,,-2.981,-40.921,-2.982
,ZINC09044246,,-2.981,-40.921,-2.982
,ZINC09044246,,-2.981,-40.921,-2.982
,ZINC09044246,,-2.981,-40.921,-2.982
,ZINC09044246,,-2.981,-40.921,-2.982
,ZINC09044246,,-2.981,-40.921,-2.982
,ZINC02548392,,-2.981,-26.08,-3.021
,ZINC59432015,,-2.981,-43.242,-2.981
,ZINC59432015,,-2.981,-43.242,-2.981
,ZINC00459126,,-2.979,-38.181,-3.922
,ZINC15931897,,-2.978,-38.444,-2.978
,ZINC17573998,,-2.978,-38.528,-3.241
,ZINC76881547,,-2.978,-38.413,-2.978
,ZINC12535214,,-2.977,-42.061,-3.775
,ZINC06010682,,-2.977,-43.288,-2.977
,ZINC03056261,,-2.977,-35.202,-2.977
,ZINC39871469,,-2.976,-45.268,-2.976
,ZINC35526557,,-2.976,-37.574,-2.976
,ZINC35526557,,-2.976,-37.574,-2.976
,ZINC35526557,,-2.976,-37.574,-2.976
,ZINC20907995,,-2.975,-52.319,-4.551
,ZINC49552149,,-2.975,-37.149,-3.689
,ZINC49552149,,-2.975,-37.149,-3.689
,ZINC00517535,,-2.975,-37.953,-3.264
,ZINC78405475,,-2.974,-35.471,-2.974
,ZINC76881538,,-2.974,-38.999,-2.974
,ZINC76881538,,-2.974,-38.999,-2.974
,ZINC14632519,,-2.974,-31.953,-2.974
,ZINC14632519,,-2.974,-31.953,-2.974
,ZINC51011023,,-2.973,-45.056,-3.013
,ZINC80347336,,-2.973,-44.577,-4.467
,ZINC94348605,,-2.971,-28.237,-2.978
,ZINC54125968,,-2.971,-36.144,-2.971
,ZINC89930274,,-2.971,-42.238,-3.07
,ZINC03358756,,-2.97,-43.483,-2.97
,ZINC01838312,,-2.968,-43.837,-2.968
,ZINC20275295,,-2.968,-38.005,-2.969
,ZINC20275295,,-2.968,-38.005,-2.969
,ZINC94348514,,-2.967,-27.78,-2.967
,ZINC04683083,,-2.965,-38.696,-2.972
,ZINC71939441,,-2.964,-44.254,-3.172
,ZINC71939441,,-2.964,-44.254,-3.172
,ZINC90552460,,-2.964,-39.413,-3.312
,ZINC90552460,,-2.964,-39.413,-3.312
,ZINC78817905,,-2.964,-40.694,-3.446
,ZINC06796312,,-2.962,-36.44,-2.962
,ZINC00825097,,-2.962,-33.161,-2.962
,ZINC12502029,,-2.961,-61.65,-5.047
,ZINC21077904,,-2.961,-52.093,-4.536
,ZINC93761167,,-2.96,-33.297,-3.759
,ZINC01307418,,-2.96,-37.751,-2.963
,ZINC59411281,,-2.96,-39.862,-2.96
,ZINC94348579,,-2.959,-27.574,-2.998
,ZINC94348579,,-2.959,-27.574,-2.998
,ZINC72919336,,-2.958,-37.856,-2.958
,ZINC09254127,,-2.957,-34.568,-2.957
,ZINC66869316,,-2.954,-36.041,-2.954
,ZINC09768261,,-2.953,-41.376,-2.953
,ZINC78829639,,-2.953,-36.382,-2.953
,ZINC94348650,,-2.953,-29.533,-2.953
,ZINC78609647,,-2.952,-34.23,-2.952
,ZINC59366821,,-2.952,-35.063,-2.952
,ZINC92114806,,-2.952,-27.775,-2.952
,ZINC33773392,,-2.952,-41.334,-2.952
,ZINC33773392,,-2.952,-41.334,-2.952
,ZINC33773392,,-2.952,-41.334,-2.952
,ZINC94313173,,-2.951,-41.389,-2.951
,ZINC94313173,,-2.951,-41.389,-2.951
,ZINC94313173,,-2.951,-41.389,-2.951
,ZINC13300541,,-2.951,-29.08,-2.974
,ZINC09078054,,-2.951,-44.652,-2.951
,ZINC78817905,,-2.949,-37.353,-3.296
,ZINC20494184,,-2.949,-47.095,-3.491
,ZINC14657740,,-2.949,-49.296,-3.939
,ZINC08396682,,-2.948,-42.484,-2.948
,ZINC37246223,,-2.947,-41.335,-2.947
,ZINC21081422,,-2.947,-53.376,-4.523
,ZINC12502277,,-2.947,-50.222,-3.017
,ZINC12502277,,-2.947,-50.222,-3.017
,ZINC12502277,,-2.947,-50.222,-3.017
,ZINC12502277,,-2.947,-50.222,-3.017
,ZINC12502277,,-2.947,-50.222,-3.017
,ZINC12502277,,-2.947,-50.222,-3.017
,ZINC09768259,,-2.947,-47.396,-2.947
,ZINC20613078,,-2.946,-41.573,-3.93
,ZINC75179089,,-2.946,-33.032,-3.278
,ZINC66136178,,-2.945,-36.367,-2.945
,ZINC66136178,,-2.945,-36.367,-2.945
,ZINC66136178,,-2.945,-36.367,-2.945
,ZINC09077398,,-2.945,-45.47,-2.945
,ZINC92699425,,-2.945,-33.757,-3
,ZINC92568001,,-2.945,-37.01,-3.16
,ZINC02502156,,-2.944,-33.587,-3.006
,ZINC12502042,,-2.943,-43.271,-2.961
,ZINC71907275,,-2.942,-37.792,-3.289
,ZINC59269181,,-2.941,-44.649,-2.942
,ZINC28940647,,-2.941,-46.821,-4.367
,ZINC66869187,,-2.94,-41.122,-2.94
,ZINC72466182,,-2.94,-31.238,-2.94
,ZINC00330872,,-2.94,-34.313,-3.073
,ZINC93834460,,-2.939,-35.692,-3.621
,ZINC47960462,,-2.939,-25.345,-3.139
,ZINC47960462,,-2.939,-25.345,-3.139
,ZINC32238370,,-2.939,-45.519,-3.113
,ZINC01395651,,-2.939,-39.8,-3.36
,ZINC13628154,,-2.938,-43.597,-2.938
,ZINC03248557,,-2.938,-39.854,-2.938
,ZINC04517700,,-2.938,-45.554,-3.787
,ZINC91577841,,-2.937,-37.878,-2.937
,ZINC49505322,,-2.934,-34.432,-2.996
,ZINC33930215,,-2.933,-43.86,-2.933
,ZINC33930215,,-2.933,-43.86,-2.933
,ZINC90551963,,-2.933,-34.929,-3.287
,ZINC08742067,,-2.933,-45.544,-2.933
,ZINC08742067,,-2.933,-45.544,-2.933
,ZINC08440895,,-2.932,-44.97,-2.932
,ZINC08440895,,-2.932,-44.97,-2.932
,ZINC08440895,,-2.932,-44.97,-2.932
,ZINC39933655,,-2.932,-54.63,-5.391
,ZINC59941884,,-2.931,-43.935,-2.945
,ZINC20905423,,-2.931,-57.166,-4.507
,ZINC69704969,,-2.931,-37.606,-2.994
,ZINC91829808,,-2.93,-34.683,-2.93
,ZINC09707682,,-2.93,-38.307,-3.06
,ZINC08556740,,-2.93,-40.486,-3.054
,ZINC12502281,,-2.93,-44.951,-2.93
,ZINC05123786,,-2.93,-40.464,-3.637
,ZINC78829632,,-2.93,-39.492,-2.93
,ZINC92572029,,-2.93,-38.328,-2.961
,ZINC04907007,,-2.929,-32.608,-2.929
,ZINC69012014,,-2.927,-49.629,-3.952
,ZINC89991368,,-2.927,-33.447,-2.927
,ZINC06458324,,-2.925,-42.347,-2.925
,ZINC18172007,,-2.924,-47.188,-4.828
,ZINC42645473,,-2.923,-33.57,-2.923
,ZINC04906999,,-2.922,-33.654,-2.922
,ZINC66869165,,-2.922,-41.886,-2.922
,ZINC67006725,,-2.919,-44.14,-3.249
,ZINC94348695,,-2.919,-24.393,-2.919
,ZINC04157456,,-2.919,-37.353,-2.919
,ZINC65591309,,-2.919,-30.489,-2.919
,ZINC67873807,,-2.918,-38.026,-2.918
,ZINC21573395,,-2.918,-44.333,-3.191
,ZINC08425984,,-2.918,-38.525,-2.918
,ZINC94348690,,-2.917,-32.244,-2.917
,ZINC01114689,,-2.916,-43.98,-3.907
,ZINC12288657,,-2.916,-44.724,-2.916
,ZINC06083043,,-2.916,-38.071,-2.916
,ZINC08858617,,-2.915,-43.627,-2.915
,ZINC08858617,,-2.915,-43.627,-2.915
,ZINC00459126,,-2.915,-42.927,-4.347
,ZINC94348701,,-2.915,-27.974,-2.915
,ZINC94348701,,-2.915,-27.974,-2.915
,ZINC09877500,,-2.914,-36.916,-2.914
,ZINC91666878,,-2.913,-36.999,-3.512
,ZINC00372932,,-2.913,-33.439,-2.914
,ZINC04266957,,-2.912,-33.136,-2.912
,ZINC01140160,,-2.911,-38.642,-3.034
,ZINC93579531,,-2.91,-32.522,-2.937
,ZINC93579531,,-2.91,-32.522,-2.937
,ZINC03403387,,-2.909,-50.394,-4.342
,ZINC05074088,,-2.908,-26.266,-2.909
,ZINC21080992,,-2.908,-46.107,-3.347
,ZINC66869065,,-2.907,-43.613,-2.907
,ZINC01828144,,-2.907,-39.193,-2.907
,ZINC01828144,,-2.907,-39.193,-2.907
,ZINC01828144,,-2.907,-39.193,-2.907
,ZINC35102920,,-2.906,-35.482,-2.988
,ZINC01508182,,-2.905,-37.617,-2.905
,ZINC01508182,,-2.905,-37.617,-2.905
,ZINC67944252,,-2.904,-33.767,-2.904
,ZINC67944252,,-2.904,-33.767,-2.904
,ZINC67944252,,-2.904,-33.767,-2.904
,ZINC94348743,,-2.904,-34.676,-3.244
,ZINC66794214,,-2.904,-35.639,-2.904
,ZINC66794214,,-2.904,-35.639,-2.904
,ZINC21079077,,-2.902,-44.847,-3.277
,ZINC26459989,,-2.901,-36.689,-2.901
,ZINC92568001,,-2.901,-43.282,-3.604
,ZINC06419502,,-2.9,-42.412,-4.486
,ZINC08830961,,-2.898,-39.94,-2.925
,ZINC05251612,,-2.898,-36.244,-3.494
,ZINC90549041,,-2.897,-40.379,-3.201
,ZINC22341085,,-2.897,-35.01,-2.915
,ZINC22341085,,-2.897,-35.01,-2.915
,ZINC12359979,,-2.896,-39.813,-3.218
,ZINC94357284,,-2.896,-39.191,-4.108
,ZINC09078819,,-2.896,-43.02,-2.896
,ZINC78992084,,-2.894,-39.912,-3.09
,ZINC78992084,,-2.894,-39.912,-3.09
,ZINC37238810,,-2.891,-33.528,-2.891
,ZINC34878666,,-2.891,-39.429,-3.724
,ZINC22257921,,-2.89,-54.363,-2.89
,ZINC22257921,,-2.89,-54.363,-2.89
,ZINC70152485,,-2.89,-28.873,-2.89
,ZINC02078941,,-2.89,-29.56,-2.89
,ZINC70462735,,-2.889,-38.141,-3.79
,ZINC54553524,,-2.889,-25.041,-2.889
,ZINC54553524,,-2.889,-25.041,-2.889
,ZINC54553524,,-2.889,-25.041,-2.889
,ZINC32934444,,-2.888,-40.234,-2.929
,ZINC93579551,,-2.888,-23.749,-2.915
,ZINC94634247,,-2.888,-27.376,-2.891
,ZINC94634247,,-2.888,-27.376,-2.891
,ZINC72466042,,-2.888,-31.942,-2.888
,ZINC33561436,,-2.886,-41.14,-2.886
,ZINC37246220,,-2.886,-43.481,-2.886
,ZINC26233037,,-2.885,-39.683,-2.885
,ZINC00152075,,-2.885,-28.807,-2.885
,ZINC00984550,,-2.884,-41.94,-2.884
,ZINC93139747,,-2.884,-49.533,-4.787
,ZINC93139747,,-2.884,-49.533,-4.787
,ZINC72064353,,-2.882,-35.031,-2.882
,ZINC02933033,,-2.881,-32.543,-2.881
,ZINC66144141,,-2.879,-32.393,-2.879
,ZINC46009338,,-2.877,-43.837,-3.008
,ZINC70035436,,-2.876,-37.563,-2.876
,ZINC38492545,,-2.875,-39.732,-2.875
,ZINC04697741,,-2.875,-34.724,-2.875
,ZINC49552149,,-2.874,-25.158,-3.085
,ZINC49552149,,-2.874,-25.158,-3.085
,ZINC92128062,,-2.873,-41.312,-3.972
,ZINC92128062,,-2.873,-41.312,-3.972
,ZINC38492890,,-2.873,-39.314,-2.873
,ZINC46009350,,-2.872,-39.47,-2.899
,ZINC35682012,,-2.872,-36.234,-2.872
,ZINC35682012,,-2.872,-36.234,-2.872
,ZINC35682012,,-2.872,-36.234,-2.872
,ZINC93579552,,-2.87,-26.887,-2.897
,ZINC92698376,,-2.869,-47.012,-4.5
,ZINC20220423,,-2.869,-47.143,-2.869
,ZINC20220423,,-2.869,-47.143,-2.869
,ZINC66869268,,-2.868,-36.906,-2.868
,ZINC38925625,,-2.868,-41.934,-3.278
,ZINC08563683,,-2.866,-41.939,-2.903
,ZINC24296321,,-2.865,-35.498,-2.867
,ZINC24296321,,-2.865,-35.498,-2.867
,ZINC09767267,,-2.864,-44.889,-2.864
,ZINC13103127,,-2.864,-42.335,-2.864
,ZINC03096125,,-2.864,-39.191,-2.864
,ZINC59500561,,-2.864,-43.678,-2.864
,ZINC59500561,,-2.864,-43.678,-2.864
,ZINC72209615,,-2.863,-34.109,-2.863
,ZINC69737817,,-2.863,-34.934,-2.863
,ZINC69737817,,-2.863,-34.934,-2.863
,ZINC08980818,,-2.862,-37.412,-2.862
,ZINC12502271,,-2.862,-35.99,-2.932
,ZINC12502271,,-2.862,-35.99,-2.932
,ZINC12502271,,-2.862,-35.99,-2.932
,ZINC12502271,,-2.862,-35.99,-2.932
,ZINC59366550,,-2.861,-29.615,-2.861
,ZINC15881997,,-2.86,-41.782,-2.86
,ZINC19790181,,-2.86,-42.451,-2.878
,ZINC73658812,,-2.86,-33.795,-2.861
,ZINC16035195,,-2.86,-34.776,-2.86
,ZINC94195081,,-2.859,-34.826,-2.859
,ZINC63547526,,-2.858,-41.513,-3.451
,ZINC93579530,,-2.858,-29.027,-2.885
,ZINC20357726,,-2.858,-22.683,-2.859
,ZINC66453955,,-2.858,-38.54,-4.283
,ZINC94348561,,-2.858,-29.591,-2.858
,ZINC12368275,,-2.857,-31.592,-2.857
,ZINC19789773,,-2.857,-47.118,-3.708
,ZINC19789773,,-2.857,-47.118,-3.708
,ZINC94803941,,-2.856,-34.979,-4.255
,ZINC79032465,,-2.856,-34.208,-2.856
,ZINC79032465,,-2.856,-34.208,-2.856
,ZINC79032471,,-2.855,-35.338,-2.855
,ZINC20740500,,-2.854,-35.353,-2.854
,ZINC20740500,,-2.854,-35.353,-2.854
,ZINC12063322,,-2.854,-44.908,-2.854
,ZINC72064354,,-2.853,-37.223,-2.853
,ZINC05142682,,-2.853,-45.57,-2.853
,ZINC34864523,,-2.851,-41.282,-2.877
,ZINC51011023,,-2.849,-55.465,-4.46
,ZINC33812267,,-2.849,-31.887,-2.849
,ZINC20425058,,-2.848,-53.175,-3.287
,ZINC95005943,,-2.848,-36.854,-4.563
,ZINC41103236,,-2.847,-33.992,-2.847
,ZINC13629294,,-2.846,-40.984,-2.846
,ZINC21867796,,-2.846,-35.933,-2.846
,ZINC21867796,,-2.846,-35.933,-2.846
,ZINC03162320,,-2.844,-41.499,-2.844
,ZINC02749123,,-2.844,-48.807,-2.844
,ZINC02749123,,-2.844,-48.807,-2.844
,ZINC02749123,,-2.844,-48.807,-2.844
,ZINC02749123,,-2.844,-48.807,-2.844
,ZINC02749123,,-2.844,-48.807,-2.844
,ZINC02749123,,-2.844,-48.807,-2.844
,ZINC94348631,,-2.844,-26.094,-2.844
,ZINC93912571,,-2.843,-31.719,-2.909
,ZINC74288688,,-2.842,-31.578,-2.842
,ZINC09425176,,-2.842,-38.986,-2.886
,ZINC00066471,,-2.842,-38.004,-3.713
,ZINC39962443,,-2.841,-48.167,-3.645
,ZINC66794518,,-2.841,-36.155,-2.841
,ZINC66794518,,-2.841,-36.155,-2.841
,ZINC89640530,,-2.84,-34.039,-2.84
,ZINC11025906,,-2.839,-35.959,-3.137
,ZINC77444629,,-2.839,-33.334,-2.839
,ZINC94634275,,-2.839,-29.284,-2.84
,ZINC94634275,,-2.839,-29.284,-2.84
,ZINC94634275,,-2.839,-29.284,-2.84
,ZINC94634275,,-2.839,-29.284,-2.84
,ZINC86076733,,-2.838,-40.766,-2.865
,ZINC86076733,,-2.838,-40.766,-2.865
,ZINC78992084,,-2.838,-45.383,-3.588
,ZINC78992084,,-2.838,-45.383,-3.588
,ZINC36033868,,-2.837,-31.99,-2.891
,ZINC36033868,,-2.837,-31.99,-2.891
,ZINC36033868,,-2.837,-31.99,-2.891
,ZINC36033868,,-2.837,-31.99,-2.891
,ZINC37064745,,-2.835,-27.123,-2.837
,ZINC15940947,,-2.835,-39.847,-2.985
,ZINC15940947,,-2.835,-39.847,-2.985
,ZINC15940947,,-2.835,-39.847,-2.985
,ZINC15940947,,-2.835,-39.847,-2.985
,ZINC46009322,,-2.835,-40.389,-2.835
,ZINC46009322,,-2.835,-40.389,-2.835
,ZINC02050346,,-2.834,-45.31,-2.834
,ZINC02050346,,-2.834,-45.31,-2.834
,ZINC46009361,,-2.833,-41.638,-2.86
,ZINC46009361,,-2.833,-41.638,-2.86
,ZINC02339775,,-2.833,-49.227,-3.576
,ZINC02339775,,-2.833,-49.227,-3.576
,ZINC33338127,,-2.833,-46.06,-2.833
,ZINC33338127,,-2.833,-46.06,-2.833
,ZINC19872993,,-2.83,-37.274,-2.83
,ZINC71796970,,-2.829,-33.733,-2.829
,ZINC93579531,,-2.829,-43.488,-4.671
,ZINC93579531,,-2.829,-43.488,-4.671
,ZINC08427173,,-2.829,-41.371,-2.829
,ZINC38492786,,-2.828,-39.4,-2.828
,ZINC68050929,,-2.828,-35.768,-2.828
,ZINC95007988,,-2.826,-29.874,-2.827
,ZINC94377375,,-2.826,-30.802,-2.827
,ZINC68940420,,-2.824,-30.19,-2.9
,ZINC72465972,,-2.824,-29.674,-2.824
,ZINC19882530,,-2.824,-45.63,-2.864
,ZINC19882530,,-2.824,-45.63,-2.864
,ZINC30497061,,-2.824,-35.476,-2.824
,ZINC39937345,,-2.823,-34.03,-2.823
,ZINC78245842,,-2.822,-35.979,-3.887
,ZINC30822115,,-2.82,-41.29,-2.82
,ZINC30822115,,-2.82,-41.29,-2.82
,ZINC60044013,,-2.82,-41.916,-2.82
,ZINC09707682,,-2.819,-46.64,-3.788
,ZINC59500560,,-2.817,-38.296,-2.817
,ZINC13404093,,-2.817,-41.548,-2.848
,ZINC10593080,,-2.816,-39.316,-2.816
,ZINC02631040,,-2.815,-44.332,-2.815
,ZINC67800605,,-2.814,-25.27,-2.814
,ZINC06560462,,-2.814,-38.883,-2.814
,ZINC93579560,,-2.811,-26.035,-2.838
,ZINC93579560,,-2.811,-26.035,-2.838
,ZINC10220508,,-2.81,-27.131,-2.81
,ZINC00562863,,-2.81,-34.563,-2.81
,ZINC93579696,,-2.81,-26.702,-2.837
,ZINC09086020,,-2.81,-30.149,-2.827
,ZINC77939126,,-2.809,-31.073,-2.809
,ZINC20328509,,-2.808,-32.548,-2.808
,ZINC20328509,,-2.808,-32.548,-2.808
,ZINC92114618,,-2.808,-31.905,-2.808
,ZINC77891360,,-2.807,-45.966,-4.526
,ZINC79702479,,-2.807,-34.32,-2.807
,ZINC21038363,,-2.806,-55.947,-4.382
,ZINC15162578,,-2.806,-42.804,-2.806
