Stars,Title,PUBCHEM_CONFORMER_RMSD,docking score,glide emodel,glide gscore
,ZINC20112927,,-3.65,-42.394,-3.747
,ZINC08902454,,-3.65,-37.881,-3.65
,ZINC54057296,,-3.649,-34.396,-3.661
,ZINC54057296,,-3.649,-34.396,-3.661
,ZINC89641042,,-3.649,-40.46,-3.649
,ZINC01728963,,-3.649,-36.916,-3.649
,ZINC02338906,,-3.648,-39.252,-3.648
,ZINC02338906,,-3.648,-39.252,-3.648
,ZINC12502211,,-3.648,-62.117,-5.966
,ZINC00259766,,-3.648,-35.182,-3.648
,ZINC38918214,,-3.647,-43.657,-3.647
,ZINC69389286,,-3.645,-43.256,-3.865
,ZINC24227766,,-3.645,-47.454,-3.645
,ZINC24227766,,-3.645,-47.454,-3.645
,ZINC90518955,,-3.643,-41.741,-3.912
,ZINC78312678,,-3.643,-43.74,-4.723
,ZINC10068698,,-3.643,-48.139,-3.644
,ZINC01233577,,-3.642,-51.911,-3.642
,ZINC01233577,,-3.642,-51.911,-3.642
,ZINC37295660,,-3.64,-27.485,-3.64
,ZINC13562611,,-3.64,-45.402,-3.64
,ZINC06159637,,-3.639,-43.444,-3.639
,ZINC06159637,,-3.639,-43.444,-3.639
,ZINC06159637,,-3.639,-43.444,-3.639
,ZINC06159637,,-3.639,-43.444,-3.639
,ZINC00254647,,-3.638,-33.806,-3.638
,ZINC05246133,,-3.637,-41.099,-3.637
,ZINC74610669,,-3.636,-48.196,-3.636
,ZINC04952340,,-3.636,-36.105,-3.652
,ZINC94348582,,-3.635,-31.684,-3.635
,ZINC94348582,,-3.635,-31.684,-3.635
,ZINC94213787,,-3.634,-40.683,-3.636
,ZINC13681571,,-3.633,-32.036,-3.633
,ZINC33371364,,-3.633,-47.208,-4.513
,ZINC33371364,,-3.633,-47.208,-4.513
,ZINC45382844,,-3.633,-44.737,-3.633
,ZINC14351486,,-3.633,-41.005,-3.633
,ZINC40658154,,-3.632,-50.315,-3.632
,ZINC40658154,,-3.632,-50.315,-3.632
,ZINC12502267,,-3.631,-49.709,-3.631
,ZINC12502267,,-3.631,-49.709,-3.631
,ZINC05687395,,-3.631,-29.445,-3.631
,ZINC05687395,,-3.631,-29.445,-3.631
,ZINC92193494,,-3.631,-36.399,-3.631
,ZINC94355818,,-3.63,-31.886,-3.63
,ZINC89581021,,-3.629,-45.945,-3.652
,ZINC40608734,,-3.629,-41.936,-3.629
,ZINC94348607,,-3.629,-34.036,-3.629
,ZINC94348607,,-3.629,-34.036,-3.629
,ZINC78360304,,-3.628,-33.612,-3.628
,ZINC95117549,,-3.627,-44.081,-3.627
,ZINC40166107,,-3.626,-64.134,-6.006
,ZINC02750507,,-3.625,-50.447,-3.625
,ZINC02750507,,-3.625,-50.447,-3.625
,ZINC02750507,,-3.625,-50.447,-3.625
,ZINC90519094,,-3.624,-44.319,-3.793
,ZINC37289384,,-3.624,-31.175,-3.624
,ZINC03765727,,-3.623,-52.609,-3.627
,ZINC22257916,,-3.622,-51.742,-3.622
,ZINC22257916,,-3.622,-51.742,-3.622
,ZINC27342571,,-3.622,-54.383,-4.829
,ZINC04855109,,-3.622,-49.238,-3.622
,ZINC21741941,,-3.621,-42.957,-3.621
,ZINC92698718,,-3.621,-36.473,-3.66
,ZINC73695280,,-3.62,-40.932,-3.628
,ZINC27530311,,-3.62,-45.498,-3.621
,ZINC66869243,,-3.62,-45.249,-3.62
,ZINC72032275,,-3.619,-50.433,-3.619
,ZINC14031722,,-3.616,-46.622,-3.616
,ZINC14031722,,-3.616,-46.622,-3.616
,ZINC59311337,,-3.616,-53.981,-3.63
,ZINC26972696,,-3.616,-38.3,-4.351
,ZINC08854955,,-3.616,-40.936,-3.654
,ZINC66869113,,-3.616,-46.406,-3.616
,ZINC04156010,,-3.614,-42.947,-3.614
,ZINC04156013,,-3.614,-42.947,-3.614
,ZINC04156013,,-3.614,-42.947,-3.614
,ZINC93518582,,-3.613,-39.417,-3.673
,ZINC93518582,,-3.613,-39.417,-3.673
,ZINC05125250,,-3.611,-36.102,-3.611
,ZINC93647158,,-3.611,-43.101,-3.647
,ZINC39443741,,-3.608,-51.447,-4.305
,ZINC73695129,,-3.608,-42.411,-3.616
,ZINC21573395,,-3.607,-55.974,-4.2
,ZINC12502301,,-3.607,-50.473,-3.607
,ZINC33144422,,-3.607,-45.858,-3.607
,ZINC63958047,,-3.605,-53.146,-4.016
,ZINC17573998,,-3.605,-38.337,-4.226
,ZINC89984647,,-3.605,-35.26,-3.607
,ZINC59459230,,-3.605,-48.92,-3.606
,ZINC58377495,,-3.603,-38.818,-3.603
,ZINC89422363,,-3.602,-44.028,-3.755
,ZINC73695053,,-3.602,-43.5,-3.61
,ZINC73695053,,-3.602,-43.5,-3.61
,ZINC07496689,,-3.601,-35.467,-3.601
,ZINC07496689,,-3.601,-35.467,-3.601
,ZINC11407965,,-3.601,-45.04,-4.173
,ZINC59383687,,-3.601,-41.575,-3.601
,ZINC59383687,,-3.601,-41.575,-3.601
,ZINC93847096,,-3.601,-38.301,-3.601
,ZINC02641622,,-3.601,-47.046,-3.601
,ZINC94957043,,-3.6,-47.335,-5.3
,ZINC77150810,,-3.599,-41.928,-3.599
,ZINC67006725,,-3.599,-47.866,-4.103
,ZINC38492243,,-3.597,-46.627,-3.597
,ZINC38492243,,-3.597,-46.627,-3.597
,ZINC36624124,,-3.597,-45.346,-3.597
,ZINC39205285,,-3.596,-49.145,-5.459
,ZINC39205285,,-3.596,-49.145,-5.459
,ZINC08436352,,-3.595,-44.729,-3.595
,ZINC16035552,,-3.595,-44.731,-3.595
,ZINC16035552,,-3.595,-44.731,-3.595
,ZINC16035552,,-3.595,-44.731,-3.595
,ZINC16035552,,-3.595,-44.731,-3.595
,ZINC63624888,,-3.595,-51.033,-3.595
,ZINC20095900,,-3.595,-35.646,-3.595
,ZINC02290642,,-3.594,-43.051,-3.594
,ZINC63457997,,-3.593,-43.789,-3.593
,ZINC60823410,,-3.593,-38.664,-3.593
,ZINC20365424,,-3.593,-43.087,-3.982
,ZINC20365424,,-3.593,-43.087,-3.982
,ZINC03309054,,-3.593,-43.01,-3.593
,ZINC92698070,,-3.591,-49.211,-5.221
,ZINC83263497,,-3.59,-35.078,-3.732
,ZINC23221202,,-3.589,-43.428,-3.779
,ZINC23221202,,-3.589,-43.428,-3.779
,ZINC23221202,,-3.589,-43.428,-3.779
,ZINC23221202,,-3.589,-43.428,-3.779
,ZINC26842215,,-3.587,-51.719,-3.59
,ZINC12970167,,-3.586,-45.179,-3.598
,ZINC12970167,,-3.586,-45.179,-3.598
,ZINC35710589,,-3.585,-50.595,-3.585
,ZINC28527510,,-3.585,-51.629,-4.014
,ZINC90627334,,-3.584,-47.048,-3.584
,ZINC92698701,,-3.58,-35.5,-3.619
,ZINC90516488,,-3.578,-45.787,-4.098
,ZINC59459231,,-3.578,-50.568,-3.962
,ZINC59459231,,-3.578,-50.568,-3.962
,ZINC00533571,,-3.578,-33.383,-3.578
,ZINC26972696,,-3.578,-37.95,-3.78
,ZINC63581862,,-3.577,-43.042,-3.858
,ZINC94213897,,-3.576,-31.371,-3.576
,ZINC31672275,,-3.576,-47.293,-4.519
,ZINC07779637,,-3.575,-38.472,-3.575
,ZINC92228158,,-3.574,-40.798,-3.727
,ZINC01313028,,-3.574,-46.199,-3.574
,ZINC01313028,,-3.574,-46.199,-3.574
,ZINC01122124,,-3.572,-42.985,-3.644
,ZINC71911558,,-3.571,-35.355,-3.603
,ZINC09311966,,-3.571,-51.609,-3.571
,ZINC09311966,,-3.571,-51.609,-3.571
,ZINC09311966,,-3.571,-51.609,-3.571
,ZINC93736886,,-3.57,-44.515,-3.834
,ZINC59040645,,-3.57,-44.236,-3.57
,ZINC59040645,,-3.57,-44.236,-3.57
,ZINC80058231,,-3.57,-43.603,-3.57
,ZINC00451118,,-3.57,-42.634,-3.57
,ZINC36644095,,-3.569,-29.27,-3.569
,ZINC36644095,,-3.569,-29.27,-3.569
,ZINC36644095,,-3.569,-29.27,-3.569
,ZINC36644095,,-3.569,-29.27,-3.569
,ZINC36644095,,-3.569,-29.27,-3.569
,ZINC72466539,,-3.568,-34.61,-3.569
,ZINC72466539,,-3.568,-34.61,-3.569
,ZINC72466539,,-3.568,-34.61,-3.569
,ZINC77938671,,-3.568,-36.503,-3.568
,ZINC09312240,,-3.568,-47.381,-3.568
,ZINC33922174,,-3.567,-49.906,-3.567
,ZINC08719933,,-3.567,-44.534,-3.957
,ZINC40592142,,-3.566,-44.187,-3.57
,ZINC65548074,,-3.566,-45.864,-3.566
,ZINC65548074,,-3.566,-45.864,-3.566
,ZINC77441653,,-3.566,-39.534,-3.571
,ZINC89580694,,-3.566,-47.643,-3.821
,ZINC11288101,,-3.565,-37.499,-3.565
,ZINC95007836,,-3.565,-34.187,-3.565
,ZINC95007836,,-3.565,-34.187,-3.565
,ZINC40649182,,-3.565,-42.078,-3.569
,ZINC56166568,,-3.564,-38.628,-3.564
,ZINC08719933,,-3.564,-50.13,-3.996
,ZINC72209586,,-3.564,-34.44,-3.564
,ZINC02244294,,-3.564,-40.093,-3.564
,ZINC03149501,,-3.562,-37.168,-3.562
,ZINC94194275,,-3.562,-35.523,-3.571
,ZINC12494896,,-3.562,-41.056,-3.646
,ZINC92056684,,-3.561,-41.044,-3.825
,ZINC89513350,,-3.561,-44.946,-3.637
,ZINC72081931,,-3.56,-54.141,-3.573
,ZINC33435644,,-3.559,-48.921,-3.56
,ZINC33435644,,-3.559,-48.921,-3.56
,ZINC33435644,,-3.559,-48.921,-3.56
,ZINC91587531,,-3.559,-38.258,-3.559
,ZINC21082486,,-3.559,-44.485,-3.864
,ZINC94356003,,-3.559,-39.199,-3.559
,ZINC94356003,,-3.559,-39.199,-3.559
,ZINC72032278,,-3.557,-48.483,-3.557
,ZINC40646709,,-3.556,-45.815,-3.56
,ZINC92114714,,-3.556,-30.918,-3.556
,ZINC95008631,,-3.554,-36.983,-3.554
,ZINC22344257,,-3.553,-43.389,-3.973
,ZINC04497487,,-3.553,-35.291,-3.553
,ZINC18222551,,-3.552,-44.35,-3.564
,ZINC93006262,,-3.552,-41.263,-3.651
,ZINC34132665,,-3.552,-36.132,-3.552
,ZINC08327556,,-3.551,-39.364,-3.551
,ZINC08327556,,-3.551,-39.364,-3.551
,ZINC08327556,,-3.551,-39.364,-3.551
,ZINC08327556,,-3.551,-39.364,-3.551
,ZINC03004277,,-3.551,-49.842,-3.551
,ZINC03004277,,-3.551,-49.842,-3.551
,ZINC03004277,,-3.551,-49.842,-3.551
,ZINC01312542,,-3.551,-49.825,-3.551
,ZINC01312542,,-3.551,-49.825,-3.551
,ZINC81588778,,-3.55,-47.637,-3.98
,ZINC02798949,,-3.55,-47.977,-3.556
,ZINC66869412,,-3.548,-34.853,-3.548
,ZINC63428472,,-3.547,-56.197,-3.547
,ZINC78651472,,-3.547,-40.131,-3.743
,ZINC78651472,,-3.547,-40.131,-3.743
,ZINC89264889,,-3.547,-39.309,-3.56
,ZINC04647305,,-3.547,-42.453,-3.547
,ZINC38926213,,-3.545,-38.41,-3.554
,ZINC40658180,,-3.545,-45.572,-3.594
,ZINC40658180,,-3.545,-45.572,-3.594
,ZINC94355763,,-3.544,-38.194,-3.955
,ZINC94355763,,-3.544,-38.194,-3.955
,ZINC90564058,,-3.544,-44.054,-3.596
,ZINC05415954,,-3.543,-40.032,-3.543
,ZINC05415954,,-3.543,-40.032,-3.543
,ZINC05415954,,-3.543,-40.032,-3.543
,ZINC05415954,,-3.543,-40.032,-3.543
,ZINC05415956,,-3.543,-40.032,-3.543
,ZINC90549041,,-3.543,-48.326,-4.084
,ZINC86076753,,-3.542,-43.78,-3.542
,ZINC86076753,,-3.542,-43.78,-3.542
,ZINC92256939,,-3.542,-41.61,-3.612
,ZINC90552206,,-3.542,-50.022,-3.84
,ZINC93805303,,-3.541,-30.464,-3.588
,ZINC78360307,,-3.541,-36.261,-3.541
,ZINC08870232,,-3.541,-41.427,-3.541
,ZINC28451518,,-3.54,-38.908,-3.54
,ZINC84779691,,-3.54,-45.931,-3.54
,ZINC46868455,,-3.54,-42.496,-3.562
,ZINC39353147,,-3.539,-48.057,-3.547
,ZINC01312816,,-3.539,-47.094,-3.539
,ZINC01312816,,-3.539,-47.094,-3.539
,ZINC25222706,,-3.539,-39.541,-3.539
,ZINC04582997,,-3.539,-42.344,-3.539
,ZINC01307419,,-3.537,-40.007,-3.54
,ZINC63119280,,-3.535,-48.697,-3.535
,ZINC63119280,,-3.535,-48.697,-3.535
,ZINC05636195,,-3.535,-34.99,-3.549
,ZINC05636195,,-3.535,-34.99,-3.549
,ZINC63766887,,-3.535,-48.158,-4.191
,ZINC63766887,,-3.535,-48.158,-4.191
,ZINC63267354,,-3.535,-37.807,-3.535
,ZINC94772027,,-3.534,-32.688,-3.834
,ZINC94771738,,-3.533,-33.984,-3.824
,ZINC92193861,,-3.533,-36.079,-3.533
,ZINC90552368,,-3.533,-46.443,-4.003
,ZINC90552368,,-3.533,-46.443,-4.003
,ZINC00062309,,-3.533,-43.673,-3.533
,ZINC90589448,,-3.533,-36.475,-3.548
,ZINC58191629,,-3.532,-45.045,-3.532
,ZINC58191629,,-3.532,-45.045,-3.532
,ZINC78701104,,-3.531,-39.937,-3.531
,ZINC49372321,,-3.53,-41.947,-3.991
,ZINC72887503,,-3.53,-39.545,-3.547
,ZINC72887503,,-3.53,-39.545,-3.547
,ZINC72887503,,-3.53,-39.545,-3.547
,ZINC08111591,,-3.53,-40.594,-3.53
,ZINC08111591,,-3.53,-40.594,-3.53
,ZINC94355695,,-3.529,-37.605,-3.529
,ZINC56177086,,-3.529,-39.291,-3.529
,ZINC90516488,,-3.528,-36.371,-3.847
,ZINC02762321,,-3.527,-51.182,-3.527
,ZINC02762321,,-3.527,-51.182,-3.527
,ZINC02762321,,-3.527,-51.182,-3.527
,ZINC84673677,,-3.527,-45.613,-3.527
,ZINC72032288,,-3.526,-44.019,-3.526
,ZINC03056182,,-3.525,-37.693,-3.525
,ZINC04981959,,-3.524,-47.208,-4.513
,ZINC33539362,,-3.524,-50.323,-4.641
,ZINC33539362,,-3.524,-50.323,-4.641
,ZINC33539362,,-3.524,-50.323,-4.641
,ZINC33539362,,-3.524,-50.323,-4.641
,ZINC33539362,,-3.524,-50.323,-4.641
,ZINC92853988,,-3.524,-41.528,-3.524
,ZINC05123786,,-3.523,-40.181,-3.743
,ZINC63562377,,-3.523,-46.763,-3.523
,ZINC93745927,,-3.522,-32.041,-3.589
,ZINC94348689,,-3.522,-34.566,-3.522
,ZINC08926232,,-3.521,-55.656,-3.521
,ZINC08926232,,-3.521,-55.656,-3.521
,ZINC04955520,,-3.521,-39.054,-3.521
,ZINC09506926,,-3.521,-42.321,-3.521
,ZINC14005566,,-3.521,-44.603,-3.613
,ZINC00654151,,-3.521,-40.69,-3.689
,ZINC70460399,,-3.52,-41.867,-3.639
,ZINC72887504,,-3.519,-36.913,-3.536
,ZINC90519108,,-3.518,-47.108,-3.86
,ZINC06332164,,-3.517,-40.077,-3.517
,ZINC40166107,,-3.517,-43.209,-3.961
,ZINC12533089,,-3.516,-51.647,-3.516
,ZINC59564516,,-3.515,-45.502,-3.515
,ZINC59564516,,-3.515,-45.502,-3.515
,ZINC06582934,,-3.515,-36.685,-3.515
,ZINC54129711,,-3.515,-36.191,-3.515
,ZINC63446613,,-3.515,-49.313,-3.515
,ZINC63446613,,-3.515,-49.313,-3.515
,ZINC94469166,,-3.515,-36.377,-3.516
,ZINC92974985,,-3.515,-42.302,-3.619
,ZINC94355633,,-3.514,-41.319,-4.446
,ZINC94355633,,-3.514,-41.319,-4.446
,ZINC02049092,,-3.514,-41.743,-3.514
,ZINC02049092,,-3.514,-41.743,-3.514
,ZINC76897616,,-3.513,-43.377,-3.783
,ZINC40648958,,-3.512,-40.936,-3.516
,ZINC00330870,,-3.512,-43.511,-4.649
,ZINC59596496,,-3.512,-39.745,-3.512
,ZINC37858158,,-3.512,-45.843,-3.525
,ZINC37858158,,-3.512,-45.843,-3.525
,ZINC37858158,,-3.512,-45.843,-3.525
,ZINC37858158,,-3.512,-45.843,-3.525
,ZINC86860294,,-3.511,-40.425,-3.511
,ZINC03056109,,-3.511,-35.412,-3.511
,ZINC03056109,,-3.511,-35.412,-3.511
,ZINC28731246,,-3.51,-30.962,-3.574
,ZINC28731246,,-3.51,-30.962,-3.574
,ZINC59294682,,-3.51,-45.069,-3.51
,ZINC09327736,,-3.51,-49.861,-4.39
,ZINC10220538,,-3.51,-31.543,-3.51
,ZINC91554727,,-3.509,-42.902,-3.536
,ZINC89513401,,-3.508,-40.896,-3.586
,ZINC59046529,,-3.508,-50.116,-3.508
,ZINC32180954,,-3.506,-40.614,-3.506
,ZINC32180954,,-3.506,-40.614,-3.506
,ZINC62905615,,-3.505,-43.528,-3.505
,ZINC72068571,,-3.505,-36.681,-3.505
,ZINC13126092,,-3.505,-37.746,-3.505
,ZINC13126092,,-3.505,-37.746,-3.505
,ZINC76266315,,-3.505,-34.499,-3.56
,ZINC08754651,,-3.504,-42.526,-3.504
,ZINC74440359,,-3.503,-39.192,-3.714
,ZINC92197312,,-3.501,-31.87,-3.501
,ZINC02054978,,-3.501,-45.358,-3.501
,ZINC06407060,,-3.5,-35.677,-3.5
,ZINC12563490,,-3.5,-41.046,-3.5
,ZINC16280464,,-3.499,-35.455,-3.499
,ZINC08858651,,-3.498,-54.239,-3.498
,ZINC08858651,,-3.498,-54.239,-3.498
,ZINC08858651,,-3.498,-54.239,-3.498
,ZINC72466536,,-3.498,-33.764,-3.5
,ZINC66869163,,-3.498,-42.286,-3.498
,ZINC85254965,,-3.498,-35.414,-3.498
,ZINC33338571,,-3.498,-43.66,-3.498
,ZINC33338571,,-3.498,-43.66,-3.498
,ZINC13154221,,-3.496,-49.843,-3.496
,ZINC13154221,,-3.496,-49.843,-3.496
,ZINC13154221,,-3.496,-49.843,-3.496
,ZINC05419821,,-3.495,-41.819,-3.495
,ZINC01156807,,-3.495,-42.866,-3.495
,ZINC66134761,,-3.494,-36.549,-3.494
,ZINC90549070,,-3.494,-39.22,-3.509
,ZINC89580998,,-3.494,-43.585,-3.581
,ZINC14026823,,-3.492,-44.62,-3.493
,ZINC14026823,,-3.492,-44.62,-3.493
,ZINC14026823,,-3.492,-44.62,-3.493
,ZINC92114933,,-3.489,-34.075,-3.489
,ZINC77490785,,-3.488,-36.454,-3.488
,ZINC77490785,,-3.488,-36.454,-3.488
,ZINC94356346,,-3.488,-34.927,-3.488
,ZINC04396902,,-3.488,-34.971,-3.49
,ZINC69014102,,-3.487,-47.245,-3.566
,ZINC34799376,,-3.485,-53.677,-3.944
,ZINC02531568,,-3.485,-44.999,-3.485
,ZINC63406175,,-3.485,-46.026,-3.485
,ZINC73558412,,-3.484,-41.622,-3.713
,ZINC59500562,,-3.482,-47.021,-3.482
,ZINC59500562,,-3.482,-47.021,-3.482
,ZINC14168406,,-3.482,-42.139,-3.482
,ZINC14168406,,-3.482,-42.139,-3.482
,ZINC77013689,,-3.48,-35.434,-4.15
,ZINC19939297,,-3.48,-38.751,-3.48
,ZINC08770092,,-3.479,-52.405,-3.483
,ZINC01514646,,-3.479,-42.484,-3.479
,ZINC01514646,,-3.479,-42.484,-3.479
,ZINC07007178,,-3.476,-48.286,-3.476
,ZINC92115051,,-3.475,-31.444,-3.475
,ZINC67440718,,-3.475,-45.139,-3.476
,ZINC32707739,,-3.473,-46.181,-3.473
,ZINC09906695,,-3.473,-46.86,-3.473
,ZINC40010854,,-3.473,-41.615,-3.473
,ZINC17779089,,-3.473,-48.133,-3.473
,ZINC15119269,,-3.472,-45.401,-3.472
,ZINC66135765,,-3.472,-35.681,-3.472
,ZINC31773323,,-3.472,-39.786,-3.933
,ZINC31773323,,-3.472,-39.786,-3.933
,ZINC94355633,,-3.472,-39.362,-3.61
,ZINC94355633,,-3.472,-39.362,-3.61
,ZINC94194269,,-3.468,-35.959,-3.476
,ZINC06401888,,-3.466,-44.023,-3.478
,ZINC55898364,,-3.466,-46.539,-3.554
,ZINC06277749,,-3.466,-43.261,-3.466
,ZINC40658177,,-3.466,-47.876,-3.624
,ZINC94772323,,-3.465,-33.292,-4.728
,ZINC93579532,,-3.462,-28.012,-3.489
,ZINC03496304,,-3.46,-41.131,-3.46
,ZINC06182883,,-3.46,-27.586,-3.46
,ZINC72066950,,-3.46,-37.701,-3.46
,ZINC93223983,,-3.459,-41.925,-3.648
,ZINC13317669,,-3.458,-38.612,-3.459
,ZINC66869253,,-3.457,-46.007,-3.457
,ZINC93805580,,-3.457,-33.951,-3.504
,ZINC13628079,,-3.456,-44.856,-3.456
,ZINC19891265,,-3.456,-41.259,-3.456
,ZINC72466544,,-3.456,-34.253,-3.456
,ZINC78528062,,-3.455,-36.955,-3.455
,ZINC78528062,,-3.455,-36.955,-3.455
,ZINC40590603,,-3.455,-42.853,-3.459
,ZINC11407965,,-3.454,-38.785,-3.738
,ZINC92437421,,-3.453,-45.405,-3.684
,ZINC92437421,,-3.453,-45.405,-3.684
,ZINC89421152,,-3.452,-42.984,-3.464
,ZINC89421152,,-3.452,-42.984,-3.464
,ZINC08816171,,-3.452,-40.532,-3.453
,ZINC24770701,,-3.452,-43.409,-3.452
,ZINC02244295,,-3.448,-38.415,-3.448
,ZINC28940491,,-3.448,-36.563,-3.993
,ZINC32238370,,-3.446,-51.275,-4.346
,ZINC59371998,,-3.446,-32.686,-3.447
,ZINC35910813,,-3.445,-47.836,-3.445
,ZINC35910813,,-3.445,-47.836,-3.445
,ZINC72037037,,-3.445,-38.092,-3.445
,ZINC16653733,,-3.444,-50.755,-3.444
,ZINC16653733,,-3.444,-50.755,-3.444
,ZINC70460420,,-3.444,-36.718,-3.617
,ZINC19901648,,-3.443,-41.351,-3.443
,ZINC72032282,,-3.443,-45.022,-3.443
,ZINC03237752,,-3.443,-45.08,-3.443
,ZINC08553854,,-3.442,-38.852,-3.876
,ZINC21081644,,-3.442,-50.366,-3.498
,ZINC49589865,,-3.442,-43.766,-3.853
,ZINC49589865,,-3.442,-43.766,-3.853
,ZINC13003581,,-3.441,-45.928,-3.503
,ZINC00972986,,-3.441,-36.114,-3.442
,ZINC00972986,,-3.441,-36.114,-3.442
,ZINC22064716,,-3.438,-35.834,-3.438
,ZINC48168516,,-3.438,-49.074,-3.45
,ZINC57101123,,-3.438,-38.202,-3.438
,ZINC83312856,,-3.435,-40.831,-3.435
,ZINC89591215,,-3.434,-36.5,-3.434
,ZINC21040731,,-3.434,-59.068,-5.028
,ZINC68727944,,-3.433,-52.809,-3.433
,ZINC94193837,,-3.432,-37.485,-3.449
,ZINC00517534,,-3.432,-38.803,-3.995
,ZINC78159324,,-3.431,-35.203,-3.431
,ZINC34783100,,-3.431,-52.093,-3.431
,ZINC34783100,,-3.431,-52.093,-3.431
,ZINC34783100,,-3.431,-52.093,-3.431
,ZINC34783100,,-3.431,-52.093,-3.431
,ZINC34783100,,-3.431,-52.093,-3.431
,ZINC34783100,,-3.431,-52.093,-3.431
,ZINC31672275,,-3.43,-42.525,-3.565
,ZINC85852458,,-3.429,-39.021,-3.485
,ZINC85852458,,-3.429,-39.021,-3.485
,ZINC85852458,,-3.429,-39.021,-3.485
,ZINC04084611,,-3.428,-48.987,-3.428
,ZINC04084611,,-3.428,-48.987,-3.428
,ZINC04084611,,-3.428,-48.987,-3.428
,ZINC04084611,,-3.428,-48.987,-3.428
,ZINC04046592,,-3.427,-35.108,-3.486
,ZINC94094343,,-3.427,-42.17,-3.427
,ZINC94094343,,-3.427,-42.17,-3.427
,ZINC33812283,,-3.426,-39.15,-3.426
,ZINC08858628,,-3.426,-51.767,-3.426
,ZINC08858628,,-3.426,-51.767,-3.426
,ZINC08858628,,-3.426,-51.767,-3.426
,ZINC08858628,,-3.426,-51.767,-3.426
,ZINC66869257,,-3.424,-46.546,-3.424
,ZINC72822791,,-3.422,-40.894,-3.44
,ZINC00432429,,-3.42,-46.271,-3.42
,ZINC33587691,,-3.419,-40.882,-3.419
,ZINC33587691,,-3.419,-40.882,-3.419
,ZINC33587691,,-3.419,-40.882,-3.419
,ZINC78494175,,-3.418,-39.837,-3.418
,ZINC90629372,,-3.415,-42.517,-3.415
,ZINC27526062,,-3.414,-47.79,-3.579
,ZINC00834550,,-3.414,-45.47,-3.414
,ZINC17975965,,-3.414,-39.772,-3.414
,ZINC93847562,,-3.413,-37.765,-4.094
,ZINC04518943,,-3.412,-45.881,-3.412
,ZINC04518943,,-3.412,-45.881,-3.412
,ZINC13979159,,-3.411,-49.96,-3.411
,ZINC13979159,,-3.411,-49.96,-3.411
,ZINC13979159,,-3.411,-49.96,-3.411
,ZINC13100366,,-3.411,-47.792,-3.411
,ZINC67252801,,-3.41,-64.511,-5.185
,ZINC47278206,,-3.41,-38.102,-3.422
,ZINC47278206,,-3.41,-38.102,-3.422
,ZINC27526060,,-3.41,-45.031,-3.609
,ZINC93100265,,-3.409,-31.265,-3.415
,ZINC13119393,,-3.409,-38.717,-3.415
,ZINC07791129,,-3.408,-37.307,-3.408
,ZINC84520352,,-3.408,-37.067,-3.408
,ZINC87559167,,-3.408,-37.346,-3.425
,ZINC14007304,,-3.407,-42.478,-3.408
,ZINC92697921,,-3.406,-38.39,-3.432
,ZINC92697921,,-3.406,-38.39,-3.432
,ZINC90551811,,-3.406,-41.276,-4.129
,ZINC63513944,,-3.405,-44.795,-3.405
,ZINC63513944,,-3.405,-44.795,-3.405
,ZINC16161159,,-3.404,-56.073,-3.614
,ZINC16161159,,-3.404,-56.073,-3.614
,ZINC08110523,,-3.404,-40.296,-3.405
,ZINC08110523,,-3.404,-40.296,-3.405
,ZINC78932906,,-3.404,-49.334,-5.732
,ZINC15865697,,-3.403,-34.911,-3.403
,ZINC91590401,,-3.402,-33.944,-3.438
,ZINC91588723,,-3.401,-32.194,-3.401
,ZINC01293312,,-3.401,-26.671,-3.433
,ZINC01293312,,-3.401,-26.671,-3.433
,ZINC93727768,,-3.401,-29.863,-3.401
,ZINC72466537,,-3.401,-33.053,-3.402
,ZINC89369806,,-3.401,-39.351,-3.412
,ZINC13536622,,-3.401,-47.159,-3.409
,ZINC33838205,,-3.398,-36.155,-3.441
,ZINC73415920,,-3.397,-41.157,-3.397
,ZINC73415920,,-3.397,-41.157,-3.397
,ZINC89650266,,-3.397,-42.105,-3.397
,ZINC02100636,,-3.396,-40.93,-3.396
,ZINC20424644,,-3.396,-33.753,-3.815
,ZINC20424644,,-3.396,-33.753,-3.815
,ZINC04261862,,-3.395,-39.966,-3.506
,ZINC93727789,,-3.394,-35.051,-3.394
,ZINC13981197,,-3.393,-41.542,-3.393
,ZINC08753951,,-3.393,-40.567,-3.471
,ZINC16577431,,-3.393,-45.737,-3.913
,ZINC95008858,,-3.393,-34.292,-3.393
,ZINC72068040,,-3.392,-40.497,-3.392
,ZINC92844131,,-3.392,-61.934,-6.006
,ZINC33336804,,-3.391,-44.11,-3.802
,ZINC38493007,,-3.39,-44.815,-3.39
,ZINC38493007,,-3.39,-44.815,-3.39
,ZINC74171920,,-3.39,-35.375,-3.435
,ZINC23379398,,-3.39,-31.629,-3.39
,ZINC66794517,,-3.39,-40.771,-3.39
,ZINC44113962,,-3.389,-44.408,-3.389
,ZINC75179089,,-3.389,-44.836,-4.214
,ZINC66868987,,-3.388,-46.572,-3.388
,ZINC02750506,,-3.388,-47.237,-3.388
,ZINC02750506,,-3.388,-47.237,-3.388
,ZINC80914498,,-3.387,-46.754,-4.12
,ZINC72312378,,-3.386,-35.981,-3.386
,ZINC79193735,,-3.386,-42.851,-3.838
,ZINC04271379,,-3.385,-45.648,-3.385
,ZINC02134452,,-3.385,-45.677,-3.385
,ZINC04585722,,-3.382,-38.397,-3.477
