Stars,Title,PUBCHEM_PHARMACOPHORE_FEATURES,docking score,glide emodel,glide gscore,Formula
,ZINC72332893,,-4.153,-78.769,-6.004,
,ZINC72332893,,-4.153,-78.769,-6.004,
,ZINC92120913,,-4.149,-53.753,-5.335,
,ZINC92120913,,-4.149,-53.753,-5.335,
,ZINC92126178,,-4.134,-38.346,-4.233,
,ZINC49601554,,-4.132,-48.612,-4.403,
,ZINC49601554,,-4.132,-48.612,-4.403,
,ZINC49601554,,-4.132,-48.612,-4.403,
,ZINC49601554,,-4.132,-48.612,-4.403,
,ZINC92123903,,-4.13,-44.723,-4.276,
,ZINC92121613,,-4.129,-43.469,-4.993,
,ZINC59156828,,-4.129,-34.252,-4.278,
,ZINC59156828,,-4.129,-34.252,-4.278,
,ZINC92124074,,-4.126,-41.592,-4.301,
,ZINC92107553,,-4.122,-40.294,-4.251,
,ZINC92121848,,-4.122,-58.686,-5.794,
,ZINC92126126,,-4.12,-36.635,-4.272,
,ZINC92126126,,-4.12,-36.635,-4.272,
,ZINC92124247,,-4.116,-44.381,-4.483,
,ZINC92122924,,-4.115,-50.471,-4.529,
,ZINC92122924,,-4.115,-50.471,-4.529,
,ZINC69626956,,-4.114,-47.409,-4.594,
,ZINC92119831,,-4.104,-39.678,-4.241,
,ZINC92123848,,-4.101,-40.171,-4.228,
,ZINC92121887,,-4.091,-32.977,-4.308,
,ZINC35052122,,-4.091,-38.012,-4.091,
,ZINC92125153,,-4.09,-41.088,-4.353,
,ZINC92125153,,-4.09,-41.088,-4.353,
,ZINC77270880,,-4.089,-88.688,-5.385,
,ZINC77270880,,-4.089,-88.688,-5.385,
,ZINC77270880,,-4.089,-88.688,-5.385,
,ZINC92106409,,-4.074,-40.782,-5,
,ZINC92124358,,-4.067,-50.854,-4.692,
,ZINC92108490,,-4.065,-38.716,-4.211,
,ZINC92107889,,-4.055,-42.923,-4.95,
,ZINC69626956,,-4.044,-54.115,-4.433,
,ZINC92121535,,-4.032,-50.389,-4.207,
,ZINC92125766,,-4.031,-38.05,-4.166,
,ZINC92124480,,-4.031,-40.256,-4.179,
,ZINC92120040,,-4.03,-43.084,-4.219,
,ZINC94941571,,-4.028,-43.558,-4.064,
,ZINC67587453,,-4.027,-43.634,-4.188,
,ZINC67587453,,-4.027,-43.634,-4.188,
,ZINC38139392,,-4.013,-65.833,-5.563,
,ZINC92124218,,-4.01,-39.912,-4.155,
,ZINC92122924,,-4.008,-45.798,-5.028,
,ZINC92122924,,-4.008,-45.798,-5.028,
,ZINC92124803,,-4.006,-36.613,-4.127,
,ZINC72399348,,-4.003,-89.629,-6.13,
,ZINC72399348,,-4.003,-89.629,-6.13,
,ZINC72399348,,-4.003,-89.629,-6.13,
,ZINC72399348,,-4.003,-89.629,-6.13,
,ZINC92123977,,-3.99,-41.039,-4.865,
,ZINC92121611,,-3.988,-46.837,-4.224,
,ZINC92121611,,-3.988,-46.837,-4.224,
,ZINC92121989,,-3.981,-41.003,-4.698,
,ZINC92123903,,-3.98,-41.698,-4.883,
,ZINC92124565,,-3.977,-40.814,-4.123,
,ZINC92104974,,-3.973,-38.173,-4.113,
,ZINC92125811,,-3.972,-46.856,-4.16,
,ZINC92125433,,-3.967,-39.32,-4.094,
,ZINC92122662,,-3.967,-36.354,-4.107,
,ZINC77319966,,-3.966,-69.103,-5.328,
,ZINC77319966,,-3.966,-69.103,-5.328,
,ZINC92124467,,-3.966,-47.955,-4.691,
,ZINC92124467,,-3.966,-47.955,-4.691,
,ZINC77312540,,-3.965,-71.71,-5.302,
,ZINC77273286,,-3.964,-81.349,-6.621,
,ZINC77273286,,-3.964,-81.349,-6.621,
,ZINC92125480,,-3.964,-35.776,-4.107,
,ZINC33830395,,-3.958,-48.367,-3.958,
,ZINC92126655,,-3.957,-39.085,-4.101,
,ZINC92124920,,-3.957,-36.627,-4.096,
,ZINC92124920,,-3.957,-36.627,-4.096,
,ZINC92122098,,-3.957,-49.699,-4.13,
,ZINC92107891,,-3.955,-43.804,-4.85,
,ZINC92121585,,-3.955,-43.541,-4.095,
,ZINC89460886,,-3.954,-38.52,-4.091,
,ZINC92106409,,-3.952,-35.002,-4.097,
,ZINC92123201,,-3.952,-40.402,-4.093,
,ZINC92123201,,-3.952,-40.402,-4.093,
,ZINC92123201,,-3.952,-40.402,-4.093,
,ZINC92123201,,-3.952,-40.402,-4.093,
,ZINC92123201,,-3.952,-40.402,-4.093,
,ZINC92121213,,-3.95,-49.774,-4.859,
,ZINC67649666,,-3.949,-46.167,-4.844,
,ZINC92126954,,-3.949,-47.345,-4.544,
,ZINC92126954,,-3.949,-47.345,-4.544,
,ZINC92123022,,-3.948,-42.592,-4.723,
,ZINC92120567,,-3.948,-37.489,-4.084,
,ZINC92120567,,-3.948,-37.489,-4.084,
,ZINC77270903,,-3.946,-79.272,-5.814,
,ZINC77270903,,-3.946,-79.272,-5.814,
,ZINC92123276,,-3.941,-40.993,-4.083,
,ZINC92123276,,-3.941,-40.993,-4.083,
,ZINC92120467,,-3.934,-42.328,-4.828,
,ZINC92121659,,-3.932,-45.64,-4.309,
,ZINC92124068,,-3.931,-35.02,-4.054,
,ZINC92121613,,-3.931,-46.025,-4.795,
,ZINC67677119,,-3.93,-53.426,-4.386,
,ZINC67677119,,-3.93,-53.426,-4.386,
,ZINC77291612,,-3.916,-91.342,-6.055,
,ZINC92123255,,-3.913,-36.353,-4.033,
,ZINC92123255,,-3.913,-36.353,-4.033,
,ZINC92122446,,-3.91,-35.082,-4.031,
,ZINC92120943,,-3.908,-36.968,-4.045,
,ZINC92122101,,-3.905,-36.944,-4.684,
,ZINC92122101,,-3.905,-36.944,-4.684,
,ZINC92121940,,-3.903,-40.702,-4.045,
,ZINC92121940,,-3.903,-40.702,-4.045,
,ZINC92120450,,-3.898,-36.781,-4.057,
,ZINC92122853,,-3.897,-38.958,-4.034,
,ZINC92122853,,-3.897,-38.958,-4.034,
,ZINC92124788,,-3.892,-39.856,-4.143,
,ZINC92124788,,-3.892,-39.856,-4.143,
,ZINC92126200,,-3.888,-40.894,-4.036,
,ZINC92119912,,-3.887,-33.502,-4.136,
,ZINC84064702,,-3.879,-44.823,-3.948,
,ZINC92121575,,-3.878,-49.513,-4.656,
,ZINC67787859,,-3.876,-46.07,-4.062,
,ZINC92123632,,-3.875,-46.731,-4.921,
,ZINC92125775,,-3.874,-42.858,-4.019,
,ZINC92125775,,-3.874,-42.858,-4.019,
,ZINC89675936,,-3.869,-46.287,-4.335,
,ZINC74838737,,-3.869,-41.366,-3.869,
,ZINC85627945,,-3.868,-46.259,-4.827,
,ZINC92121694,,-3.865,-37.354,-4.016,
,ZINC92121694,,-3.865,-37.354,-4.016,
,ZINC92126008,,-3.865,-40.028,-4.053,
,ZINC64219649,,-3.862,-46.66,-4.142,
,ZINC92122013,,-3.861,-44.061,-4.646,
,ZINC37108244,,-3.853,-39.946,-4.055,
,ZINC92107862,,-3.851,-37.821,-3.982,
,ZINC92122122,,-3.85,-38.611,-4.006,
,ZINC92122122,,-3.85,-38.611,-4.006,
,ZINC92122734,,-3.847,-35.767,-3.985,
,ZINC92122734,,-3.847,-35.767,-3.985,
,ZINC92120587,,-3.846,-45.318,-4.849,
,ZINC92123587,,-3.845,-44.187,-5.01,
,ZINC92123587,,-3.845,-44.187,-5.01,
,ZINC92126008,,-3.845,-43.609,-4.616,
,ZINC92123949,,-3.844,-32.119,-4.049,
,ZINC67724648,,-3.838,-47.025,-4.742,
,ZINC67724648,,-3.838,-47.025,-4.742,
,ZINC94798658,,-3.836,-41.391,-4.14,
,ZINC92124108,,-3.824,-40.342,-4.633,
,ZINC92124224,,-3.824,-34.394,-3.973,
,ZINC77273286,,-3.824,-73.608,-5.258,
,ZINC77273286,,-3.824,-73.608,-5.258,
,ZINC92120024,,-3.823,-33.18,-3.963,
,ZINC92120270,,-3.816,-51.655,-5.147,
,ZINC92120270,,-3.816,-51.655,-5.147,
,ZINC92122903,,-3.814,-32.892,-3.927,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC77273272,,-3.814,-84.256,-6.471,
,ZINC92124483,,-3.811,-33.113,-3.947,
,ZINC92121659,,-3.809,-44.146,-4.186,
,ZINC92120092,,-3.808,-45.429,-4.718,
,ZINC72332893,,-3.807,-75.098,-5.893,
,ZINC72332893,,-3.807,-75.098,-5.893,
,ZINC72332893,,-3.807,-75.098,-5.893,
,ZINC92124529,,-3.799,-36.881,-4.732,
,ZINC92124529,,-3.799,-36.881,-4.732,
,ZINC77312540,,-3.799,-87.25,-6.014,
,ZINC92122637,,-3.796,-37.689,-3.934,
,ZINC92122637,,-3.796,-37.689,-3.934,
,ZINC67846777,,-3.786,-37.311,-3.948,
,ZINC92119732,,-3.782,-38.761,-4.601,
,ZINC92127155,,-3.782,-35.993,-4.6,
,ZINC67714724,,-3.781,-40.46,-3.962,
,ZINC92120951,,-3.778,-43.137,-4.127,
,ZINC92119875,,-3.774,-46.339,-4.669,
,ZINC92107552,,-3.774,-39.95,-3.902,
,ZINC92107552,,-3.774,-39.95,-3.902,
,ZINC92125153,,-3.77,-41.377,-4.715,
,ZINC92125153,,-3.77,-41.377,-4.715,
,ZINC92126247,,-3.769,-34.458,-3.885,
,ZINC92123251,,-3.769,-34.371,-3.889,
,ZINC92123251,,-3.769,-34.371,-3.889,
,ZINC92120459,,-3.766,-43.559,-4.59,
,ZINC92120459,,-3.766,-43.559,-4.59,
,ZINC92103541,,-3.762,-35.658,-3.897,
,ZINC92106217,,-3.762,-43.117,-4.617,
,ZINC92106217,,-3.762,-43.117,-4.617,
,ZINC92106217,,-3.762,-43.117,-4.617,
,ZINC20355753,,-3.761,-41.497,-3.762,
,ZINC92120727,,-3.753,-37.443,-3.903,
,ZINC92123077,,-3.752,-37.924,-3.933,
,ZINC92122931,,-3.752,-47.336,-3.927,
,ZINC92120820,,-3.75,-28.357,-3.895,
,ZINC92126877,,-3.748,-42.048,-3.755,
,ZINC92124141,,-3.735,-32.408,-3.857,
,ZINC92121989,,-3.732,-38.861,-3.941,
,ZINC92120820,,-3.731,-40.334,-4.657,
,ZINC92123271,,-3.729,-36.239,-3.871,
,ZINC92123271,,-3.729,-36.239,-3.871,
,ZINC92123271,,-3.729,-36.239,-3.871,
,ZINC92123271,,-3.729,-36.239,-3.871,
,ZINC92123271,,-3.729,-36.239,-3.871,
,ZINC92123610,,-3.728,-44.008,-4.666,
,ZINC92123610,,-3.728,-44.008,-4.666,
,ZINC72332893,,-3.728,-90.862,-6.414,
,ZINC72332893,,-3.728,-90.862,-6.414,
,ZINC72332893,,-3.728,-90.862,-6.414,
,ZINC92124918,,-3.725,-37.312,-3.864,
,ZINC92120942,,-3.723,-37.694,-3.86,
,ZINC85627945,,-3.723,-39.464,-4.435,
,ZINC92123756,,-3.722,-62.742,-6.153,
,ZINC92117604,,-3.72,-46.822,-4.593,
,ZINC92117604,,-3.72,-46.822,-4.593,
,ZINC92106265,,-3.72,-39.624,-4.637,
,ZINC92123913,,-3.719,-37.917,-3.904,
,ZINC92123913,,-3.719,-37.917,-3.904,
,ZINC63428698,,-3.717,-39.542,-4.131,
,ZINC92107891,,-3.715,-47.502,-4.61,
,ZINC92125262,,-3.713,-37.8,-3.852,
,ZINC92126706,,-3.712,-37.036,-3.849,
,ZINC92126706,,-3.712,-37.036,-3.849,
,ZINC92126706,,-3.712,-37.036,-3.849,
,ZINC92124593,,-3.708,-33.998,-3.85,
,ZINC92120912,,-3.704,-37.575,-4.512,
,ZINC92967660,,-3.703,-39.077,-4.084,
,ZINC92124580,,-3.702,-38.614,-3.844,
,ZINC92124580,,-3.702,-38.614,-3.844,
,ZINC92124580,,-3.702,-38.614,-3.844,
,ZINC92120587,,-3.701,-47.719,-3.908,
,ZINC92107825,,-3.701,-37.548,-4.598,
,ZINC67677119,,-3.701,-56.734,-4.994,
,ZINC67677119,,-3.701,-56.734,-4.994,
,ZINC92123166,,-3.697,-40.187,-4.466,
,ZINC92108135,,-3.694,-29.46,-3.903,
,ZINC72332893,,-3.694,-74.119,-5.437,
,ZINC72332893,,-3.694,-74.119,-5.437,
,ZINC72332893,,-3.694,-74.119,-5.437,
,ZINC92120567,,-3.691,-38.543,-4.63,
,ZINC92120567,,-3.691,-38.543,-4.63,
,ZINC92123205,,-3.691,-43.065,-4.565,
,ZINC92125957,,-3.69,-37.478,-3.838,
,ZINC92125957,,-3.69,-37.478,-3.838,
,ZINC92122089,,-3.689,-51.215,-4.507,
,ZINC92124107,,-3.687,-32.463,-3.944,
,ZINC00827409,,-3.68,-40.117,-3.686,
,ZINC35643942,,-3.679,-35.802,-3.681,
,ZINC81944384,,-3.668,-40.588,-3.704,
,ZINC92125329,,-3.668,-45.835,-4.646,
,ZINC72332894,,-3.661,-75.4,-6.348,
,ZINC72332894,,-3.661,-75.4,-6.348,
,ZINC92124434,,-3.66,-34.614,-3.776,
,ZINC92122646,,-3.657,-40.175,-3.78,
,ZINC92125978,,-3.654,-38.986,-3.786,
,ZINC92125978,,-3.654,-38.986,-3.786,
,ZINC92125978,,-3.654,-38.986,-3.786,
,ZINC72332894,,-3.651,-74.182,-5.994,
,ZINC72332894,,-3.651,-74.182,-5.994,
,ZINC92124223,,-3.651,-36.558,-3.794,
,ZINC92124223,,-3.651,-36.558,-3.794,
,ZINC92126121,,-3.65,-39.386,-3.749,
,ZINC67654501,,-3.648,-46.029,-3.796,
,ZINC92126181,,-3.647,-40.58,-3.746,
,ZINC92122789,,-3.647,-36.592,-4.416,
,ZINC77286909,,-3.646,-54.167,-6.311,
,ZINC77286909,,-3.646,-54.167,-6.311,
,ZINC72332894,,-3.646,-63.411,-5.497,
,ZINC72332894,,-3.646,-63.411,-5.497,
,ZINC92123746,,-3.645,-34.942,-3.845,
,ZINC67847552,,-3.645,-33.293,-4.09,
,ZINC94336601,,-3.643,-34.939,-3.643,
,ZINC92119847,,-3.641,-43.446,-3.769,
,ZINC92119847,,-3.641,-43.446,-3.769,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC77273272,,-3.636,-73.543,-6.321,
,ZINC92103450,,-3.635,-35.182,-3.892,
,ZINC77270885,,-3.633,-77.924,-5.761,
,ZINC77270885,,-3.633,-77.924,-5.761,
,ZINC92123780,,-3.632,-44.91,-4.506,
,ZINC92119829,,-3.632,-36.24,-3.769,
,ZINC38139392,,-3.631,-65.81,-5.266,
,ZINC92123749,,-3.629,-36.441,-3.829,
,ZINC92122905,,-3.626,-32.399,-3.739,
,ZINC92123077,,-3.625,-42.318,-4.415,
,ZINC92120916,,-3.625,-50.101,-4.81,
,ZINC92120916,,-3.625,-50.101,-4.81,
,ZINC63537904,,-3.621,-38.323,-3.697,
,ZINC63537904,,-3.621,-38.323,-3.697,
,ZINC63537904,,-3.621,-38.323,-3.697,
,ZINC92119681,,-3.621,-35.841,-3.769,
,ZINC92125969,,-3.619,-31.443,-3.74,
,ZINC92119287,,-3.619,-35.086,-3.741,
,ZINC92107857,,-3.616,-53.783,-5.353,
,ZINC79669709,,-3.616,-50.158,-3.616,
,ZINC92127129,,-3.609,-35.657,-3.746,
,ZINC92127129,,-3.609,-35.657,-3.746,
,ZINC92124109,,-3.605,-36.272,-4.414,
,ZINC92124701,,-3.603,-37.532,-3.74,
,ZINC92117408,,-3.603,-39.821,-3.751,
,ZINC77286907,,-3.601,-54.339,-5.072,
,ZINC92121182,,-3.599,-36.695,-4.505,
,ZINC92120092,,-3.596,-39.627,-3.748,
,ZINC92106215,,-3.596,-33.293,-3.81,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC77291611,,-3.596,-88.006,-5.735,
,ZINC92119732,,-3.595,-35.054,-3.766,
,ZINC92124241,,-3.593,-49.575,-4.613,
,ZINC92122445,,-3.591,-34.406,-3.713,
,ZINC92123780,,-3.589,-44.655,-4.463,
,ZINC92126954,,-3.585,-48.178,-4.899,
,ZINC92126954,,-3.585,-48.178,-4.899,
,ZINC92120688,,-3.584,-50.467,-4.363,
,ZINC92120688,,-3.584,-50.467,-4.363,
,ZINC92120428,,-3.58,-37.449,-3.733,
,ZINC92120428,,-3.58,-37.449,-3.733,
,ZINC92124288,,-3.58,-37.667,-3.733,
,ZINC92120645,,-3.577,-36.736,-3.737,
,ZINC92120645,,-3.577,-36.736,-3.737,
,ZINC92120645,,-3.577,-36.736,-3.737,
,ZINC67677119,,-3.577,-61.013,-5.44,
,ZINC67677119,,-3.577,-61.013,-5.44,
,ZINC92123029,,-3.575,-35.763,-3.814,
,ZINC92126367,,-3.568,-43.208,-3.875,
,ZINC64481114,,-3.562,-44.661,-4.458,
,ZINC92123586,,-3.562,-32.631,-3.745,
,ZINC94336600,,-3.557,-33.556,-3.557,
,ZINC31168788,,-3.556,-38.959,-3.579,
,ZINC92121611,,-3.554,-43.59,-4.418,
,ZINC92121611,,-3.554,-43.59,-4.418,
,ZINC35643950,,-3.553,-37.518,-3.555,
,ZINC92121605,,-3.553,-32.9,-3.774,
,ZINC92123590,,-3.553,-37.818,-3.677,
,ZINC94798658,,-3.552,-45.157,-4.832,
,ZINC67587450,,-3.551,-36.515,-3.711,
,ZINC92123261,,-3.549,-35.846,-3.691,
,ZINC92123261,,-3.549,-35.846,-3.691,
,ZINC38139392,,-3.547,-61.721,-4.997,
,ZINC14760999,,-3.543,-38.564,-4.258,
,ZINC67787859,,-3.542,-44.101,-4.456,
,ZINC92121668,,-3.542,-36.522,-3.667,
,ZINC92121283,,-3.541,-44.88,-3.747,
,ZINC92121283,,-3.541,-44.88,-3.747,
,ZINC92126954,,-3.54,-44.891,-4.823,
,ZINC92126954,,-3.54,-44.891,-4.823,
,ZINC20355752,,-3.54,-41.772,-3.541,
,ZINC01582596,,-3.54,-34.511,-3.549,
,ZINC92120913,,-3.539,-34.409,-3.807,
,ZINC92120913,,-3.539,-34.409,-3.807,
,ZINC92121423,,-3.538,-43.929,-4.423,
,ZINC92121423,,-3.538,-43.929,-4.423,
,ZINC13660257,,-3.533,-38.707,-3.825,
,ZINC92126035,,-3.531,-39.678,-4.487,
,ZINC00189368,,-3.53,-32.737,-3.691,
,ZINC00189368,,-3.53,-32.737,-3.691,
,ZINC14760999,,-3.528,-40.691,-4.879,
,ZINC92123278,,-3.527,-39.212,-4.421,
,ZINC92123278,,-3.527,-39.212,-4.421,
,ZINC63428698,,-3.526,-35.518,-3.94,
,ZINC92120951,,-3.525,-35.999,-4.511,
,ZINC92120002,,-3.522,-40.603,-4.45,
,ZINC92120002,,-3.522,-40.603,-4.45,
,ZINC92123205,,-3.52,-40.048,-3.673,
,ZINC77273286,,-3.519,-84.451,-6.204,
,ZINC77273286,,-3.519,-84.451,-6.204,
,ZINC92123151,,-3.516,-35.796,-3.657,
,ZINC92123151,,-3.516,-35.796,-3.657,
,ZINC92123151,,-3.516,-35.796,-3.657,
,ZINC92123151,,-3.516,-35.796,-3.657,
,ZINC92123151,,-3.516,-35.796,-3.657,
,ZINC92123835,,-3.516,-54.744,-5.589,
,ZINC92125779,,-3.514,-44.29,-4.44,
,ZINC92125313,,-3.511,-40.15,-4.281,
,ZINC92123245,,-3.51,-37.812,-3.651,
,ZINC92123245,,-3.51,-37.812,-3.651,
,ZINC92124352,,-3.51,-35.776,-3.693,
,ZINC92124352,,-3.51,-35.776,-3.693,
,ZINC92119978,,-3.509,-35.468,-3.634,
,ZINC92120002,,-3.508,-37.642,-3.647,
,ZINC92120002,,-3.508,-37.642,-3.647,
,ZINC72399347,,-3.504,-69.065,-5.631,
,ZINC72399347,,-3.504,-69.065,-5.631,
,ZINC59156828,,-3.503,-41.073,-4.472,
,ZINC59156828,,-3.503,-41.073,-4.472,
,ZINC77273277,,-3.498,-87.481,-6.155,
,ZINC92120913,,-3.498,-41.169,-4.5,
,ZINC92120913,,-3.498,-41.169,-4.5,
,ZINC85627945,,-3.496,-35.631,-3.908,
,ZINC81349600,,-3.493,-40.519,-3.97,
,ZINC92125779,,-3.491,-31.736,-3.636,
,ZINC39963244,,-3.49,-42.918,-3.926,
,ZINC92120951,,-3.485,-45.203,-3.834,
,ZINC38139393,,-3.482,-64.488,-5.376,
,ZINC77319963,,-3.48,-69.262,-5.922,
,ZINC77319963,,-3.48,-69.262,-5.922,
,ZINC77319963,,-3.48,-69.262,-5.922,
,ZINC92120092,,-3.479,-40.993,-4.389,
,ZINC67677263,,-3.471,-36.141,-3.613,
,ZINC67803476,,-3.471,-38.287,-4.188,
,ZINC92125810,,-3.47,-42.403,-4.241,
,ZINC39963244,,-3.467,-40.924,-3.903,
,ZINC92126954,,-3.465,-49.247,-5.286,
,ZINC92126954,,-3.465,-49.247,-5.286,
,ZINC92123992,,-3.464,-36.93,-3.606,
,ZINC72332893,,-3.464,-82.745,-5.807,
,ZINC72332893,,-3.464,-82.745,-5.807,
,ZINC72332893,,-3.464,-82.745,-5.807,
,ZINC92124798,,-3.462,-48.704,-4.231,
,ZINC92124798,,-3.462,-48.704,-4.231,
,ZINC92121421,,-3.462,-44.563,-4.357,
,ZINC92120943,,-3.46,-38.375,-4.397,
,ZINC92103245,,-3.458,-37.116,-3.612,
,ZINC92126674,,-3.458,-42.174,-4.353,
,ZINC92126674,,-3.458,-42.174,-4.353,
,ZINC92120469,,-3.453,-30.63,-3.706,
,ZINC92124107,,-3.452,-28.888,-4.07,
,ZINC92106352,,-3.452,-36.232,-3.599,
,ZINC92106352,,-3.452,-36.232,-3.599,
,ZINC92106352,,-3.452,-36.232,-3.599,
,ZINC16292188,,-3.448,-34.456,-3.448,
,ZINC92121098,,-3.448,-31.213,-3.759,
,ZINC67804505,,-3.446,-35.377,-3.606,
,ZINC94798658,,-3.446,-40.395,-4.726,
,ZINC89461260,,-3.445,-38.223,-3.583,
,ZINC92123055,,-3.445,-37.589,-3.575,
,ZINC92121213,,-3.444,-35.019,-3.78,
,ZINC92123977,,-3.444,-39.797,-3.598,
,ZINC92122849,,-3.442,-36.995,-4.33,
,ZINC92122849,,-3.442,-36.995,-4.33,
,ZINC92120852,,-3.434,-34.213,-3.581,
,ZINC92106488,,-3.433,-33.063,-3.578,
,ZINC92106488,,-3.433,-33.063,-3.578,
,ZINC92126257,,-3.429,-40.713,-3.565,
,ZINC92126257,,-3.429,-40.713,-3.565,
,ZINC92125434,,-3.429,-33.055,-3.555,
,ZINC92123587,,-3.427,-43.04,-4.884,
,ZINC92123587,,-3.427,-43.04,-4.884,
,ZINC92119291,,-3.426,-38.014,-3.574,
,ZINC92122448,,-3.414,-34.915,-3.535,
,ZINC92122226,,-3.413,-40.057,-3.509,
,ZINC92121419,,-3.412,-39.727,-4.267,
,ZINC92125416,,-3.409,-36.751,-3.534,
,ZINC92120758,,-3.408,-34.689,-3.545,
,ZINC92121350,,-3.402,-36.362,-3.538,
,ZINC92108152,,-3.399,-37.997,-3.553,
,ZINC92106477,,-3.391,-37.035,-3.53,
,ZINC92126310,,-3.386,-40.844,-4.281,
,ZINC94798658,,-3.385,-55.573,-5.158,
,ZINC93356298,,-3.385,-37.171,-3.504,
,ZINC92106265,,-3.381,-49.555,-5.135,
,ZINC92102571,,-3.374,-37.821,-3.514,
,ZINC00407264,,-3.372,-33.66,-3.533,
,ZINC00407264,,-3.372,-33.66,-3.533,
,ZINC92123599,,-3.368,-38.714,-3.504,
,ZINC92123599,,-3.368,-38.714,-3.504,
,ZINC92120584,,-3.363,-49.794,-4.366,
,ZINC92108397,,-3.359,-40.75,-4.253,
,ZINC92121180,,-3.357,-36.258,-3.506,
,ZINC92121180,,-3.357,-36.258,-3.506,
,ZINC92123495,,-3.356,-32.144,-3.976,
,ZINC92128073,,-3.353,-40.452,-3.501,
,ZINC35643942,,-3.353,-37.473,-3.355,
,ZINC67878314,,-3.347,-49.005,-4.363,
,ZINC92126123,,-3.346,-34.394,-4.226,
,ZINC38139393,,-3.343,-60.663,-4.793,
,ZINC92123723,,-3.343,-42.49,-4.36,
,ZINC67605750,,-3.339,-35.835,-3.482,
,ZINC67605750,,-3.339,-35.835,-3.482,
,ZINC92123085,,-3.339,-32.718,-3.457,
,ZINC92124218,,-3.338,-34.891,-4.242,
,ZINC92126457,,-3.337,-39.271,-3.464,
,ZINC92126457,,-3.337,-39.271,-3.464,
,ZINC92120467,,-3.337,-40.635,-3.485,
,ZINC92107577,,-3.337,-44.483,-4.274,
,ZINC92103910,,-3.336,-28.718,-3.921,
,ZINC92124478,,-3.335,-49.301,-4.153,
,ZINC72332893,,-3.335,-74.551,-5.776,
,ZINC72332893,,-3.335,-74.551,-5.776,
,ZINC72332893,,-3.335,-74.551,-5.776,
,ZINC92124482,,-3.333,-33.39,-3.469,
,ZINC67804505,,-3.33,-40.412,-4.185,
,ZINC92125329,,-3.326,-36.575,-3.452,
,ZINC92108310,,-3.324,-42.01,-4.219,
,ZINC77270880,,-3.324,-81.684,-5.451,
,ZINC77270880,,-3.324,-81.684,-5.451,
,ZINC77270880,,-3.324,-81.684,-5.451,
,ZINC92122768,,-3.324,-35.292,-4.21,
,ZINC92122768,,-3.324,-35.292,-4.21,
,ZINC00189368,,-3.322,-40.402,-4.491,
,ZINC00189368,,-3.322,-40.402,-4.491,
,ZINC92122013,,-3.321,-41.138,-4.107,
,ZINC92123723,,-3.321,-38.806,-3.439,
,ZINC92108310,,-3.321,-38.205,-3.469,
,ZINC92123454,,-3.319,-32.48,-3.504,
,ZINC92126419,,-3.317,-34.857,-3.477,
,ZINC92126247,,-3.316,-31.226,-4.337,
,ZINC92124515,,-3.316,-40.928,-3.452,
,ZINC92106265,,-3.313,-38.504,-3.508,
,ZINC00238448,,-3.312,-36.284,-3.965,
,ZINC92121352,,-3.312,-35.88,-3.448,
,ZINC72400629,,-3.308,-78.262,-5.891,
,ZINC72400629,,-3.308,-78.262,-5.891,
,ZINC72400629,,-3.308,-78.262,-5.891,
,ZINC72400629,,-3.308,-78.262,-5.891,
,ZINC72400629,,-3.308,-78.262,-5.891,
,ZINC92125159,,-3.291,-32.628,-4.186,
,ZINC92120040,,-3.289,-40.194,-4.058,
,ZINC89460515,,-3.289,-39.439,-3.437,
,ZINC92123450,,-3.289,-31.987,-3.474,
,ZINC92123696,,-3.288,-39.033,-3.436,
,ZINC92123696,,-3.288,-39.033,-3.436,
,ZINC92123696,,-3.288,-39.033,-3.436,
,ZINC92123374,,-3.286,-39.803,-4.055,
,ZINC92107579,,-3.286,-43.157,-4.222,
,ZINC92123188,,-3.278,-34.585,-4.195,
,ZINC92121005,,-3.276,-50.02,-5.296,
,ZINC92103513,,-3.275,-37.511,-4.205,
,ZINC92123913,,-3.274,-37.322,-4.054,
,ZINC92123913,,-3.274,-37.322,-4.054,
,ZINC92126257,,-3.274,-44.637,-4.211,
,ZINC92126257,,-3.274,-44.637,-4.211,
