Stars,Title,PUBCHEM_PHARMACOPHORE_FEATURES,docking score,glide emodel,glide gscore,Formula
,ZINC94798658,,-3.274,-52.748,-5.046,
,ZINC92126212,,-3.273,-45.561,-4.39,
,ZINC92120021,,-3.272,-34.031,-3.413,
,ZINC67473434,,-3.267,-45.998,-4.162,
,ZINC67473434,,-3.267,-45.998,-4.162,
,ZINC92119906,,-3.266,-30.254,-3.538,
,ZINC76945329,,-3.265,-43.187,-3.265,
,ZINC92122664,,-3.263,-35.993,-3.404,
,ZINC92122664,,-3.263,-35.993,-3.404,
,ZINC00238478,,-3.254,-34.51,-3.396,
,ZINC00238478,,-3.254,-34.51,-3.396,
,ZINC89675084,,-3.253,-50.788,-3.674,
,ZINC00407264,,-3.251,-41.08,-4.42,
,ZINC00407264,,-3.251,-41.08,-4.42,
,ZINC92125810,,-3.251,-45.811,-4.022,
,ZINC92124437,,-3.25,-35.059,-3.366,
,ZINC92121358,,-3.25,-45.96,-4.059,
,ZINC39336693,,-3.246,-68.395,-5.314,
,ZINC92127021,,-3.245,-38.287,-3.383,
,ZINC92127021,,-3.245,-38.287,-3.383,
,ZINC92127021,,-3.245,-38.287,-3.383,
,ZINC92126991,,-3.243,-44.016,-4.882,
,ZINC92121659,,-3.241,-44.081,-4.268,
,ZINC38139393,,-3.239,-65.427,-4.789,
,ZINC67847552,,-3.239,-40.797,-4.505,
,ZINC92122801,,-3.238,-38.219,-3.385,
,ZINC77273277,,-3.237,-82.675,-5.922,
,ZINC92125811,,-3.235,-41.874,-4.006,
,ZINC92124061,,-3.233,-38.891,-3.382,
,ZINC92124061,,-3.233,-38.891,-3.382,
,ZINC92108284,,-3.232,-49.702,-4.159,
,ZINC92108284,,-3.232,-49.702,-4.159,
,ZINC92126130,,-3.231,-36.785,-3.384,
,ZINC92107863,,-3.231,-39.15,-3.361,
,ZINC92123632,,-3.229,-44.917,-3.654,
,ZINC67677263,,-3.223,-43.026,-4.138,
,ZINC92124893,,-3.221,-43.576,-3.369,
,ZINC92124893,,-3.221,-43.576,-3.369,
,ZINC92124893,,-3.221,-43.576,-3.369,
,ZINC92117480,,-3.22,-33.751,-4.124,
,ZINC92126413,,-3.22,-36.838,-3.368,
,ZINC92126413,,-3.22,-36.838,-3.368,
,ZINC92106416,,-3.219,-36.162,-4.145,
,ZINC92107857,,-3.216,-49.867,-5.613,
,ZINC67587453,,-3.211,-36.75,-4.064,
,ZINC67587453,,-3.211,-36.75,-4.064,
,ZINC92108100,,-3.211,-39.222,-3.417,
,ZINC92108100,,-3.211,-39.222,-3.417,
,ZINC92122013,,-3.211,-41.627,-3.419,
,ZINC92124243,,-3.211,-48.144,-4.145,
,ZINC92107889,,-3.21,-43.563,-4.105,
,ZINC92120309,,-3.205,-38.994,-4.1,
,ZINC92120309,,-3.205,-38.994,-4.1,
,ZINC92119912,,-3.201,-26.211,-3.834,
,ZINC92103489,,-3.197,-36.945,-3.439,
,ZINC92108552,,-3.195,-39.019,-4.086,
,ZINC92108552,,-3.195,-39.019,-4.086,
,ZINC92123784,,-3.195,-35.018,-3.92,
,ZINC92123784,,-3.195,-35.018,-3.92,
,ZINC71751238,,-3.193,-36.85,-3.409,
,ZINC71751238,,-3.193,-36.85,-3.409,
,ZINC92123698,,-3.193,-42.798,-4.104,
,ZINC92123698,,-3.193,-42.798,-4.104,
,ZINC92121358,,-3.192,-46.506,-3.367,
,ZINC92121180,,-3.192,-29.103,-4.082,
,ZINC92121180,,-3.192,-29.103,-4.082,
,ZINC92125290,,-3.192,-34.044,-3.308,
,ZINC92125290,,-3.192,-34.044,-3.308,
,ZINC92120916,,-3.191,-43.494,-4.194,
,ZINC92120916,,-3.191,-43.494,-4.194,
,ZINC92125777,,-3.189,-39.451,-4.115,
,ZINC92125777,,-3.189,-39.451,-4.115,
,ZINC67878314,,-3.188,-52.126,-4.81,
,ZINC92124428,,-3.185,-40.167,-3.332,
,ZINC92120727,,-3.183,-40.595,-4.069,
,ZINC92125809,,-3.181,-38.511,-3.329,
,ZINC92121138,,-3.181,-36.728,-3.362,
,ZINC67587450,,-3.178,-35.389,-4.031,
,ZINC72400631,,-3.174,-65.356,-5.757,
,ZINC72400631,,-3.174,-65.356,-5.757,
,ZINC72400631,,-3.174,-65.356,-5.757,
,ZINC72400631,,-3.174,-65.356,-5.757,
,ZINC92121659,,-3.173,-37.776,-4.231,
,ZINC92108397,,-3.172,-41.639,-3.32,
,ZINC92120459,,-3.171,-39.805,-4.24,
,ZINC92120459,,-3.171,-39.805,-4.24,
,ZINC92128073,,-3.169,-38.408,-4.063,
,ZINC81453724,,-3.169,-46.854,-3.646,
,ZINC67605750,,-3.168,-38.691,-4.12,
,ZINC67605750,,-3.168,-38.691,-4.12,
,ZINC92120587,,-3.165,-45.708,-4.606,
,ZINC92117575,,-3.163,-38.73,-3.323,
,ZINC92124601,,-3.163,-38.308,-3.303,
,ZINC92126413,,-3.157,-37.712,-4.051,
,ZINC92126413,,-3.157,-37.712,-4.051,
,ZINC92910760,,-3.155,-35.163,-3.155,
,ZINC92107604,,-3.155,-37.745,-3.305,
,ZINC92126444,,-3.154,-35.531,-4.097,
,ZINC92126444,,-3.154,-35.531,-4.097,
,ZINC92125655,,-3.154,-31.615,-3.381,
,ZINC92123756,,-3.152,-47.196,-4.099,
,ZINC92120040,,-3.149,-40.524,-3.917,
,ZINC92106488,,-3.145,-38.833,-4.071,
,ZINC92106488,,-3.145,-38.833,-4.071,
,ZINC77319966,,-3.145,-75.62,-5.597,
,ZINC77319966,,-3.145,-75.62,-5.597,
,ZINC92123126,,-3.143,-45.998,-4.08,
,ZINC92123126,,-3.143,-45.998,-4.08,
,ZINC92104974,,-3.142,-34.009,-4.067,
,ZINC89460515,,-3.142,-34.997,-4.036,
,ZINC92106354,,-3.138,-48.212,-3.956,
,ZINC92121283,,-3.135,-42.551,-3.924,
,ZINC92121283,,-3.135,-42.551,-3.924,
,ZINC92108552,,-3.134,-38.018,-3.283,
,ZINC92108552,,-3.134,-38.018,-3.283,
,ZINC92107828,,-3.133,-33.773,-4.03,
,ZINC92107828,,-3.133,-33.773,-4.03,
,ZINC92106412,,-3.131,-39.655,-4.057,
,ZINC92106412,,-3.131,-39.655,-4.057,
,ZINC92124439,,-3.129,-34.372,-3.245,
,ZINC77270903,,-3.128,-87.882,-5.462,
,ZINC77270903,,-3.128,-87.882,-5.462,
,ZINC92123681,,-3.128,-41.449,-3.264,
,ZINC92121956,,-3.128,-36.328,-3.268,
,ZINC92121956,,-3.128,-36.328,-3.268,
,ZINC92126936,,-3.122,-38.875,-4.016,
,ZINC92106490,,-3.117,-27.842,-3.262,
,ZINC92106490,,-3.117,-27.842,-3.262,
,ZINC92124893,,-3.117,-40.822,-4.012,
,ZINC92124893,,-3.117,-40.822,-4.012,
,ZINC92124893,,-3.117,-40.822,-4.012,
,ZINC92124484,,-3.115,-40.89,-3.264,
,ZINC92124484,,-3.115,-40.89,-3.264,
,ZINC92121848,,-3.114,-38.163,-3.306,
,ZINC92125494,,-3.11,-42.413,-3.89,
,ZINC92125494,,-3.11,-42.413,-3.89,
,ZINC92125494,,-3.11,-42.413,-3.89,
,ZINC67649666,,-3.107,-37.73,-3.255,
,ZINC92121213,,-3.107,-42.538,-4.697,
,ZINC92125273,,-3.107,-38.701,-3.876,
,ZINC92125273,,-3.107,-38.701,-3.876,
,ZINC92125332,,-3.105,-32.119,-3.237,
,ZINC92123679,,-3.104,-33.415,-3.244,
,ZINC92121922,,-3.101,-37.22,-3.248,
,ZINC92120246,,-3.098,-40.407,-3.246,
,ZINC92120246,,-3.098,-40.407,-3.246,
,ZINC67840711,,-3.097,-44.731,-3.877,
,ZINC92123142,,-3.097,-37.772,-3.233,
,ZINC92123142,,-3.097,-37.772,-3.233,
,ZINC92123142,,-3.097,-37.772,-3.233,
,ZINC92123142,,-3.097,-37.772,-3.233,
,ZINC92125522,,-3.091,-40.563,-3.986,
,ZINC92125522,,-3.091,-40.563,-3.986,
,ZINC77319963,,-3.086,-84.506,-5.538,
,ZINC77319963,,-3.086,-84.506,-5.538,
,ZINC77319963,,-3.086,-84.506,-5.538,
,ZINC92122122,,-3.084,-53.96,-5.638,
,ZINC92122122,,-3.084,-53.96,-5.638,
,ZINC92123053,,-3.081,-36.156,-3.973,
,ZINC92123053,,-3.081,-36.156,-3.973,
,ZINC92123784,,-3.079,-35.594,-3.285,
,ZINC92123784,,-3.079,-35.594,-3.285,
,ZINC92107568,,-3.078,-37.013,-3.226,
,ZINC92107568,,-3.078,-37.013,-3.226,
,ZINC92124243,,-3.076,-47.629,-4.141,
,ZINC92124485,,-3.074,-36.129,-3.223,
,ZINC72400628,,-3.071,-64.882,-5.654,
,ZINC92120466,,-3.07,-36.104,-3.218,
,ZINC92120466,,-3.07,-36.104,-3.218,
,ZINC92124472,,-3.067,-35.612,-4.059,
,ZINC92119734,,-3.064,-38.021,-3.211,
,ZINC92119734,,-3.064,-38.021,-3.211,
,ZINC92117480,,-3.047,-35.831,-3.229,
,ZINC92121423,,-3.047,-37.417,-3.198,
,ZINC92121423,,-3.047,-37.417,-3.198,
,ZINC92124356,,-3.046,-49.721,-4.414,
,ZINC92125966,,-3.044,-34.683,-3.187,
,ZINC92125966,,-3.044,-34.683,-3.187,
,ZINC92122611,,-3.043,-34.717,-3.171,
,ZINC92107857,,-3.043,-35.563,-3.972,
,ZINC92122441,,-3.042,-35.829,-3.937,
,ZINC72400629,,-3.039,-69.433,-5.506,
,ZINC72400629,,-3.039,-69.433,-5.506,
,ZINC72400629,,-3.039,-69.433,-5.506,
,ZINC72400629,,-3.039,-69.433,-5.506,
,ZINC72400629,,-3.039,-69.433,-5.506,
,ZINC92126106,,-3.039,-38.26,-3.965,
,ZINC92123803,,-3.039,-40.58,-3.955,
,ZINC92123803,,-3.039,-40.58,-3.955,
,ZINC92126540,,-3.038,-49.869,-3.96,
,ZINC92126130,,-3.037,-35.268,-3.917,
,ZINC92126317,,-3.036,-33.248,-3.977,
,ZINC92126317,,-3.036,-33.248,-3.977,
,ZINC92127021,,-3.034,-36.519,-3.967,
,ZINC92127021,,-3.034,-36.519,-3.967,
,ZINC92127021,,-3.034,-36.519,-3.967,
,ZINC59146664,,-3.032,-43.448,-3.812,
,ZINC92106412,,-3.031,-31.416,-3.176,
,ZINC92106412,,-3.031,-31.416,-3.176,
,ZINC92121182,,-3.031,-35.359,-3.191,
,ZINC92103450,,-3.031,-30.996,-3.649,
,ZINC92123233,,-3.026,-49.305,-4.521,
,ZINC92108068,,-3.026,-40.29,-3.92,
,ZINC92119582,,-3.017,-42.221,-3.912,
,ZINC92124805,,-3.016,-40.305,-3.153,
,ZINC92124805,,-3.016,-40.305,-3.153,
,ZINC92124805,,-3.016,-40.305,-3.153,
,ZINC92124805,,-3.016,-40.305,-3.153,
,ZINC14760999,,-3.015,-42.387,-4.588,
,ZINC92103523,,-3.015,-36.722,-3.151,
,ZINC92126106,,-3.013,-27.77,-3.158,
,ZINC92106415,,-3.008,-37.869,-3.934,
,ZINC92125245,,-3.007,-30.91,-3.66,
,ZINC92125245,,-3.007,-30.91,-3.66,
,ZINC92124363,,-2.995,-35.564,-3.928,
,ZINC92124363,,-2.995,-35.564,-3.928,
,ZINC92122122,,-2.994,-37.38,-3.897,
,ZINC92122122,,-2.994,-37.38,-3.897,
,ZINC92125522,,-2.994,-37.779,-3.142,
,ZINC92125522,,-2.994,-37.779,-3.142,
,ZINC92124245,,-2.993,-41.389,-3.848,
,ZINC92124245,,-2.993,-41.389,-3.848,
,ZINC95422932,,-2.992,-44.223,-3.936,
,ZINC95422932,,-2.992,-44.223,-3.936,
,ZINC92123939,,-2.981,-38.25,-3.228,
,ZINC38139392,,-2.979,-61.024,-4.873,
,ZINC92106415,,-2.978,-26.387,-3.123,
,ZINC67714724,,-2.977,-36.668,-3.767,
,ZINC95422932,,-2.974,-38.452,-3.131,
,ZINC95422932,,-2.974,-38.452,-3.131,
,ZINC92106352,,-2.972,-36.496,-3.867,
,ZINC92106352,,-2.972,-36.496,-3.867,
,ZINC92106352,,-2.972,-36.496,-3.867,
,ZINC92121659,,-2.971,-41.172,-4.03,
,ZINC92123587,,-2.969,-52.193,-5.399,
,ZINC92123587,,-2.969,-52.193,-5.399,
,ZINC92120951,,-2.968,-32.562,-3.924,
,ZINC92126954,,-2.964,-55.715,-5.414,
,ZINC92126954,,-2.964,-55.715,-5.414,
,ZINC92106247,,-2.963,-36.684,-3.102,
,ZINC92106247,,-2.963,-36.684,-3.102,
,ZINC92123239,,-2.963,-36.025,-3.88,
,ZINC92123239,,-2.963,-36.025,-3.88,
,ZINC92123239,,-2.963,-36.025,-3.88,
,ZINC92122098,,-2.96,-43.224,-3.832,
,ZINC92124580,,-2.955,-38.174,-3.872,
,ZINC92124580,,-2.955,-38.174,-3.872,
,ZINC92124580,,-2.955,-38.174,-3.872,
,ZINC92122303,,-2.953,-41.406,-3.804,
,ZINC92122303,,-2.953,-41.406,-3.804,
,ZINC67560929,,-2.945,-36.995,-3.754,
,ZINC92125659,,-2.942,-37.895,-3.064,
,ZINC72400631,,-2.937,-68.116,-5.589,
,ZINC72400631,,-2.937,-68.116,-5.589,
,ZINC72400631,,-2.937,-68.116,-5.589,
,ZINC72400631,,-2.937,-68.116,-5.589,
,ZINC72400628,,-2.931,-69.034,-5.397,
,ZINC92126890,,-2.926,-38.916,-3.074,
,ZINC92126890,,-2.926,-38.916,-3.074,
,ZINC92124617,,-2.922,-31.041,-3.052,
,ZINC92124600,,-2.921,-37.281,-3.06,
,ZINC92107945,,-2.92,-34.802,-3.978,
,ZINC92107945,,-2.92,-34.802,-3.978,
,ZINC92121994,,-2.918,-32.231,-3.104,
,ZINC93356298,,-2.917,-44.538,-4.079,
,ZINC92124358,,-2.913,-39.991,-4.24,
,ZINC67847552,,-2.912,-38.628,-4.222,
,ZINC92124565,,-2.91,-40.64,-3.811,
,ZINC92125245,,-2.91,-34.596,-3.149,
,ZINC92125245,,-2.91,-34.596,-3.149,
,ZINC92123245,,-2.905,-35.545,-3.822,
,ZINC92123245,,-2.905,-35.545,-3.822,
,ZINC92108152,,-2.901,-36.305,-3.773,
,ZINC92123233,,-2.9,-37.534,-3.079,
,ZINC92122870,,-2.9,-35.662,-3.799,
,ZINC92122870,,-2.9,-35.662,-3.799,
,ZINC92119829,,-2.897,-35.446,-3.829,
,ZINC92122303,,-2.894,-36.411,-4.339,
,ZINC92122303,,-2.894,-36.411,-4.339,
,ZINC92125280,,-2.887,-34.771,-3.007,
,ZINC92123599,,-2.881,-36.358,-3.818,
,ZINC92123599,,-2.881,-36.358,-3.818,
,ZINC77286909,,-2.879,-45.053,-4.247,
,ZINC77286909,,-2.879,-45.053,-4.247,
,ZINC92117408,,-2.874,-36.227,-3.768,
,ZINC92126253,,-2.873,-29.268,-3.84,
,ZINC92123239,,-2.867,-36.911,-3.009,
,ZINC92123239,,-2.867,-36.911,-3.009,
,ZINC92123239,,-2.867,-36.911,-3.009,
,ZINC92124288,,-2.865,-37.422,-3.742,
,ZINC92125766,,-2.862,-36.31,-3.808,
,ZINC93356321,,-2.859,-36.876,-2.977,
,ZINC92121005,,-2.851,-44.138,-5.477,
,ZINC63537904,,-2.851,-46.153,-4.107,
,ZINC63537904,,-2.851,-46.153,-4.107,
,ZINC63537904,,-2.851,-46.153,-4.107,
,ZINC77312540,,-2.848,-68.46,-5.301,
,ZINC92106490,,-2.844,-37.086,-3.77,
,ZINC92106490,,-2.844,-37.086,-3.77,
,ZINC92121694,,-2.835,-37.947,-3.721,
,ZINC92121694,,-2.835,-37.947,-3.721,
,ZINC92102571,,-2.835,-28.548,-3.758,
,ZINC72332893,,-2.831,-57.542,-5.143,
,ZINC72332893,,-2.831,-57.542,-5.143,
,ZINC72332893,,-2.831,-57.542,-5.143,
,ZINC92121138,,-2.827,-38.311,-3.617,
,ZINC92123454,,-2.827,-24.216,-3.607,
,ZINC92120077,,-2.826,-37.777,-3.763,
,ZINC92120077,,-2.826,-37.777,-3.763,
,ZINC92120077,,-2.826,-37.777,-3.763,
,ZINC00238478,,-2.825,-39.756,-4.037,
,ZINC00238478,,-2.825,-39.756,-4.037,
,ZINC92121535,,-2.823,-42.728,-3.632,
,ZINC92117575,,-2.822,-32.746,-3.677,
,ZINC92125809,,-2.822,-35.144,-3.716,
,ZINC92123055,,-2.815,-35.08,-3.776,
,ZINC92126200,,-2.815,-37.213,-3.709,
,ZINC92120246,,-2.814,-38.675,-3.709,
,ZINC92120246,,-2.814,-38.675,-3.709,
,ZINC92124202,,-2.813,-34.692,-3.057,
,ZINC92125480,,-2.81,-29.102,-3.722,
,ZINC92124483,,-2.81,-27.402,-3.747,
,ZINC92121350,,-2.809,-31.839,-3.747,
,ZINC92120270,,-2.809,-53.018,-4.805,
,ZINC92120270,,-2.809,-53.018,-4.805,
,ZINC77270903,,-2.808,-80.467,-5.534,
,ZINC77270903,,-2.808,-80.467,-5.534,
,ZINC92125811,,-2.806,-37.551,-3.577,
,ZINC67787859,,-2.804,-44.415,-4.644,
,ZINC92125137,,-2.803,-51.897,-4.701,
,ZINC92125137,,-2.803,-51.897,-4.701,
,ZINC72332894,,-2.8,-57.665,-5.112,
,ZINC72332894,,-2.8,-57.665,-5.112,
,ZINC92124202,,-2.798,-30.404,-3.44,
,ZINC92123803,,-2.795,-36.965,-3.876,
,ZINC92123803,,-2.795,-36.965,-3.876,
,ZINC92121990,,-2.794,-31.793,-2.98,
,ZINC92108135,,-2.793,-25.637,-3.513,
,ZINC92103245,,-2.787,-32.055,-3.715,
,ZINC92121848,,-2.785,-47.755,-5.114,
,ZINC92124428,,-2.777,-35.679,-3.672,
,ZINC92121585,,-2.773,-32.319,-3.698,
,ZINC92123579,,-2.772,-36.351,-2.897,
,ZINC92106247,,-2.77,-31.536,-3.698,
,ZINC92106247,,-2.77,-31.536,-3.698,
,ZINC92103246,,-2.769,-48.384,-5.114,
,ZINC92121956,,-2.768,-30.657,-3.691,
,ZINC92121956,,-2.768,-30.657,-3.691,
,ZINC84064702,,-2.767,-46.256,-4.212,
,ZINC92123276,,-2.762,-39.066,-3.679,
,ZINC92123276,,-2.762,-39.066,-3.679,
,ZINC92122824,,-2.757,-39.628,-3.654,
,ZINC92122824,,-2.757,-39.628,-3.654,
,ZINC92120428,,-2.748,-34.723,-3.626,
,ZINC92120428,,-2.748,-34.723,-3.626,
,ZINC92120270,,-2.745,-42.507,-4.106,
,ZINC92120270,,-2.745,-42.507,-4.106,
,ZINC92119906,,-2.733,-28.144,-3.325,
,ZINC92107584,,-2.732,-34.374,-3.66,
,ZINC92107584,,-2.732,-34.374,-3.66,
,ZINC92120951,,-2.729,-35.478,-3.714,
,ZINC67846777,,-2.727,-47.599,-4.514,
,ZINC92119978,,-2.726,-36.882,-3.707,
,ZINC67677119,,-2.726,-56.988,-4.693,
,ZINC67677119,,-2.726,-56.988,-4.693,
,ZINC92120764,,-2.723,-34.332,-2.861,
,ZINC92123233,,-2.717,-38.443,-3.817,
,ZINC92126991,,-2.717,-40.832,-4.42,
,ZINC92121664,,-2.715,-33.934,-2.839,
,ZINC93356322,,-2.712,-35.78,-2.831,
,ZINC92122758,,-2.709,-40.825,-3.603,
,ZINC92124434,,-2.698,-27.61,-3.722,
,ZINC92123499,,-2.688,-32.104,-3.62,
,ZINC92123499,,-2.688,-32.104,-3.62,
,ZINC92124437,,-2.687,-28.463,-3.711,
,ZINC92107552,,-2.681,-37.286,-3.65,
,ZINC92107552,,-2.681,-37.286,-3.65,
,ZINC92122404,,-2.68,-36.575,-3.459,
,ZINC92122404,,-2.68,-36.575,-3.459,
,ZINC92123261,,-2.679,-40.583,-3.596,
,ZINC92123261,,-2.679,-40.583,-3.596,
,ZINC92123679,,-2.677,-28.145,-3.602,
,ZINC92120469,,-2.672,-25.978,-3.298,
,ZINC92126008,,-2.665,-38.648,-3.436,
,ZINC92126991,,-2.66,-33.426,-3.019,
,ZINC92126890,,-2.659,-36.357,-3.553,
,ZINC92126890,,-2.659,-36.357,-3.553,
,ZINC92124160,,-2.658,-39.868,-3.776,
,ZINC92124160,,-2.658,-39.868,-3.776,
,ZINC92122226,,-2.657,-36.161,-3.779,
,ZINC67847552,,-2.655,-28.391,-3.367,
,ZINC92123835,,-2.654,-31.399,-3.527,
,ZINC92124352,,-2.652,-35.032,-3.438,
,ZINC92124352,,-2.652,-35.032,-3.438,
,ZINC72400628,,-2.652,-63.514,-5.304,
,ZINC92122664,,-2.647,-33.512,-3.568,
,ZINC92122664,,-2.647,-33.512,-3.568,
,ZINC72332894,,-2.645,-53.363,-4.732,
,ZINC72332894,,-2.645,-53.363,-4.732,
,ZINC92126706,,-2.643,-32.606,-3.575,
,ZINC92126706,,-2.643,-32.606,-3.575,
,ZINC92126706,,-2.643,-32.606,-3.575,
,ZINC72400631,,-2.641,-67.364,-5.107,
,ZINC72400631,,-2.641,-67.364,-5.107,
,ZINC72400631,,-2.641,-67.364,-5.107,
,ZINC72400631,,-2.641,-67.364,-5.107,
,ZINC92117889,,-2.641,-34.562,-3.536,
,ZINC92117889,,-2.641,-34.562,-3.536,
,ZINC64219649,,-2.633,-48.161,-3.987,
,ZINC92122931,,-2.631,-38.684,-3.506,
,ZINC92117480,,-2.63,-45.944,-4.609,
,ZINC92125957,,-2.627,-32.808,-3.521,
,ZINC92125957,,-2.627,-32.808,-3.521,
,ZINC92125775,,-2.626,-39.624,-3.552,
,ZINC92125775,,-2.626,-39.624,-3.552,
,ZINC92124839,,-2.622,-34.611,-3.603,
,ZINC92119734,,-2.621,-31.191,-3.516,
,ZINC92119734,,-2.621,-31.191,-3.516,
,ZINC67654501,,-2.618,-41.814,-3.513,
,ZINC92124121,,-2.613,-29.13,-3.613,
,ZINC92124061,,-2.61,-37.747,-3.502,
,ZINC92124061,,-2.61,-37.747,-3.502,
,ZINC67847552,,-2.61,-42.345,-3.876,
,ZINC92123271,,-2.609,-33.953,-3.526,
,ZINC92123271,,-2.609,-33.953,-3.526,
,ZINC92123271,,-2.609,-33.953,-3.526,
,ZINC92123271,,-2.609,-33.953,-3.526,
,ZINC92123271,,-2.609,-33.953,-3.526,
,ZINC77319966,,-2.608,-62.4,-5.051,
,ZINC77319966,,-2.608,-62.4,-5.051,
,ZINC92121668,,-2.608,-31.645,-3.592,
,ZINC92124480,,-2.599,-35.108,-3.493,
,ZINC92123225,,-2.595,-37.568,-3.512,
,ZINC92122984,,-2.595,-32.21,-3.486,
,ZINC92122984,,-2.595,-32.21,-3.486,
,ZINC92126178,,-2.592,-35.846,-3.7,
,ZINC92124224,,-2.586,-29.543,-3.477,
,ZINC92967660,,-2.578,-38.05,-4.339,
,ZINC92123848,,-2.578,-29.671,-3.552,
,ZINC92123338,,-2.573,-31.006,-3.208,
,ZINC92121922,,-2.571,-31.888,-3.468,
,ZINC77312540,,-2.568,-76.096,-5.167,
,ZINC92124141,,-2.566,-27.096,-3.566,
,ZINC92125454,,-2.565,-35.907,-2.686,
,ZINC92107891,,-2.564,-34.741,-3.886,
,ZINC92121848,,-2.557,-29.943,-3.518,
,ZINC67589040,,-2.555,-33.019,-3.851,
,ZINC67589040,,-2.554,-37.951,-3.121,
,ZINC92122931,,-2.554,-39.216,-3.428,
,ZINC92122822,,-2.551,-33.394,-3.476,
,ZINC92103523,,-2.551,-31.054,-3.49,
,ZINC92125969,,-2.545,-28.51,-3.547,
,ZINC67605750,,-2.537,-49.443,-5.092,
,ZINC67605750,,-2.537,-49.443,-5.092,
,ZINC92123939,,-2.533,-30.848,-3.171,
,ZINC92122084,,-2.532,-33.604,-3.434,
,ZINC92125984,,-2.53,-32.814,-3.54,
,ZINC92126655,,-2.519,-31.338,-3.43,
,ZINC92121182,,-2.518,-48.311,-4.853,
,ZINC92125124,,-2.515,-27.731,-3.434,
,ZINC92103246,,-2.511,-34.493,-3.44,
,ZINC92126035,,-2.508,-31.753,-3.814,
,ZINC92122662,,-2.5,-29.388,-3.421,
,ZINC92121836,,-2.499,-29.512,-3.501,
,ZINC93356322,,-2.497,-42.596,-3.66,
,ZINC92103489,,-2.492,-35.454,-3.139,
,ZINC92103452,,-2.486,-28.168,-3.495,
,ZINC92119287,,-2.479,-32.528,-3.476,
,ZINC92126367,,-2.478,-31.763,-3.015,
,ZINC77286907,,-2.476,-51.921,-5.141,
,ZINC92103541,,-2.469,-30.085,-3.414,
,ZINC94798658,,-2.462,-34.136,-3.487,
,ZINC92124485,,-2.461,-28.355,-3.352,
,ZINC92106215,,-2.457,-25.327,-3.164,
,ZINC92124701,,-2.456,-31.62,-3.39,
,ZINC92119681,,-2.456,-37.141,-3.351,
,ZINC92124247,,-2.453,-36.321,-3.59,
,ZINC92126212,,-2.452,-36.56,-3.909,
,ZINC37108244,,-2.451,-39.468,-3.872,
,ZINC92102573,,-2.45,-30.865,-3.373,
,ZINC92122098,,-2.447,-40.826,-3.318,
,ZINC92124601,,-2.444,-34.382,-3.369,
,ZINC92126457,,-2.443,-35.95,-3.419,
,ZINC92126457,,-2.443,-35.95,-3.419,
,ZINC92123085,,-2.438,-28.628,-3.449,
,ZINC92119291,,-2.436,-31.636,-3.331,
,ZINC92121284,,-2.436,-35.063,-3.291,
,ZINC73856368,,-2.433,-39.699,-2.91,
,ZINC92124593,,-2.432,-25.318,-3.347,
,ZINC92124241,,-2.429,-39.917,-3.94,
,ZINC92125290,,-2.427,-31.64,-3.448,
,ZINC92125290,,-2.427,-31.64,-3.448,
,ZINC92123632,,-2.426,-41.785,-3.913,
,ZINC92121659,,-2.423,-38.292,-4.053,
,ZINC93356321,,-2.42,-44.306,-3.582,
,ZINC92122637,,-2.419,-31.191,-3.351,
,ZINC92122637,,-2.419,-31.191,-3.351,
,ZINC92124600,,-2.418,-35.526,-3.344,
,ZINC67560929,,-2.413,-33.446,-3.388,
,ZINC00238448,,-2.41,-22.416,-2.652,
,ZINC92125434,,-2.409,-31.993,-3.386,
,ZINC92125262,,-2.406,-32.862,-3.332,
,ZINC67589040,,-2.405,-33.42,-3.692,
,ZINC92126991,,-2.399,-37.636,-4.103,
,ZINC92123696,,-2.396,-29.694,-3.291,
,ZINC92123696,,-2.396,-29.694,-3.291,
,ZINC92123696,,-2.396,-29.694,-3.291,
,ZINC92125289,,-2.38,-30.624,-3.401,
,ZINC37108244,,-2.378,-42.457,-4.661,
,ZINC92124363,,-2.377,-47.456,-4.923,
,ZINC92124363,,-2.377,-47.456,-4.923,
,ZINC94798658,,-2.376,-36.847,-4.079,
,ZINC92124160,,-2.376,-37.46,-4.104,
,ZINC92124160,,-2.376,-37.46,-4.104,
,ZINC92108100,,-2.369,-33.97,-3.094,
,ZINC92108100,,-2.369,-33.97,-3.094,
,ZINC77270907,,-2.367,-71.57,-5.093,
,ZINC77270907,,-2.367,-71.57,-5.093,
,ZINC77270907,,-2.367,-71.57,-5.093,
,ZINC77270907,,-2.367,-71.57,-5.093,
,ZINC77270907,,-2.367,-71.57,-5.093,
,ZINC77270907,,-2.367,-71.57,-5.093,
,ZINC92108490,,-2.364,-32.964,-3.266,
,ZINC95422932,,-2.364,-51.12,-4.904,
,ZINC95422932,,-2.364,-51.12,-4.904,
,ZINC92126419,,-2.363,-32.416,-3.219,
,ZINC72332894,,-2.36,-52.4,-4.801,
,ZINC72332894,,-2.36,-52.4,-4.801,
,ZINC92120054,,-2.358,-33.778,-3.253,
,ZINC92122446,,-2.357,-25.825,-3.355,
,ZINC92126333,,-2.35,-33.122,-3.031,
,ZINC92126333,,-2.35,-33.122,-3.031,
,ZINC92121659,,-2.347,-41.833,-3.977,
,ZINC92126132,,-2.345,-33.343,-3.225,
,ZINC92126132,,-2.345,-33.343,-3.225,
,ZINC94941571,,-2.343,-32.593,-4.149,
