Stars,Title,docking score,glide emodel,glide gscore
,MvfR_unrelaxed_rank_001_alphafold2_ptm_model_5_seed_000 - prepared,,,
,ZINC94233291,-4.377,-38.719,-4.377
,ZINC87559883,-4.376,-47.779,-4.376
,ZINC87559883,-4.376,-47.779,-4.376
,ZINC16941359,-4.375,-46.597,-4.375
,ZINC16941359,-4.375,-46.597,-4.375
,ZINC16941359,-4.375,-46.597,-4.375
,ZINC50010226,-4.373,-46.949,-4.373
,ZINC91367907,-4.366,-47.64,-4.366
,ZINC91408572,-4.363,-42.654,-4.363
,ZINC91408572,-4.363,-42.654,-4.363
,ZINC91375882,-4.363,-40.467,-4.363
,ZINC91232634,-4.356,-44.687,-4.356
,ZINC91232634,-4.356,-44.687,-4.356
,ZINC91281668,-4.353,-42.532,-4.353
,ZINC02429109,-4.352,-48.764,-4.352
,ZINC72428161,-4.35,-46.606,-4.35
,ZINC65516351,-4.348,-45.348,-4.348
,ZINC75117052,-4.347,-45.755,-4.347
,ZINC91244605,-4.346,-44.144,-4.346
,ZINC00067135,-4.345,-47.537,-4.345
,ZINC80971322,-4.344,-41.204,-4.344
,ZINC00478615,-4.344,-52.18,-4.344
,ZINC00478615,-4.344,-52.18,-4.344
,ZINC91371899,-4.342,-47.167,-4.342
,ZINC93351051,-4.339,-45.719,-4.339
,ZINC92156893,-4.339,-37.731,-4.339
,ZINC92156893,-4.339,-37.731,-4.339
,ZINC02410613,-4.339,-48.857,-4.339
,ZINC91241355,-4.334,-45.552,-4.334
,ZINC89400137,-4.333,-42.124,-4.333
,ZINC89400137,-4.333,-42.124,-4.333
,ZINC91441316,-4.331,-44.387,-4.331
,ZINC91441316,-4.331,-44.387,-4.331
,ZINC91400734,-4.33,-40.491,-4.33
,ZINC79483572,-4.329,-37.988,-4.329
,ZINC94333883,-4.329,-39.178,-4.329
,ZINC35186936,-4.328,-36.069,-4.328
,ZINC93352564,-4.327,-43.126,-4.327
,ZINC93352564,-4.327,-43.126,-4.327
,ZINC03954031,-4.322,-46.472,-4.322
,ZINC03954031,-4.322,-46.472,-4.322
,ZINC91371900,-4.321,-47.257,-4.321
,ZINC91280143,-4.321,-45.032,-4.321
,ZINC92151509,-4.314,-38.733,-4.314
,ZINC93350956,-4.312,-42.58,-4.312
,ZINC39735400,-4.311,-39.772,-4.311
,ZINC39735400,-4.311,-39.772,-4.311
,ZINC39735400,-4.311,-39.772,-4.311
,ZINC38743887,-4.311,-40.451,-4.311
,ZINC38743887,-4.311,-40.451,-4.311
,ZINC38743887,-4.311,-40.451,-4.311
,ZINC38743887,-4.311,-40.451,-4.311
,ZINC75129725,-4.308,-40.004,-4.308
,ZINC91255211,-4.303,-44.851,-4.303
,ZINC91339655,-4.301,-34.82,-4.301
,ZINC92153227,-4.3,-44.505,-4.3
,ZINC78345651,-4.3,-40.801,-4.3
,ZINC78345651,-4.3,-40.801,-4.3
,ZINC91198660,-4.3,-39.323,-4.3
,ZINC17164705,-4.297,-42.76,-4.297
,ZINC17164705,-4.297,-42.76,-4.297
,ZINC17164705,-4.297,-42.76,-4.297
,ZINC17164705,-4.297,-42.76,-4.297
,ZINC91343363,-4.297,-42.087,-4.297
,ZINC91343363,-4.297,-42.087,-4.297
,ZINC22261765,-4.293,-51.341,-4.293
,ZINC91239125,-4.293,-45.367,-4.293
,ZINC91239125,-4.293,-45.367,-4.293
,ZINC91170896,-4.292,-49.39,-4.292
,ZINC91170896,-4.292,-49.39,-4.292
,ZINC91170896,-4.292,-49.39,-4.292
,ZINC91170896,-4.292,-49.39,-4.292
,ZINC63281836,-4.292,-51.147,-4.292
,ZINC10623531,-4.292,-46.79,-4.292
,ZINC10623531,-4.292,-46.79,-4.292
,ZINC10623531,-4.292,-46.79,-4.292
,ZINC10623531,-4.292,-46.79,-4.292
,ZINC10623531,-4.292,-46.79,-4.292
,ZINC00478616,-4.291,-43.727,-4.291
,ZINC57156274,-4.29,-42.738,-4.29
,ZINC57156274,-4.29,-42.738,-4.29
,ZINC57156274,-4.29,-42.738,-4.29
,ZINC57156274,-4.29,-42.738,-4.29
,ZINC17164703,-4.29,-40.899,-4.29
,ZINC17164703,-4.29,-40.899,-4.29
,ZINC17164703,-4.29,-40.899,-4.29
,ZINC91347613,-4.285,-38.449,-4.285
,ZINC91347613,-4.285,-38.449,-4.285
,ZINC67847047,-4.285,-41.744,-4.285
,ZINC89322653,-4.284,-48.349,-4.284
,ZINC89322653,-4.284,-48.349,-4.284
,ZINC91349421,-4.284,-41.579,-4.284
,ZINC91245018,-4.279,-41.958,-4.279
,ZINC89259367,-4.276,-41.771,-4.276
,ZINC04510621,-4.275,-44.066,-4.275
,ZINC04510621,-4.275,-44.066,-4.275
,ZINC93352403,-4.275,-43.752,-4.275
,ZINC93352403,-4.275,-43.752,-4.275
,ZINC91347614,-4.273,-39.331,-4.273
,ZINC91347614,-4.273,-39.331,-4.273
,ZINC38735554,-4.269,-41.565,-4.269
,ZINC95417766,-4.269,-46.416,-4.269
,ZINC93350955,-4.267,-38.683,-4.267
,ZINC25694460,-4.26,-54.052,-4.26
,ZINC09421371,-4.259,-41.256,-4.259
,ZINC91237682,-4.248,-44.082,-4.248
,ZINC91237682,-4.248,-44.082,-4.248
,ZINC91237682,-4.248,-44.082,-4.248
,ZINC91225437,-4.247,-45.024,-4.247
,ZINC91225437,-4.247,-45.024,-4.247
,ZINC89328290,-4.246,-50.895,-4.246
,ZINC89328290,-4.246,-50.895,-4.246
,ZINC91187862,-4.245,-47.17,-4.245
,ZINC91377629,-4.243,-41.758,-4.243
,ZINC91377629,-4.243,-41.758,-4.243
,ZINC91404197,-4.24,-37.848,-4.24
,ZINC91232649,-4.235,-43.965,-4.235
,ZINC91232649,-4.235,-43.965,-4.235
,ZINC16942442,-4.23,-43.047,-4.23
,ZINC81093846,-4.224,-48.019,-4.224
,ZINC80971315,-4.224,-40.471,-4.224
,ZINC93352668,-4.222,-46.813,-4.222
,ZINC91402438,-4.218,-41.464,-4.218
,ZINC91402438,-4.218,-41.464,-4.218
,ZINC92153453,-4.214,-42.013,-4.214
,ZINC91347823,-4.214,-37.695,-4.214
,ZINC91347823,-4.214,-37.695,-4.214
,ZINC93353180,-4.213,-44.121,-4.213
,ZINC39760624,-4.211,-48.519,-4.211
,ZINC13555003,-4.211,-43.034,-4.211
,ZINC78339532,-4.207,-36.141,-4.207
,ZINC91216012,-4.206,-46.464,-4.206
,ZINC91216012,-4.206,-46.464,-4.206
,ZINC91216012,-4.206,-46.464,-4.206
,ZINC93352756,-4.203,-39.901,-4.203
,ZINC91343391,-4.203,-47.3,-4.203
,ZINC19553243,-4.201,-53.331,-4.201
,ZINC87559884,-4.201,-38.824,-4.201
,ZINC87559884,-4.201,-38.824,-4.201
,ZINC87559884,-4.201,-38.824,-4.201
,ZINC91234416,-4.198,-42.593,-4.198
,ZINC91234416,-4.198,-42.593,-4.198
,ZINC06590633,-4.198,-49.778,-4.198
,ZINC91225301,-4.197,-44.924,-4.197
,ZINC91225301,-4.197,-44.924,-4.197
,ZINC77228907,-4.196,-38.077,-4.196
,ZINC93352926,-4.192,-37.323,-4.192
,ZINC91375842,-4.186,-42.958,-4.186
,ZINC09235830,-4.185,-54.205,-4.185
,ZINC67967050,-4.183,-40.385,-4.183
,ZINC91402435,-4.181,-42.836,-4.181
,ZINC89258042,-4.18,-44.062,-4.18
,ZINC78673087,-4.179,-39.784,-4.179
,ZINC77647382,-4.175,-43.798,-4.175
,ZINC93350797,-4.172,-34.032,-4.172
,ZINC91225500,-4.172,-46.424,-4.172
,ZINC94957540,-4.171,-38.078,-4.171
,ZINC93352526,-4.163,-36.631,-4.163
,ZINC75122706,-4.159,-45.921,-4.159
,ZINC39736355,-4.158,-40.639,-4.158
,ZINC39736355,-4.158,-40.639,-4.158
,ZINC39736355,-4.158,-40.639,-4.158
,ZINC91232655,-4.155,-39.829,-4.155
,ZINC91236535,-4.154,-45.566,-4.154
,ZINC91236535,-4.154,-45.566,-4.154
,ZINC91236535,-4.154,-45.566,-4.154
,ZINC78339532,-4.153,-34.13,-4.153
,ZINC91241354,-4.153,-45.567,-4.153
,ZINC09159438,-4.151,-46.343,-4.151
,ZINC09159438,-4.151,-46.343,-4.151
,ZINC09159438,-4.151,-46.343,-4.151
,ZINC09159438,-4.151,-46.343,-4.151
,ZINC75210877,-4.147,-37.669,-4.147
,ZINC91224443,-4.143,-45.771,-4.143
,ZINC39591034,-4.14,-41.867,-4.14
,ZINC39591034,-4.14,-41.867,-4.14
,ZINC93350877,-4.134,-46.819,-4.134
,ZINC91225434,-4.134,-46.445,-4.134
,ZINC91225434,-4.134,-46.445,-4.134
,ZINC91409115,-4.133,-42.871,-4.133
,ZINC39735403,-4.132,-38.732,-4.132
,ZINC39735403,-4.132,-38.732,-4.132
,ZINC39735403,-4.132,-38.732,-4.132
,ZINC91170898,-4.131,-46.324,-4.131
,ZINC91170898,-4.131,-46.324,-4.131
,ZINC93350908,-4.116,-44.13,-4.116
,ZINC90850239,-4.11,-44.548,-4.11
,ZINC32124019,-4.107,-35.171,-4.107
,ZINC32124019,-4.107,-35.171,-4.107
,ZINC16941359,-4.107,-45.095,-4.107
,ZINC16941359,-4.107,-45.095,-4.107
,ZINC16941359,-4.107,-45.095,-4.107
,ZINC91232648,-4.106,-44.643,-4.106
,ZINC91232648,-4.106,-44.643,-4.106
,ZINC91232648,-4.106,-44.643,-4.106
,ZINC91232648,-4.106,-44.643,-4.106
,ZINC91375910,-4.105,-44.723,-4.105
,ZINC91346254,-4.105,-38.364,-4.105
,ZINC91346254,-4.105,-38.364,-4.105
,ZINC91371966,-4.103,-45.96,-4.103
,ZINC91281811,-4.101,-40.004,-4.101
,ZINC52802512,-4.101,-44.007,-4.101
,ZINC91225501,-4.099,-45.05,-4.099
,ZINC91225501,-4.099,-45.05,-4.099
,ZINC91225501,-4.099,-45.05,-4.099
,ZINC78304421,-4.095,-33.158,-4.095
,ZINC75129728,-4.094,-42.211,-4.094
,ZINC75129728,-4.094,-42.211,-4.094
,ZINC87559884,-4.093,-39.567,-4.093
,ZINC87559884,-4.093,-39.567,-4.093
,ZINC87559884,-4.093,-39.567,-4.093
,ZINC89328299,-4.092,-48.647,-4.092
,ZINC93352670,-4.086,-42.617,-4.086
,ZINC93352981,-4.086,-35.212,-4.086
,ZINC72419924,-4.086,-49.742,-4.086
,ZINC03984126,-4.085,-49.361,-4.085
,ZINC73925084,-4.081,-44.994,-4.081
,ZINC77407988,-4.08,-42.536,-4.08
,ZINC39591183,-4.079,-44.738,-4.079
,ZINC39591183,-4.079,-44.738,-4.079
,ZINC85431283,-4.075,-43.207,-4.075
,ZINC85431283,-4.075,-43.207,-4.075
,ZINC92153324,-4.064,-40.719,-4.064
,ZINC39736356,-4.061,-42.156,-4.061
,ZINC39736356,-4.061,-42.156,-4.061
,ZINC39736356,-4.061,-42.156,-4.061
,ZINC39736356,-4.061,-42.156,-4.061
,ZINC89343978,-4.06,-43.741,-4.06
,ZINC39735394,-4.057,-35.786,-4.057
,ZINC05477934,-4.052,-42.877,-4.052
,ZINC67847422,-4.052,-45.468,-4.052
,ZINC92156894,-4.046,-39.1,-4.046
,ZINC50664145,-4.044,-42.518,-4.044
,ZINC93353027,-4.039,-41.9,-4.039
,ZINC93351131,-4.037,-38.147,-4.037
,ZINC93351919,-4.035,-40.891,-4.035
,ZINC95434317,-4.034,-47.757,-4.034
,ZINC95434317,-4.034,-47.757,-4.034
,ZINC91342718,-4.034,-40.558,-4.034
,ZINC87360557,-4.032,-38.148,-4.032
,ZINC02417610,-4.03,-44.479,-4.03
,ZINC02417610,-4.03,-44.479,-4.03
,ZINC66282224,-4.03,-42.672,-4.03
,ZINC66282224,-4.03,-42.672,-4.03
,ZINC77386697,-4.022,-54.366,-4.022
,ZINC91216011,-4.018,-46.565,-4.018
,ZINC91216011,-4.018,-46.565,-4.018
,ZINC94232032,-4.011,-37.29,-4.011
,ZINC91030728,-4.001,-40.945,-4.001
,ZINC93352669,-4,-42.521,-4
,ZINC91225436,-3.993,-41.641,-3.993
,ZINC91225436,-3.993,-41.641,-3.993
,ZINC39591186,-3.99,-43.523,-3.99
,ZINC39591186,-3.99,-43.523,-3.99
,ZINC39591186,-3.99,-43.523,-3.99
,ZINC02259592,-3.986,-44.41,-3.986
,ZINC91399006,-3.984,-39.665,-3.984
,ZINC91399006,-3.984,-39.665,-3.984
,ZINC91232635,-3.984,-45.644,-3.984
,ZINC93351748,-3.98,-40.348,-3.98
,ZINC93351748,-3.98,-40.348,-3.98
,ZINC77647384,-3.979,-41.543,-3.979
,ZINC04439794,-3.978,-39.378,-3.978
,ZINC78673084,-3.976,-37.746,-3.976
,ZINC91321899,-3.971,-49.051,-3.971
,ZINC91321899,-3.971,-49.051,-3.971
,ZINC60580186,-3.969,-42.015,-3.969
,ZINC92153456,-3.968,-37.648,-3.968
,ZINC92153456,-3.968,-37.648,-3.968
,ZINC92153456,-3.968,-37.648,-3.968
,ZINC00548048,-3.968,-42.573,-3.968
,ZINC00548048,-3.968,-42.573,-3.968
,ZINC00548048,-3.968,-42.573,-3.968
,ZINC20877793,-3.962,-48.622,-3.962
,ZINC93351635,-3.96,-39.24,-3.96
,ZINC91407528,-3.957,-38.829,-3.957
,ZINC04492895,-3.951,-38.583,-3.951
,ZINC39736357,-3.951,-39.203,-3.951
,ZINC39736357,-3.951,-39.203,-3.951
,ZINC39736357,-3.951,-39.203,-3.951
,ZINC39736357,-3.951,-39.203,-3.951
,ZINC93353194,-3.951,-43.215,-3.951
,ZINC91250507,-3.951,-44.776,-3.951
,ZINC09346528,-3.949,-45.778,-3.949
,ZINC09346528,-3.949,-45.778,-3.949
,ZINC05477933,-3.945,-41.912,-3.945
,ZINC14266617,-3.945,-51.357,-3.945
,ZINC67847422,-3.94,-42.561,-3.94
,ZINC78304417,-3.939,-35.63,-3.939
,ZINC89310796,-3.937,-44.046,-3.937
,ZINC89310796,-3.937,-44.046,-3.937
,ZINC91986187,-3.935,-41.1,-3.935
,ZINC17164703,-3.934,-37.161,-3.934
,ZINC17164703,-3.934,-37.161,-3.934
,ZINC17164703,-3.934,-37.161,-3.934
,ZINC00546898,-3.927,-41.104,-3.927
,ZINC00546898,-3.927,-41.104,-3.927
,ZINC00546898,-3.927,-41.104,-3.927
,ZINC67563066,-3.926,-39.922,-3.926
,ZINC67563066,-3.926,-39.922,-3.926
,ZINC89882161,-3.924,-39.861,-3.924
,ZINC89882161,-3.924,-39.861,-3.924
,ZINC09477093,-3.923,-39.986,-3.923
,ZINC05331265,-3.921,-37.659,-3.921
,ZINC72158870,-3.919,-38.369,-3.919
,ZINC92078504,-3.918,-39.159,-3.918
,ZINC40445245,-3.914,-37.465,-3.914
,ZINC93352955,-3.909,-35.782,-3.909
,ZINC93352269,-3.903,-44.55,-3.903
,ZINC87360558,-3.903,-37.864,-3.903
,ZINC91346968,-3.902,-38.732,-3.902
,ZINC91186980,-3.898,-33.849,-3.898
,ZINC89764443,-3.893,-37.131,-3.893
,ZINC89965492,-3.887,-49.683,-3.887
,ZINC91244430,-3.885,-45.407,-3.885
,ZINC91244430,-3.885,-45.407,-3.885
,ZINC48316308,-3.884,-42.289,-3.884
,ZINC93353176,-3.881,-39.545,-3.881
,ZINC91341226,-3.869,-35.088,-3.869
,ZINC93352562,-3.866,-40.846,-3.866
,ZINC93352562,-3.866,-40.846,-3.866
,ZINC92151510,-3.866,-38.39,-3.866
,ZINC92151510,-3.866,-38.39,-3.866
,ZINC93352028,-3.856,-41.934,-3.856
,ZINC93351402,-3.856,-31.811,-3.856
,ZINC93351402,-3.856,-31.811,-3.856
,ZINC91337587,-3.855,-38.301,-3.855
,ZINC91337587,-3.855,-38.301,-3.855
,ZINC94333883,-3.855,-38.166,-3.855
,ZINC91749605,-3.855,-35.452,-3.855
,ZINC72158950,-3.851,-39.925,-3.851
,ZINC03635311,-3.848,-48.045,-3.848
,ZINC82968352,-3.847,-40.258,-3.847
,ZINC37842147,-3.844,-36.618,-3.844
,ZINC37842147,-3.844,-36.618,-3.844
,ZINC72397717,-3.843,-42.192,-3.843
,ZINC72397717,-3.843,-42.192,-3.843
,ZINC94948233,-3.84,-44.108,-3.84
,ZINC91234417,-3.837,-38.791,-3.837
,ZINC91234417,-3.837,-38.791,-3.837
,ZINC91407316,-3.836,-36.749,-3.836
,ZINC92522260,-3.834,-43.032,-3.834
,ZINC72622098,-3.82,-42.233,-3.82
,ZINC72622098,-3.82,-42.233,-3.82
,ZINC78490974,-3.82,-40.637,-3.82
,ZINC78490974,-3.82,-40.637,-3.82
,ZINC93351300,-3.818,-37.067,-3.818
,ZINC01876213,-3.814,-44.052,-3.814
,ZINC58281860,-3.814,-49.192,-3.814
,ZINC67434444,-3.811,-40.776,-3.811
,ZINC67434444,-3.811,-40.776,-3.811
,ZINC91347060,-3.8,-36.112,-3.8
,ZINC91347060,-3.8,-36.112,-3.8
,ZINC91347060,-3.8,-36.112,-3.8
,ZINC75118081,-3.796,-33.655,-3.796
,ZINC92748214,-3.794,-38.318,-3.794
,ZINC91346616,-3.793,-36.381,-3.793
,ZINC91346616,-3.793,-36.381,-3.793
,ZINC78673087,-3.793,-34.855,-3.793
,ZINC93353025,-3.787,-37.314,-3.787
,ZINC93353025,-3.787,-37.314,-3.787
,ZINC93353025,-3.787,-37.314,-3.787
,ZINC66321742,-3.783,-43.163,-3.783
,ZINC02106090,-3.78,-35.567,-3.78
,ZINC93353293,-3.775,-38.177,-3.775
,ZINC39591037,-3.772,-40.032,-3.772
,ZINC39591037,-3.772,-40.032,-3.772
,ZINC39591037,-3.772,-40.032,-3.772
,ZINC75209732,-3.769,-34.577,-3.769
,ZINC77228910,-3.766,-34.514,-3.766
,ZINC91232650,-3.755,-42.827,-3.755
,ZINC91232650,-3.755,-42.827,-3.755
,ZINC95407006,-3.754,-38.267,-3.754
,ZINC95407006,-3.754,-38.267,-3.754
,ZINC80700166,-3.752,-30.86,-3.752
,ZINC80700166,-3.752,-30.86,-3.752
,ZINC22261765,-3.747,-44.036,-3.747
,ZINC93351390,-3.741,-40.962,-3.741
,ZINC92153325,-3.738,-38.462,-3.738
,ZINC92153325,-3.738,-38.462,-3.738
,ZINC05613346,-3.737,-40.923,-3.737
,ZINC67674408,-3.734,-44.18,-3.734
,ZINC67674408,-3.734,-44.18,-3.734
,ZINC09159439,-3.733,-43.449,-3.733
,ZINC09159439,-3.733,-43.449,-3.733
,ZINC02421524,-3.719,-47.163,-3.719
,ZINC02421524,-3.719,-47.163,-3.719
,ZINC04492895,-3.716,-32.985,-3.716
,ZINC67675580,-3.712,-44.399,-3.712
,ZINC67675580,-3.712,-44.399,-3.712
,ZINC67675580,-3.712,-44.399,-3.712
,ZINC74825986,-3.709,-38.859,-3.709
,ZINC67871372,-3.706,-43.645,-3.706
,ZINC67871372,-3.706,-43.645,-3.706
,ZINC67871372,-3.706,-43.645,-3.706
,ZINC78688619,-3.705,-30.535,-3.705
,ZINC92522260,-3.705,-36.362,-3.705
,ZINC80971315,-3.687,-34.541,-3.687
,ZINC93352417,-3.684,-41.672,-3.684
,ZINC02240041,-3.67,-45.033,-3.67
,ZINC93352463,-3.67,-41.141,-3.67
,ZINC67674408,-3.662,-44.405,-3.662
,ZINC34781275,-3.653,-36.275,-3.653
,ZINC34781275,-3.653,-36.275,-3.653
,ZINC91706433,-3.645,-39.198,-3.645
,ZINC77228907,-3.645,-32.76,-3.645
,ZINC78345645,-3.641,-39.767,-3.641
,ZINC93351389,-3.637,-37.131,-3.637
,ZINC93351389,-3.637,-37.131,-3.637
,ZINC02417609,-3.633,-42.014,-3.633
,ZINC02417609,-3.633,-42.014,-3.633
,ZINC02417609,-3.633,-42.014,-3.633
,ZINC19404765,-3.63,-38.196,-3.63
,ZINC91336718,-3.625,-38.429,-3.625
,ZINC91336718,-3.625,-38.429,-3.625
,ZINC78523588,-3.622,-33.34,-3.622
,ZINC94233291,-3.615,-32.939,-3.615
,ZINC78304419,-3.612,-36.478,-3.612
,ZINC91563388,-3.61,-38.161,-3.61
,ZINC92746759,-3.606,-39.257,-3.606
,ZINC93352012,-3.606,-39.04,-3.606
,ZINC92438549,-3.604,-39.944,-3.604
,ZINC92438549,-3.604,-39.944,-3.604
,ZINC93352936,-3.602,-36.886,-3.602
,ZINC91237011,-3.601,-43.538,-3.601
,ZINC91237011,-3.601,-43.538,-3.601
,ZINC91237011,-3.601,-43.538,-3.601
,ZINC91237011,-3.601,-43.538,-3.601
,ZINC82135860,-3.598,-38.784,-3.598
,ZINC80971322,-3.594,-35.081,-3.594
,ZINC89372280,-3.578,-42.837,-3.578
,ZINC93353033,-3.567,-36.958,-3.567
,ZINC63970220,-3.56,-38.743,-3.56
,ZINC67714731,-3.553,-39.167,-3.553
,ZINC67714731,-3.553,-39.167,-3.553
,ZINC58281860,-3.544,-44.401,-3.544
,ZINC58281860,-3.544,-44.401,-3.544
,ZINC91376696,-3.543,-35.069,-3.543
,ZINC93352982,-3.54,-37.33,-3.54
,ZINC11566514,-3.533,-32.678,-3.533
,ZINC72428161,-3.524,-41.415,-3.524
,ZINC73937516,-3.524,-42.305,-3.524
,ZINC93352839,-3.524,-37.664,-3.524
,ZINC93350925,-3.522,-42.648,-3.522
,ZINC93350925,-3.522,-42.648,-3.522
,ZINC91244604,-3.516,-35.941,-3.516
,ZINC93351378,-3.498,-39.817,-3.498
,ZINC93351378,-3.498,-39.817,-3.498
,ZINC02369434,-3.497,-48.144,-3.497
,ZINC81252368,-3.495,-37.457,-3.495
,ZINC91281728,-3.493,-38.463,-3.493
,ZINC91281728,-3.493,-38.463,-3.493
,ZINC72162465,-3.474,-45.719,-3.474
,ZINC72162465,-3.474,-45.719,-3.474
,ZINC72162465,-3.474,-45.719,-3.474
,ZINC02433709,-3.474,-41.18,-3.474
,ZINC63970233,-3.469,-41.845,-3.469
,ZINC39735402,-3.461,-35.494,-3.461
,ZINC39735402,-3.461,-35.494,-3.461
,ZINC39735402,-3.461,-35.494,-3.461
,ZINC91749606,-3.46,-32.576,-3.46
,ZINC17164709,-3.453,-35.788,-3.453
,ZINC92151511,-3.447,-37.88,-3.447
,ZINC65394682,-3.435,-39.485,-3.435
,ZINC91237963,-3.432,-42.136,-3.432
,ZINC95378684,-3.428,-38.643,-3.428
,ZINC93353024,-3.425,-35.39,-3.425
,ZINC89310797,-3.423,-45.12,-3.423
,ZINC89310797,-3.423,-45.12,-3.423
,ZINC89371302,-3.407,-37.203,-3.407
,ZINC91304669,-3.404,-35.499,-3.404
,ZINC91225435,-3.387,-42.347,-3.387
,ZINC91225435,-3.387,-42.347,-3.387
,ZINC93351135,-3.384,-43.054,-3.384
,ZINC11635273,-3.382,-38.577,-3.382
,ZINC93352610,-3.376,-35.722,-3.376
,ZINC75229487,-3.372,-43.331,-3.372
,ZINC93352248,-3.368,-34.771,-3.368
,ZINC89598369,-3.364,-40.897,-3.364
,ZINC93352933,-3.351,-37.719,-3.351
,ZINC91373073,-3.337,-35.577,-3.337
,ZINC91373073,-3.337,-35.577,-3.337
,ZINC93351302,-3.33,-36.064,-3.33
,ZINC02302148,-3.33,-41.603,-3.33
,ZINC93351993,-3.322,-35.429,-3.322
,ZINC93351993,-3.322,-35.429,-3.322
,ZINC91349672,-3.289,-44.892,-3.289
,ZINC89869473,-3.278,-42.609,-3.278
,ZINC89869473,-3.278,-42.609,-3.278
,ZINC77407988,-3.26,-37.175,-3.26
,ZINC91349673,-3.231,-43.867,-3.231
,ZINC66321731,-3.23,-40.202,-3.23
,ZINC65409817,-3.229,-37.02,-3.229
,ZINC78673084,-3.218,-36.109,-3.218
,ZINC91232656,-3.186,-39.896,-3.186
,ZINC09407970,-3.15,-45.599,-3.15
,ZINC09407970,-3.15,-45.599,-3.15
,ZINC12900845,-3.137,-37.171,-3.137
,ZINC91342846,-3.12,-35.21,-3.12
,ZINC91342846,-3.12,-35.21,-3.12
,ZINC93352647,-3.081,-37.87,-3.081
,ZINC93352095,-3.077,-36.12,-3.077
,ZINC11566513,-3.037,-35.268,-3.037
,ZINC39789805,-3.001,-36.544,-3.001
,ZINC12124436,-2.992,-36.067,-2.992
,ZINC12296727,-2.99,-37.882,-2.99
,ZINC38743884,-2.974,-38.046,-2.974
,ZINC38743884,-2.974,-38.046,-2.974
,ZINC38743884,-2.974,-38.046,-2.974
,ZINC38743884,-2.974,-38.046,-2.974
,ZINC77238079,-2.946,-37.21,-2.946
,ZINC95375308,-2.905,-34.573,-2.905
,ZINC81969003,-2.873,-28.998,-2.873
,ZINC91341397,-2.696,-33.115,-2.696
,ZINC92962794,-2.622,-40.392,-2.622
,ZINC93352563,-2.35,-36.219,-2.35
,ZINC92492239,-2.293,-34.057,-2.293
,ZINC92492239,-2.293,-34.057,-2.293
,ZINC77238079,-2.159,-35.07,-2.159
,ZINC65623238,-2.114,-30.991,-2.114
,ZINC12296727,-1.85,-37.884,-1.85
,ZINC67890452,-1.838,-36.166,-1.838
,ZINC67890452,-1.838,-36.166,-1.838
,ZINC67890452,-1.838,-36.166,-1.838
,ZINC67890452,-1.838,-36.166,-1.838
,ZINC11277044,-1.615,-30.794,-1.615
