Stars,Title,docking score,glide emodel,glide gscore,Formula
,ZINC35397600,-3.068,-40.573,-3.069,
,ZINC35397600,-3.068,-40.573,-3.069,
,ZINC33253435,-3.067,-46.455,-3.466,
,ZINC33253435,-3.067,-46.455,-3.466,
,ZINC35397509,-3.065,-33.316,-3.065,
,ZINC35397509,-3.065,-33.316,-3.065,
,ZINC18707254,-3.064,-35.844,-3.176,
,ZINC58645428,-3.063,-35.722,-3.251,
,ZINC65844537,-3.063,-36.654,-3.08,
,ZINC65844537,-3.063,-36.654,-3.08,
,ZINC65844537,-3.063,-36.654,-3.08,
,ZINC65844537,-3.063,-36.654,-3.08,
,ZINC64873516,-3.06,-33.109,-3.061,
,ZINC35397668,-3.057,-37.254,-3.057,
,ZINC35397668,-3.057,-37.254,-3.057,
,ZINC35397731,-3.057,-37.964,-3.057,
,ZINC35397731,-3.057,-37.964,-3.057,
,ZINC33253435,-3.055,-46.349,-3.454,
,ZINC33253435,-3.055,-46.349,-3.454,
,ZINC36293986,-3.054,-34.339,-3.068,
,ZINC48231534,-3.053,-35.822,-3.227,
,ZINC11616472,-3.053,-48.607,-3.053,
,ZINC11616472,-3.053,-48.607,-3.053,
,ZINC16923514,-3.052,-40.246,-3.053,
,ZINC32962197,-3.051,-45.888,-3.845,
,ZINC32962197,-3.051,-45.888,-3.845,
,ZINC35397611,-3.05,-30.707,-3.05,
,ZINC35397611,-3.05,-30.707,-3.05,
,ZINC35397351,-3.047,-35.154,-3.048,
,ZINC35397351,-3.047,-35.154,-3.048,
,ZINC06510596,-3.046,-35.93,-3.433,
,ZINC08740134,-3.043,-44.618,-3.043,
,ZINC08740134,-3.043,-44.618,-3.043,
,ZINC65844515,-3.042,-34.931,-3.042,
,ZINC65844515,-3.042,-34.931,-3.042,
,ZINC65844515,-3.042,-34.931,-3.042,
,ZINC65844515,-3.042,-34.931,-3.042,
,ZINC65844515,-3.042,-34.931,-3.042,
,ZINC65844515,-3.042,-34.931,-3.042,
,ZINC35397660,-3.041,-34.003,-3.041,
,ZINC35397660,-3.041,-34.003,-3.041,
,ZINC01162054,-3.041,-40.605,-3.194,
,ZINC11616461,-3.038,-41.732,-3.038,
,ZINC11616461,-3.038,-41.732,-3.038,
,ZINC11616461,-3.038,-41.732,-3.038,
,ZINC11616461,-3.038,-41.732,-3.038,
,ZINC03356822,-3.037,-30.351,-3.052,
,ZINC64498553,-3.037,-38.006,-3.037,
,ZINC64498553,-3.037,-38.006,-3.037,
,ZINC35397612,-3.035,-34.952,-3.035,
,ZINC35397612,-3.035,-34.952,-3.035,
,ZINC35397612,-3.035,-34.952,-3.035,
,ZINC35397612,-3.035,-34.952,-3.035,
,ZINC20209136,-3.034,-40.64,-3.052,
,ZINC20209136,-3.034,-40.64,-3.052,
,ZINC21601025,-3.034,-45.029,-3.466,
,ZINC32962191,-3.034,-38.668,-3.627,
,ZINC32962191,-3.034,-38.668,-3.627,
,ZINC05516093,-3.034,-29.078,-3.047,
,ZINC02934290,-3.032,-33.184,-3.055,
,ZINC02934290,-3.032,-33.184,-3.055,
,ZINC16924300,-3.03,-42.779,-3.239,
,ZINC35397657,-3.028,-38.637,-3.028,
,ZINC35397657,-3.028,-38.637,-3.028,
,ZINC32601594,-3.025,-39.087,-3.025,
,ZINC32601594,-3.025,-39.087,-3.025,
,ZINC03871978,-3.024,-42.027,-3.024,
,ZINC03871978,-3.024,-42.027,-3.024,
,ZINC03871978,-3.024,-42.027,-3.024,
,ZINC03871978,-3.024,-42.027,-3.024,
,ZINC35397342,-3.023,-34.729,-3.079,
,ZINC35397342,-3.023,-34.729,-3.079,
,ZINC16029727,-3.023,-40.679,-3.023,
,ZINC16029727,-3.023,-40.679,-3.023,
,ZINC16029727,-3.023,-40.679,-3.023,
,ZINC16029727,-3.023,-40.679,-3.023,
,ZINC02869959,-3.023,-37.677,-3.023,
,ZINC30528273,-3.022,-37.955,-3.022,
,ZINC30528273,-3.022,-37.955,-3.022,
,ZINC21533857,-3.02,-31.691,-3.021,
,ZINC21533857,-3.02,-31.691,-3.021,
,ZINC12771831,-3.019,-36.444,-3.075,
,ZINC07357260,-3.017,-35.713,-3.112,
,ZINC34781667,-3.014,-34.806,-3.27,
,ZINC34781667,-3.014,-34.806,-3.27,
,ZINC91054499,-3.01,-34.475,-3.032,
,ZINC01869231,-3.004,-38.948,-3.017,
,ZINC52773503,-3.003,-42.91,-3.003,
,ZINC35685524,-3.002,-38.811,-3.039,
,ZINC35397332,-3.002,-40.257,-3.041,
,ZINC35397332,-3.002,-40.257,-3.041,
,ZINC32962096,-3.001,-42.454,-3.752,
,ZINC32962096,-3.001,-42.454,-3.752,
,ZINC47317965,-3,-29.837,-3.031,
,ZINC95381554,-2.999,-34.177,-2.999,
,ZINC95381554,-2.999,-34.177,-2.999,
,ZINC00207292,-2.999,-33.037,-3.004,
,ZINC00207292,-2.999,-33.037,-3.004,
,ZINC91054483,-2.996,-33.129,-3.017,
,ZINC91054483,-2.996,-33.129,-3.017,
,ZINC00102476,-2.995,-35.283,-3.215,
,ZINC64873010,-2.993,-35.812,-2.994,
,ZINC55612180,-2.992,-35.498,-3.032,
,ZINC01707476,-2.99,-34.036,-2.99,
,ZINC35397398,-2.989,-35.663,-2.989,
,ZINC35397398,-2.989,-35.663,-2.989,
,ZINC01058448,-2.988,-31.579,-3.253,
,ZINC01058448,-2.988,-31.579,-3.253,
,ZINC29880515,-2.987,-35.363,-3.003,
,ZINC29880515,-2.987,-35.363,-3.003,
,ZINC26538982,-2.987,-32.446,-3.026,
,ZINC35397742,-2.984,-35.342,-2.984,
,ZINC35397742,-2.984,-35.342,-2.984,
,ZINC68182793,-2.976,-37.8,-3.008,
,ZINC68182793,-2.976,-37.8,-3.008,
,ZINC68182793,-2.976,-37.8,-3.008,
,ZINC68182793,-2.976,-37.8,-3.008,
,ZINC68182793,-2.976,-37.8,-3.008,
,ZINC68182793,-2.976,-37.8,-3.008,
,ZINC06361988,-2.976,-35.711,-3.033,
,ZINC15924747,-2.975,-37.069,-2.975,
,ZINC15924747,-2.975,-37.069,-2.975,
,ZINC15924747,-2.975,-37.069,-2.975,
,ZINC15924747,-2.975,-37.069,-2.975,
,ZINC10342330,-2.975,-37.516,-3.14,
,ZINC10342330,-2.975,-37.516,-3.14,
,ZINC10342330,-2.975,-37.516,-3.14,
,ZINC06315996,-2.972,-36.591,-2.995,
,ZINC32962166,-2.966,-44.176,-3.716,
,ZINC32962166,-2.966,-44.176,-3.716,
,ZINC00888014,-2.962,-36.642,-3.179,
,ZINC65844508,-2.961,-29.216,-2.983,
,ZINC65844508,-2.961,-29.216,-2.983,
,ZINC58009213,-2.961,-36.593,-3.026,
,ZINC33253632,-2.961,-42.019,-4.111,
,ZINC33253632,-2.961,-42.019,-4.111,
,ZINC91054569,-2.957,-38.322,-2.975,
,ZINC91054569,-2.957,-38.322,-2.975,
,ZINC78420080,-2.956,-40.282,-3,
,ZINC03645070,-2.95,-31.846,-2.95,
,ZINC65844579,-2.948,-34.894,-2.958,
,ZINC65844579,-2.948,-34.894,-2.958,
,ZINC65844579,-2.948,-34.894,-2.958,
,ZINC65844579,-2.948,-34.894,-2.958,
,ZINC00471698,-2.945,-37.743,-3.036,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC72283740,-2.943,-48.744,-3.752,
,ZINC35397733,-2.941,-31.963,-2.942,
,ZINC35397733,-2.941,-31.963,-2.942,
,ZINC13582124,-2.94,-47.746,-4.151,
,ZINC35397684,-2.939,-39.706,-3.923,
,ZINC35397684,-2.939,-39.706,-3.923,
,ZINC86614002,-2.931,-36.428,-2.931,
,ZINC33253643,-2.93,-41.542,-3.337,
,ZINC33253643,-2.93,-41.542,-3.337,
,ZINC35397391,-2.929,-36.213,-2.929,
,ZINC35397391,-2.929,-36.213,-2.929,
,ZINC35397654,-2.928,-34.667,-2.929,
,ZINC35397654,-2.928,-34.667,-2.929,
,ZINC64843426,-2.927,-36.043,-2.927,
,ZINC64843426,-2.927,-36.043,-2.927,
,ZINC37462906,-2.926,-35.477,-2.958,
,ZINC03152691,-2.924,-43.793,-3.765,
,ZINC48354133,-2.922,-38.723,-2.928,
,ZINC16099620,-2.921,-32.364,-2.983,
,ZINC89268856,-2.92,-31.832,-2.92,
,ZINC12552341,-2.917,-37.808,-3.173,
,ZINC72089135,-2.916,-33.994,-2.916,
,ZINC72089135,-2.916,-33.994,-2.916,
,ZINC35397614,-2.913,-33.02,-2.914,
,ZINC35397614,-2.913,-33.02,-2.914,
,ZINC22513858,-2.913,-33.99,-2.955,
,ZINC35397274,-2.913,-38.588,-2.913,
,ZINC35397274,-2.913,-38.588,-2.913,
,ZINC32962180,-2.912,-41.787,-3.52,
,ZINC32962180,-2.912,-41.787,-3.52,
,ZINC01120463,-2.91,-32.392,-2.971,
,ZINC01120463,-2.91,-32.392,-2.971,
,ZINC01120463,-2.91,-32.392,-2.971,
,ZINC00284250,-2.906,-34.967,-3.092,
,ZINC00284250,-2.906,-34.967,-3.092,
,ZINC37404879,-2.902,-33.862,-3.292,
,ZINC35397730,-2.901,-32.479,-2.902,
,ZINC35397730,-2.901,-32.479,-2.902,
,ZINC32962263,-2.901,-36.594,-3.55,
,ZINC32962263,-2.901,-36.594,-3.55,
,ZINC36293984,-2.9,-34.375,-2.921,
,ZINC32962168,-2.898,-41.392,-3.827,
,ZINC32962168,-2.898,-41.392,-3.827,
,ZINC58009274,-2.896,-32.764,-2.989,
,ZINC12856836,-2.893,-61.209,-5.265,
,ZINC12856836,-2.893,-61.209,-5.265,
,ZINC12856836,-2.893,-61.209,-5.265,
,ZINC12856836,-2.893,-61.209,-5.265,
,ZINC12856836,-2.893,-61.209,-5.265,
,ZINC12856836,-2.893,-61.209,-5.265,
,ZINC13340992,-2.893,-35.454,-2.97,
,ZINC13340992,-2.893,-35.454,-2.97,
,ZINC00074848,-2.889,-30.392,-3,
,ZINC64580596,-2.888,-40.864,-3.021,
,ZINC64580596,-2.888,-40.864,-3.021,
,ZINC64580596,-2.888,-40.864,-3.021,
,ZINC64580596,-2.888,-40.864,-3.021,
,ZINC07053260,-2.888,-37.616,-3.464,
,ZINC35397526,-2.886,-34.044,-2.886,
,ZINC35397526,-2.886,-34.044,-2.886,
,ZINC20709066,-2.885,-34.374,-4.058,
,ZINC64580556,-2.883,-39.36,-2.948,
,ZINC64580556,-2.883,-39.36,-2.948,
,ZINC59379184,-2.882,-50.045,-5.515,
,ZINC59379184,-2.882,-50.045,-5.515,
,ZINC02938536,-2.882,-45.802,-3.14,
,ZINC03018659,-2.879,-36.742,-2.949,
,ZINC11613981,-2.879,-39.282,-2.885,
,ZINC11613981,-2.879,-39.282,-2.885,
,ZINC64580597,-2.878,-42.168,-2.995,
,ZINC64580597,-2.878,-42.168,-2.995,
,ZINC35397676,-2.878,-37.491,-2.878,
,ZINC35397676,-2.878,-37.491,-2.878,
,ZINC78938721,-2.876,-30.061,-2.895,
,ZINC33253638,-2.876,-41.292,-3.972,
,ZINC33253638,-2.876,-41.292,-3.972,
,ZINC35397714,-2.875,-35.371,-2.876,
,ZINC35397714,-2.875,-35.371,-2.876,
,ZINC32962258,-2.872,-37.335,-4.244,
,ZINC32962258,-2.872,-37.335,-4.244,
,ZINC91054398,-2.861,-29.214,-2.904,
,ZINC32962183,-2.859,-41.133,-3.445,
,ZINC32962183,-2.859,-41.133,-3.445,
,ZINC33253444,-2.858,-34.287,-3.294,
,ZINC33253444,-2.858,-34.287,-3.294,
,ZINC13166496,-2.854,-30.159,-2.855,
,ZINC13166496,-2.854,-30.159,-2.855,
,ZINC35397610,-2.854,-31.575,-2.854,
,ZINC35397610,-2.854,-31.575,-2.854,
,ZINC78404016,-2.854,-33.777,-2.944,
,ZINC40163784,-2.851,-33.037,-3.16,
,ZINC40163784,-2.851,-33.037,-3.16,
,ZINC03918086,-2.849,-39.983,-2.871,
,ZINC03918086,-2.849,-39.983,-2.871,
,ZINC03918086,-2.849,-39.983,-2.871,
,ZINC03918086,-2.849,-39.983,-2.871,
,ZINC32961633,-2.848,-46.341,-3.549,
,ZINC32961633,-2.848,-46.341,-3.549,
,ZINC00525220,-2.848,-38.603,-2.848,
,ZINC04654838,-2.846,-38.51,-2.846,
,ZINC04654838,-2.846,-38.51,-2.846,
,ZINC04654838,-2.846,-38.51,-2.846,
,ZINC04654838,-2.846,-38.51,-2.846,
,ZINC20144786,-2.846,-34.438,-2.847,
,ZINC64843337,-2.846,-37.724,-2.895,
,ZINC64843337,-2.846,-37.724,-2.895,
,ZINC35397632,-2.845,-31.625,-2.846,
,ZINC35397632,-2.845,-31.625,-2.846,
,ZINC33253442,-2.844,-30.704,-3.238,
,ZINC33253442,-2.844,-30.704,-3.238,
,ZINC35397442,-2.844,-31.105,-2.844,
,ZINC35397442,-2.844,-31.105,-2.844,
,ZINC00552359,-2.841,-37.872,-3.04,
,ZINC16940396,-2.841,-45.694,-4.279,
,ZINC05657988,-2.84,-33.943,-2.841,
,ZINC33253583,-2.839,-37.582,-3.264,
,ZINC33253583,-2.839,-37.582,-3.264,
,ZINC32962236,-2.838,-35.416,-2.852,
,ZINC32962236,-2.838,-35.416,-2.852,
,ZINC08396680,-2.837,-31.99,-2.891,
,ZINC03196983,-2.836,-35.367,-3.122,
,ZINC91054438,-2.835,-33.178,-2.849,
,ZINC15799182,-2.834,-42.577,-3.02,
,ZINC03833246,-2.834,-31.849,-2.876,
,ZINC03833246,-2.834,-31.849,-2.876,
,ZINC35397450,-2.834,-30.122,-2.834,
,ZINC35397450,-2.834,-30.122,-2.834,
,ZINC64499338,-2.831,-50.683,-5.204,
,ZINC64499338,-2.831,-50.683,-5.204,
,ZINC64499338,-2.831,-50.683,-5.204,
,ZINC14257027,-2.829,-35.083,-2.914,
,ZINC00084759,-2.828,-37.248,-3.342,
,ZINC47318117,-2.821,-34.948,-2.857,
,ZINC47318117,-2.821,-34.948,-2.857,
,ZINC00261097,-2.821,-32.479,-3.02,
,ZINC32962217,-2.82,-39.014,-2.831,
,ZINC32962217,-2.82,-39.014,-2.831,
,ZINC64843267,-2.819,-33.864,-2.846,
,ZINC64843267,-2.819,-33.864,-2.846,
,ZINC33253658,-2.819,-33.771,-3.414,
,ZINC33253658,-2.819,-33.771,-3.414,
,ZINC32962100,-2.818,-44.989,-3.457,
,ZINC32962100,-2.818,-44.989,-3.457,
,ZINC26844960,-2.818,-34.098,-2.837,
,ZINC95101078,-2.818,-56.032,-4.242,
,ZINC95101078,-2.818,-56.032,-4.242,
,ZINC35397459,-2.817,-34.754,-2.866,
,ZINC35397459,-2.817,-34.754,-2.866,
,ZINC00236104,-2.816,-37.092,-2.926,
,ZINC65844618,-2.815,-33.553,-2.824,
,ZINC65844618,-2.815,-33.553,-2.824,
,ZINC65844618,-2.815,-33.553,-2.824,
,ZINC65844618,-2.815,-33.553,-2.824,
,ZINC58119336,-2.815,-35.884,-2.832,
,ZINC58119336,-2.815,-35.884,-2.832,
,ZINC58119336,-2.815,-35.884,-2.832,
,ZINC58119336,-2.815,-35.884,-2.832,
,ZINC03151713,-2.813,-33.72,-3.108,
,ZINC06919713,-2.81,-35.461,-2.945,
,ZINC13166955,-2.809,-32.418,-2.81,
,ZINC32962179,-2.807,-47.328,-3.44,
,ZINC32962179,-2.807,-47.328,-3.44,
,ZINC32962170,-2.806,-42.741,-3.353,
,ZINC32962170,-2.806,-42.741,-3.353,
,ZINC07361050,-2.805,-38.359,-2.852,
,ZINC07361050,-2.805,-38.359,-2.852,
,ZINC32962181,-2.803,-43.889,-3.445,
,ZINC32962181,-2.803,-43.889,-3.445,
,ZINC32962230,-2.803,-32.425,-2.816,
,ZINC32962230,-2.803,-32.425,-2.816,
,ZINC91154603,-2.799,-43.76,-3.811,
,ZINC91154603,-2.799,-43.76,-3.811,
,ZINC32962248,-2.797,-31.166,-2.922,
,ZINC32962248,-2.797,-31.166,-2.922,
,ZINC35397728,-2.796,-35.672,-2.796,
,ZINC35397728,-2.796,-35.672,-2.796,
,ZINC84650212,-2.795,-33.512,-2.814,
,ZINC84650212,-2.795,-33.512,-2.814,
,ZINC03152691,-2.789,-37.086,-3.051,
,ZINC03581244,-2.789,-34.371,-3.142,
,ZINC35397680,-2.786,-39.82,-3.654,
,ZINC35397680,-2.786,-39.82,-3.654,
,ZINC12771820,-2.786,-27.338,-2.85,
,ZINC04834620,-2.785,-38.433,-2.785,
,ZINC35397672,-2.783,-31.9,-2.784,
,ZINC35397672,-2.783,-31.9,-2.784,
,ZINC18707242,-2.781,-38.816,-2.87,
,ZINC33253640,-2.781,-47.169,-3.193,
,ZINC33253640,-2.781,-47.169,-3.193,
,ZINC32962261,-2.779,-34.719,-3.672,
,ZINC32962261,-2.779,-34.719,-3.672,
,ZINC32961635,-2.776,-41.623,-2.994,
,ZINC32961635,-2.776,-41.623,-2.994,
,ZINC03226359,-2.776,-31.48,-2.787,
,ZINC35397641,-2.775,-31.852,-2.776,
,ZINC35397641,-2.775,-31.852,-2.776,
,ZINC26892199,-2.775,-43.154,-2.775,
,ZINC26892199,-2.775,-43.154,-2.775,
,ZINC26892199,-2.775,-43.154,-2.775,
,ZINC26892199,-2.775,-43.154,-2.775,
,ZINC76937308,-2.774,-29.435,-2.794,
,ZINC76937308,-2.774,-29.435,-2.794,
,ZINC76937308,-2.774,-29.435,-2.794,
,ZINC76937308,-2.774,-29.435,-2.794,
,ZINC33253086,-2.773,-35.194,-2.773,
,ZINC33253086,-2.773,-35.194,-2.773,
,ZINC32962251,-2.77,-34.766,-2.895,
,ZINC32962251,-2.77,-34.766,-2.895,
,ZINC33253435,-2.768,-43.244,-3.405,
,ZINC33253435,-2.768,-43.244,-3.405,
,ZINC32962248,-2.767,-44.759,-4.14,
,ZINC32962248,-2.767,-44.759,-4.14,
,ZINC04980371,-2.767,-38.168,-2.804,
,ZINC35397372,-2.762,-34.754,-3.673,
,ZINC35397372,-2.762,-34.754,-3.673,
,ZINC55612183,-2.761,-30.509,-2.807,
,ZINC32961977,-2.761,-29.682,-2.761,
,ZINC32961599,-2.758,-35.179,-2.758,
,ZINC32961599,-2.758,-35.179,-2.758,
,ZINC55009890,-2.754,-57.576,-4.38,
,ZINC14040649,-2.753,-41.602,-2.89,
,ZINC08715807,-2.752,-35.052,-2.771,
,ZINC35397511,-2.752,-31.424,-2.752,
,ZINC35397511,-2.752,-31.424,-2.752,
,ZINC38142442,-2.751,-35.049,-3.035,
,ZINC38142442,-2.751,-35.049,-3.035,
,ZINC64843321,-2.75,-42.543,-2.751,
,ZINC64843321,-2.75,-42.543,-2.751,
,ZINC33253665,-2.749,-35.217,-2.867,
,ZINC33253665,-2.749,-35.217,-2.867,
,ZINC05521911,-2.74,-32.561,-2.741,
,ZINC32962100,-2.739,-42.44,-3.631,
,ZINC32962100,-2.739,-42.44,-3.631,
,ZINC32962167,-2.738,-43.511,-3.311,
,ZINC32962167,-2.738,-43.511,-3.311,
,ZINC00472657,-2.736,-33.739,-2.892,
,ZINC33253638,-2.731,-34.666,-3.318,
,ZINC33253638,-2.731,-34.666,-3.318,
,ZINC10509552,-2.723,-43.777,-2.86,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC03830413,-2.722,-42.917,-2.722,
,ZINC32962258,-2.721,-33.219,-2.846,
,ZINC32962258,-2.721,-33.219,-2.846,
,ZINC47318127,-2.718,-36.197,-2.784,
,ZINC47318127,-2.718,-36.197,-2.784,
,ZINC33253081,-2.717,-38.103,-2.723,
,ZINC33253081,-2.717,-38.103,-2.723,
,ZINC16923837,-2.717,-34.816,-2.718,
,ZINC16923837,-2.717,-34.816,-2.718,
,ZINC33253437,-2.713,-36.968,-3.149,
,ZINC33253437,-2.713,-36.968,-3.149,
,ZINC32962190,-2.711,-41.488,-3.209,
,ZINC32962190,-2.711,-41.488,-3.209,
,ZINC89517222,-2.705,-35.666,-3.419,
,ZINC89517222,-2.705,-35.666,-3.419,
,ZINC05121391,-2.704,-35.933,-3.188,
,ZINC03407894,-2.702,-37.365,-2.873,
,ZINC64843424,-2.7,-32.118,-2.7,
,ZINC64843424,-2.7,-32.118,-2.7,
,ZINC35397726,-2.699,-36.435,-2.699,
,ZINC35397726,-2.699,-36.435,-2.699,
,ZINC33253426,-2.699,-37.335,-3.135,
,ZINC33253426,-2.699,-37.335,-3.135,
,ZINC16925513,-2.698,-46.611,-2.909,
,ZINC32961695,-2.696,-32.891,-2.696,
,ZINC32961695,-2.696,-32.891,-2.696,
,ZINC11613987,-2.695,-39.339,-2.702,
,ZINC11613987,-2.695,-39.339,-2.702,
,ZINC11613987,-2.695,-39.339,-2.702,
,ZINC11613987,-2.695,-39.339,-2.702,
,ZINC15940641,-2.693,-39.342,-2.754,
,ZINC15940641,-2.693,-39.342,-2.754,
,ZINC61228661,-2.693,-40.958,-2.693,
,ZINC64843304,-2.692,-36.526,-2.693,
,ZINC64843304,-2.692,-36.526,-2.693,
,ZINC91054536,-2.692,-35.363,-2.731,
,ZINC91054536,-2.692,-35.363,-2.731,
,ZINC58366766,-2.69,-35.365,-2.72,
,ZINC58366766,-2.69,-35.365,-2.72,
,ZINC12742911,-2.689,-54.873,-5.061,
,ZINC12742911,-2.689,-54.873,-5.061,
,ZINC33253661,-2.688,-37.367,-3.261,
,ZINC33253661,-2.688,-37.367,-3.261,
,ZINC44045777,-2.687,-37.418,-2.687,
,ZINC02853419,-2.686,-36.167,-2.799,
,ZINC02853419,-2.686,-36.167,-2.799,
,ZINC91054480,-2.686,-32.325,-2.709,
,ZINC03566085,-2.685,-34.205,-2.804,
,ZINC03566085,-2.685,-34.205,-2.804,
,ZINC09356463,-2.684,-41.38,-2.779,
,ZINC09356463,-2.684,-41.38,-2.779,
,ZINC36983434,-2.683,-33.656,-2.708,
,ZINC64472379,-2.683,-31.857,-2.767,
,ZINC64472379,-2.683,-31.857,-2.767,
,ZINC35397697,-2.682,-35.954,-2.872,
,ZINC35397697,-2.682,-35.954,-2.872,
,ZINC14253964,-2.679,-37.448,-2.747,
,ZINC14253964,-2.679,-37.448,-2.747,
,ZINC65844486,-2.678,-31.514,-2.678,
,ZINC65844486,-2.678,-31.514,-2.678,
,ZINC12923613,-2.675,-34.578,-2.689,
,ZINC07053236,-2.675,-34.783,-3.037,
,ZINC47318163,-2.675,-34.749,-2.689,
,ZINC47318163,-2.675,-34.749,-2.689,
,ZINC65844513,-2.674,-33.177,-2.674,
,ZINC65844513,-2.674,-33.177,-2.674,
,ZINC65844513,-2.674,-33.177,-2.674,
,ZINC65844513,-2.674,-33.177,-2.674,
,ZINC16101114,-2.674,-36.876,-3.15,
,ZINC41091681,-2.673,-32.166,-2.687,
,ZINC00245832,-2.672,-34.811,-2.748,
,ZINC12856856,-2.67,-52.834,-3.932,
,ZINC12856856,-2.67,-52.834,-3.932,
,ZINC12856856,-2.67,-52.834,-3.932,
,ZINC07053262,-2.67,-35.078,-3.177,
,ZINC00799658,-2.669,-34.921,-2.692,
,ZINC00799658,-2.669,-34.921,-2.692,
,ZINC68254827,-2.669,-48.667,-4.928,
,ZINC68254827,-2.669,-48.667,-4.928,
,ZINC32962223,-2.669,-30.663,-2.682,
,ZINC32962223,-2.669,-30.663,-2.682,
,ZINC35397464,-2.666,-28.719,-2.666,
,ZINC35397464,-2.666,-28.719,-2.666,
,ZINC07361394,-2.662,-38.555,-2.758,
,ZINC07361394,-2.662,-38.555,-2.758,
,ZINC32961638,-2.66,-47.974,-3.36,
,ZINC32961638,-2.66,-47.974,-3.36,
,ZINC00183371,-2.659,-31.502,-2.708,
,ZINC78807563,-2.658,-37.483,-2.68,
,ZINC32962171,-2.657,-38.162,-3.474,
,ZINC32962171,-2.657,-38.162,-3.474,
,ZINC08834390,-2.656,-33.69,-2.661,
,ZINC08834390,-2.656,-33.69,-2.661,
,ZINC32962182,-2.655,-38.35,-3.313,
,ZINC32962182,-2.655,-38.35,-3.313,
,ZINC58366114,-2.655,-36.853,-2.763,
,ZINC58366114,-2.655,-36.853,-2.763,
,ZINC64873552,-2.655,-33.847,-2.656,
,ZINC32962064,-2.651,-33.114,-3.091,
,ZINC32962064,-2.651,-33.114,-3.091,
,ZINC32962251,-2.649,-35.509,-4.062,
,ZINC32962251,-2.649,-35.509,-4.062,
,ZINC03152690,-2.649,-42.49,-3.748,
,ZINC59294215,-2.648,-38.136,-2.648,
,ZINC91054410,-2.647,-34.997,-2.676,
,ZINC41842036,-2.646,-49.322,-5.118,
,ZINC41842036,-2.646,-49.322,-5.118,
,ZINC03581246,-2.643,-33.501,-2.782,
,ZINC32962096,-2.642,-38.909,-3.309,
,ZINC32962096,-2.642,-38.909,-3.309,
,ZINC33253668,-2.64,-39.969,-4.012,
,ZINC33253668,-2.64,-39.969,-4.012,
,ZINC33253435,-2.636,-42.408,-3.273,
,ZINC33253435,-2.636,-42.408,-3.273,
,ZINC08892312,-2.635,-51.098,-2.78,
,ZINC78870084,-2.634,-36.382,-2.654,
,ZINC33253426,-2.632,-36.018,-3.183,
,ZINC33253426,-2.632,-36.018,-3.183,
,ZINC59121488,-2.631,-45.121,-2.701,
,ZINC00207285,-2.629,-33.484,-2.632,
,ZINC00207285,-2.629,-33.484,-2.632,
,ZINC35685819,-2.629,-33.323,-2.631,
,ZINC35685819,-2.629,-33.323,-2.631,
,ZINC35685819,-2.629,-33.323,-2.631,
,ZINC35685819,-2.629,-33.323,-2.631,
,ZINC07052357,-2.628,-38.83,-2.842,
,ZINC35397695,-2.628,-34.545,-2.778,
,ZINC35397695,-2.628,-34.545,-2.778,
,ZINC32961663,-2.628,-37.682,-2.628,
,ZINC32961663,-2.628,-37.682,-2.628,
,ZINC13340964,-2.627,-34.287,-2.698,
,ZINC33253432,-2.626,-45.666,-3.031,
,ZINC33253432,-2.626,-45.666,-3.031,
,ZINC33253350,-2.625,-35.455,-3.015,
,ZINC33253350,-2.625,-35.455,-3.015,
,ZINC07053258,-2.624,-34.89,-3.242,
,ZINC59121543,-2.62,-45.34,-2.69,
,ZINC33253350,-2.619,-42.916,-3.64,
,ZINC33253350,-2.619,-42.916,-3.64,
,ZINC00073699,-2.619,-32.946,-2.621,
,ZINC35397458,-2.618,-30.547,-2.618,
,ZINC35397458,-2.618,-30.547,-2.618,
,ZINC06315815,-2.617,-33.093,-2.747,
,ZINC32961675,-2.615,-30.673,-2.615,
,ZINC32961675,-2.615,-30.673,-2.615,
,ZINC35397635,-2.615,-32.13,-2.615,
,ZINC35397635,-2.615,-32.13,-2.615,
,ZINC64843358,-2.614,-34.854,-2.615,
,ZINC64843358,-2.614,-34.854,-2.615,
,ZINC05614321,-2.614,-28.381,-2.824,
,ZINC68182771,-2.613,-30.572,-2.613,
,ZINC68182771,-2.613,-30.572,-2.613,
,ZINC08715820,-2.612,-32.944,-2.62,
,ZINC08715820,-2.612,-32.944,-2.62,
,ZINC08715820,-2.612,-32.944,-2.62,
,ZINC06902055,-2.611,-37.837,-2.613,
,ZINC32962187,-2.611,-44.652,-3.488,
,ZINC32962187,-2.611,-44.652,-3.488,
,ZINC32962187,-2.611,-44.652,-3.488,
,ZINC32962187,-2.611,-44.652,-3.488,
,ZINC33253646,-2.611,-33.281,-3.206,
