Stars,Title,docking score,glide emodel,glide gscore,Formula
,ZINC03926191,-3.622,-41.439,-3.627,
,ZINC03926191,-3.622,-41.439,-3.627,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC72131128,-3.62,-58.436,-3.638,
,ZINC47496142,-3.619,-39.538,-3.655,
,ZINC41125203,-3.613,-47.661,-3.648,
,ZINC41125203,-3.613,-47.661,-3.648,
,ZINC36378487,-3.613,-52.776,-4.321,
,ZINC09075662,-3.611,-45.853,-3.613,
,ZINC04468780,-3.611,-47.046,-3.611,
,ZINC04468780,-3.611,-47.046,-3.611,
,ZINC04468780,-3.611,-47.046,-3.611,
,ZINC04468780,-3.611,-47.046,-3.611,
,ZINC04468780,-3.611,-47.046,-3.611,
,ZINC04468780,-3.611,-47.046,-3.611,
,ZINC05224074,-3.61,-41.199,-3.812,
,ZINC47318113,-3.609,-37.642,-3.65,
,ZINC47318113,-3.609,-37.642,-3.65,
,ZINC03830479,-3.605,-46.083,-3.605,
,ZINC03830479,-3.605,-46.083,-3.605,
,ZINC35397605,-3.604,-35.983,-3.604,
,ZINC35397605,-3.604,-35.983,-3.604,
,ZINC16923386,-3.601,-46.43,-3.601,
,ZINC32961641,-3.601,-54.923,-4.301,
,ZINC32961641,-3.601,-54.923,-4.301,
,ZINC80753043,-3.6,-41.616,-3.607,
,ZINC13464142,-3.599,-43.902,-3.601,
,ZINC13464142,-3.599,-43.902,-3.601,
,ZINC00266572,-3.598,-39.31,-3.676,
,ZINC16924111,-3.594,-45.863,-3.805,
,ZINC08695386,-3.592,-44.22,-3.747,
,ZINC35397655,-3.592,-37.989,-3.592,
,ZINC35397655,-3.592,-37.989,-3.592,
,ZINC04742774,-3.588,-39.267,-3.721,
,ZINC04742774,-3.588,-39.267,-3.721,
,ZINC77285478,-3.586,-53.089,-3.586,
,ZINC77285478,-3.586,-53.089,-3.586,
,ZINC77180402,-3.585,-31.442,-3.588,
,ZINC03013937,-3.583,-31.105,-3.594,
,ZINC64580583,-3.583,-38.656,-3.691,
,ZINC64580583,-3.583,-38.656,-3.691,
,ZINC64580585,-3.582,-39.461,-3.698,
,ZINC64580585,-3.582,-39.461,-3.698,
,ZINC04635883,-3.58,-35.38,-3.594,
,ZINC03855841,-3.579,-34.162,-3.585,
,ZINC05223872,-3.574,-45.014,-3.574,
,ZINC05223872,-3.574,-45.014,-3.574,
,ZINC05223872,-3.574,-45.014,-3.574,
,ZINC05223872,-3.574,-45.014,-3.574,
,ZINC02497174,-3.572,-35.711,-3.577,
,ZINC02497174,-3.572,-35.711,-3.577,
,ZINC85288787,-3.572,-40.437,-3.572,
,ZINC16923325,-3.57,-41.638,-3.571,
,ZINC00073691,-3.566,-34.831,-3.568,
,ZINC50638516,-3.564,-45.21,-3.564,
,ZINC50638516,-3.564,-45.21,-3.564,
,ZINC50638516,-3.564,-45.21,-3.564,
,ZINC50638516,-3.564,-45.21,-3.564,
,ZINC35397383,-3.563,-37.087,-3.564,
,ZINC35397383,-3.563,-37.087,-3.564,
,ZINC33253634,-3.563,-39.194,-3.952,
,ZINC33253634,-3.563,-39.194,-3.952,
,ZINC94554478,-3.558,-38.266,-3.663,
,ZINC06720895,-3.557,-44.042,-3.593,
,ZINC19795769,-3.555,-46.182,-3.555,
,ZINC19795769,-3.555,-46.182,-3.555,
,ZINC03830264,-3.555,-46.182,-3.555,
,ZINC03830264,-3.555,-46.182,-3.555,
,ZINC89229689,-3.55,-43.162,-4.688,
,ZINC35132937,-3.549,-39.162,-3.624,
,ZINC77285513,-3.549,-39.368,-3.778,
,ZINC77285513,-3.549,-39.368,-3.778,
,ZINC55009890,-3.547,-70.736,-5.153,
,ZINC16925130,-3.543,-47.677,-3.543,
,ZINC16924179,-3.54,-39.485,-3.541,
,ZINC37387565,-3.539,-40.156,-3.632,
,ZINC32971192,-3.531,-41.535,-3.538,
,ZINC12580677,-3.53,-43.208,-3.531,
,ZINC16925243,-3.53,-40.308,-3.53,
,ZINC33253658,-3.528,-39.616,-3.97,
,ZINC33253658,-3.528,-39.616,-3.97,
,ZINC13411734,-3.527,-36.639,-3.528,
,ZINC13411734,-3.527,-36.639,-3.528,
,ZINC91054582,-3.522,-36.953,-3.552,
,ZINC64580548,-3.521,-41.341,-3.595,
,ZINC64580548,-3.521,-41.341,-3.595,
,ZINC35397521,-3.52,-39.323,-3.521,
,ZINC35397521,-3.52,-39.323,-3.521,
,ZINC65459391,-3.52,-38.415,-3.546,
,ZINC65459391,-3.52,-38.415,-3.546,
,ZINC04676376,-3.515,-51.952,-3.515,
,ZINC04676376,-3.515,-51.952,-3.515,
,ZINC33253492,-3.51,-45.048,-3.929,
,ZINC33253492,-3.51,-45.048,-3.929,
,ZINC21601025,-3.509,-47.052,-3.898,
,ZINC35397661,-3.507,-37.43,-3.507,
,ZINC35397661,-3.507,-37.43,-3.507,
,ZINC84560879,-3.507,-34.255,-3.508,
,ZINC84560879,-3.507,-34.255,-3.508,
,ZINC32962261,-3.503,-42.984,-3.741,
,ZINC32962261,-3.503,-42.984,-3.741,
,ZINC92684703,-3.502,-33.5,-3.502,
,ZINC92684703,-3.502,-33.5,-3.502,
,ZINC92684703,-3.502,-33.5,-3.502,
,ZINC64843334,-3.501,-37.516,-3.524,
,ZINC64843334,-3.501,-37.516,-3.524,
,ZINC01414619,-3.498,-36.39,-3.653,
,ZINC13942448,-3.487,-36.04,-3.493,
,ZINC16924163,-3.485,-46.759,-3.486,
,ZINC12821881,-3.485,-41.981,-3.49,
,ZINC12821881,-3.485,-41.981,-3.49,
,ZINC35024383,-3.484,-38.959,-3.725,
,ZINC35024383,-3.484,-38.959,-3.725,
,ZINC32962198,-3.477,-46.796,-3.699,
,ZINC32962198,-3.477,-46.796,-3.699,
,ZINC60232531,-3.477,-30.576,-3.515,
,ZINC58009389,-3.471,-36.495,-3.586,
,ZINC02938536,-3.471,-47.923,-3.728,
,ZINC72283981,-3.47,-38.038,-3.485,
,ZINC71284119,-3.469,-42.859,-3.469,
,ZINC16926260,-3.463,-39.619,-3.464,
,ZINC16926260,-3.463,-39.619,-3.464,
,ZINC91011095,-3.462,-38.445,-3.5,
,ZINC91011095,-3.462,-38.445,-3.5,
,ZINC03871960,-3.461,-45.411,-3.461,
,ZINC03871960,-3.461,-45.411,-3.461,
,ZINC03871960,-3.461,-45.411,-3.461,
,ZINC03871960,-3.461,-45.411,-3.461,
,ZINC16924016,-3.459,-39.984,-3.46,
,ZINC13464101,-3.458,-38.297,-3.467,
,ZINC13464101,-3.458,-38.297,-3.467,
,ZINC39927087,-3.458,-35.89,-3.869,
,ZINC72904130,-3.458,-40.644,-3.482,
,ZINC64580554,-3.457,-42.823,-3.549,
,ZINC64580554,-3.457,-42.823,-3.549,
,ZINC64580554,-3.457,-42.823,-3.549,
,ZINC64580554,-3.457,-42.823,-3.549,
,ZINC08715843,-3.457,-42.519,-3.493,
,ZINC08715843,-3.457,-42.519,-3.493,
,ZINC08714929,-3.456,-37.679,-3.475,
,ZINC21595896,-3.455,-42.84,-3.455,
,ZINC20061363,-3.451,-36.657,-3.625,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC77271156,-3.45,-52.525,-3.873,
,ZINC01801027,-3.445,-42.288,-3.856,
,ZINC00084759,-3.44,-42.382,-3.763,
,ZINC32962213,-3.437,-43.479,-3.449,
,ZINC32962213,-3.437,-43.479,-3.449,
,ZINC01800283,-3.436,-39.499,-3.436,
,ZINC00617879,-3.434,-35.652,-3.544,
,ZINC91154603,-3.433,-39.099,-3.643,
,ZINC91154603,-3.433,-39.099,-3.643,
,ZINC33253645,-3.433,-44.553,-3.852,
,ZINC33253645,-3.433,-44.553,-3.852,
,ZINC35479640,-3.427,-34.949,-3.428,
,ZINC35479640,-3.427,-34.949,-3.428,
,ZINC35397247,-3.425,-35.945,-3.425,
,ZINC35397247,-3.425,-35.945,-3.425,
,ZINC12857667,-3.425,-56.459,-4.687,
,ZINC12857667,-3.425,-56.459,-4.687,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC77271156,-3.425,-59.646,-3.829,
,ZINC41125265,-3.423,-44.176,-3.449,
,ZINC41125265,-3.423,-44.176,-3.449,
,ZINC33253661,-3.422,-44.355,-3.878,
,ZINC33253661,-3.422,-44.355,-3.878,
,ZINC64475562,-3.42,-43.714,-3.512,
,ZINC64475562,-3.42,-43.714,-3.512,
,ZINC32754968,-3.419,-39.247,-3.437,
,ZINC16926105,-3.416,-44.469,-3.416,
,ZINC16925350,-3.415,-44.43,-3.624,
,ZINC64580564,-3.415,-38.954,-3.508,
,ZINC64580564,-3.415,-38.954,-3.508,
,ZINC29880515,-3.413,-55.544,-5.93,
,ZINC29880515,-3.413,-55.544,-5.93,
,ZINC39984628,-3.411,-42.091,-3.412,
,ZINC09557286,-3.41,-50.918,-3.413,
,ZINC94557825,-3.408,-38.91,-3.509,
,ZINC13050421,-3.405,-37.901,-3.405,
,ZINC13050421,-3.405,-37.901,-3.405,
,ZINC59122116,-3.403,-48.971,-3.404,
,ZINC09120613,-3.403,-48.181,-3.403,
,ZINC32961636,-3.403,-53.324,-4.103,
,ZINC32961636,-3.403,-53.324,-4.103,
,ZINC21883359,-3.401,-38.133,-3.444,
,ZINC21883359,-3.401,-38.133,-3.444,
,ZINC65844563,-3.4,-39.038,-3.41,
,ZINC65844563,-3.4,-39.038,-3.41,
,ZINC65844563,-3.4,-39.038,-3.41,
,ZINC65844563,-3.4,-39.038,-3.41,
,ZINC65844563,-3.4,-39.038,-3.41,
,ZINC65844563,-3.4,-39.038,-3.41,
,ZINC04819671,-3.398,-45.05,-3.989,
,ZINC35397465,-3.397,-39.58,-3.417,
,ZINC35397465,-3.397,-39.58,-3.417,
,ZINC16924559,-3.396,-40.48,-3.397,
,ZINC04215234,-3.392,-40.982,-3.392,
,ZINC04215234,-3.392,-40.982,-3.392,
,ZINC04215234,-3.392,-40.982,-3.392,
,ZINC04215234,-3.392,-40.982,-3.392,
,ZINC16922865,-3.391,-37.066,-3.392,
,ZINC06110541,-3.391,-34.862,-3.546,
,ZINC35397375,-3.391,-36.271,-3.391,
,ZINC35397375,-3.391,-36.271,-3.391,
,ZINC64843444,-3.39,-34.898,-3.391,
,ZINC64843444,-3.39,-34.898,-3.391,
,ZINC35397336,-3.389,-36.014,-3.421,
,ZINC35397336,-3.389,-36.014,-3.421,
,ZINC77287068,-3.384,-43.26,-3.384,
,ZINC77287068,-3.384,-43.26,-3.384,
,ZINC77287068,-3.384,-43.26,-3.384,
,ZINC77287068,-3.384,-43.26,-3.384,
,ZINC26527717,-3.384,-38.998,-3.392,
,ZINC28003483,-3.383,-38.159,-3.387,
,ZINC28003483,-3.383,-38.159,-3.387,
,ZINC28003483,-3.383,-38.159,-3.387,
,ZINC03653493,-3.382,-43.982,-3.454,
,ZINC34800286,-3.382,-39.809,-3.619,
,ZINC34800286,-3.382,-39.809,-3.619,
,ZINC89268836,-3.381,-34.159,-3.382,
,ZINC16925227,-3.381,-43.52,-3.382,
,ZINC22405397,-3.373,-42.414,-3.373,
,ZINC08035460,-3.371,-47.463,-3.371,
,ZINC64580571,-3.371,-46.058,-3.472,
,ZINC64580571,-3.371,-46.058,-3.472,
,ZINC35397340,-3.363,-40.565,-3.373,
,ZINC35397340,-3.363,-40.565,-3.373,
,ZINC35397340,-3.363,-40.565,-3.373,
,ZINC35397340,-3.363,-40.565,-3.373,
,ZINC33253668,-3.362,-36.813,-3.491,
,ZINC33253668,-3.362,-36.813,-3.491,
,ZINC16926402,-3.36,-43.213,-3.57,
,ZINC16926402,-3.36,-43.213,-3.57,
,ZINC66398490,-3.356,-37.018,-3.371,
,ZINC35397686,-3.355,-47.2,-3.539,
,ZINC35397686,-3.355,-47.2,-3.539,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC04215267,-3.35,-45.665,-3.35,
,ZINC35397528,-3.343,-32.482,-3.343,
,ZINC35397528,-3.343,-32.482,-3.343,
,ZINC64843360,-3.342,-32.296,-3.342,
,ZINC64843360,-3.342,-32.296,-3.342,
,ZINC00258703,-3.341,-35.002,-3.341,
,ZINC00258703,-3.341,-35.002,-3.341,
,ZINC72045265,-3.338,-35.387,-3.338,
,ZINC72045265,-3.338,-35.387,-3.338,
,ZINC32962171,-3.338,-42.305,-3.854,
,ZINC32962171,-3.338,-42.305,-3.854,
,ZINC91054481,-3.338,-36.749,-3.362,
,ZINC91054481,-3.338,-36.749,-3.362,
,ZINC33253649,-3.335,-46.605,-4.44,
,ZINC33253649,-3.335,-46.605,-4.44,
,ZINC02055806,-3.335,-39.249,-3.356,
,ZINC35397737,-3.334,-36.828,-3.334,
,ZINC35397737,-3.334,-36.828,-3.334,
,ZINC91054445,-3.332,-37.706,-3.384,
,ZINC91054445,-3.332,-37.706,-3.384,
,ZINC32962219,-3.332,-38.471,-3.344,
,ZINC32962219,-3.332,-38.471,-3.344,
,ZINC03830477,-3.33,-40.767,-3.33,
,ZINC03830477,-3.33,-40.767,-3.33,
,ZINC03830477,-3.33,-40.767,-3.33,
,ZINC03830477,-3.33,-40.767,-3.33,
,ZINC29058583,-3.329,-56.041,-4.093,
,ZINC16923948,-3.327,-44.184,-3.538,
,ZINC16923948,-3.327,-44.184,-3.538,
,ZINC64580598,-3.327,-36.7,-3.435,
,ZINC64580598,-3.327,-36.7,-3.435,
,ZINC16923277,-3.326,-43.563,-3.537,
,ZINC16923277,-3.326,-43.563,-3.537,
,ZINC32585671,-3.326,-38.84,-3.348,
,ZINC15275997,-3.326,-48.709,-4.608,
,ZINC64499338,-3.325,-39.552,-3.349,
,ZINC64499338,-3.325,-39.552,-3.349,
,ZINC64499338,-3.325,-39.552,-3.349,
,ZINC00341280,-3.324,-37.921,-3.556,
,ZINC32962187,-3.322,-43.329,-3.78,
,ZINC32962187,-3.322,-43.329,-3.78,
,ZINC32962187,-3.322,-43.329,-3.78,
,ZINC32962187,-3.322,-43.329,-3.78,
,ZINC65844488,-3.321,-36.464,-3.321,
,ZINC65844488,-3.321,-36.464,-3.321,
,ZINC35397447,-3.321,-38.042,-3.321,
,ZINC35397447,-3.321,-38.042,-3.321,
,ZINC64843422,-3.313,-34.793,-3.314,
,ZINC64843422,-3.313,-34.793,-3.314,
,ZINC23371171,-3.307,-38.288,-3.378,
,ZINC09301463,-3.306,-46.841,-3.307,
,ZINC33253649,-3.304,-37.187,-3.759,
,ZINC33253649,-3.304,-37.187,-3.759,
,ZINC64580575,-3.302,-36.234,-3.41,
,ZINC64580575,-3.302,-36.234,-3.41,
,ZINC72089136,-3.294,-34.447,-3.294,
,ZINC72089136,-3.294,-34.447,-3.294,
,ZINC72089136,-3.294,-34.447,-3.294,
,ZINC72089136,-3.294,-34.447,-3.294,
,ZINC03152690,-3.292,-38.678,-3.416,
,ZINC80640187,-3.289,-33.346,-3.289,
,ZINC58404387,-3.287,-41.03,-3.399,
,ZINC58404387,-3.287,-41.03,-3.399,
,ZINC37404879,-3.284,-39.348,-3.717,
,ZINC65735220,-3.274,-45.117,-3.274,
,ZINC65735220,-3.274,-45.117,-3.274,
,ZINC65735220,-3.274,-45.117,-3.274,
,ZINC65735220,-3.274,-45.117,-3.274,
,ZINC03355233,-3.267,-35.123,-3.347,
,ZINC41638731,-3.267,-39.439,-3.699,
,ZINC57748662,-3.265,-36.562,-3.365,
,ZINC13464117,-3.263,-35.746,-3.265,
,ZINC32601596,-3.255,-39.905,-3.274,
,ZINC20059815,-3.253,-45.591,-3.254,
,ZINC92684679,-3.249,-30.877,-3.249,
,ZINC92684679,-3.249,-30.877,-3.249,
,ZINC35397390,-3.246,-36.709,-3.247,
,ZINC35397390,-3.246,-36.709,-3.247,
,ZINC29058583,-3.244,-45.741,-3.435,
,ZINC47318137,-3.243,-34.509,-3.283,
,ZINC47318137,-3.243,-34.509,-3.283,
,ZINC05768289,-3.242,-37.152,-3.243,
,ZINC91025374,-3.24,-33.079,-3.24,
,ZINC91025374,-3.24,-33.079,-3.24,
,ZINC12574747,-3.236,-42.103,-3.236,
,ZINC35397393,-3.232,-36.833,-3.232,
,ZINC35397393,-3.232,-36.833,-3.232,
,ZINC05252519,-3.231,-39.169,-3.4,
,ZINC16923437,-3.231,-38.175,-3.442,
,ZINC95101078,-3.23,-66.197,-5.014,
,ZINC95101078,-3.23,-66.197,-5.014,
,ZINC21983161,-3.228,-51.336,-3.228,
,ZINC21983161,-3.228,-51.336,-3.228,
,ZINC21983161,-3.228,-51.336,-3.228,
,ZINC21983161,-3.228,-51.336,-3.228,
,ZINC15732041,-3.228,-40.166,-3.495,
,ZINC93634350,-3.226,-37.552,-3.342,
,ZINC07053238,-3.224,-35.701,-3.351,
,ZINC58009241,-3.222,-39.268,-3.294,
,ZINC64580572,-3.218,-35.31,-3.311,
,ZINC64580572,-3.218,-35.31,-3.311,
,ZINC84460974,-3.217,-40.414,-3.223,
,ZINC80939999,-3.209,-36.325,-3.216,
,ZINC80939999,-3.209,-36.325,-3.216,
,ZINC80939999,-3.209,-36.325,-3.216,
,ZINC80939999,-3.209,-36.325,-3.216,
,ZINC32962171,-3.209,-44.291,-3.868,
,ZINC32962171,-3.209,-44.291,-3.868,
,ZINC35397518,-3.207,-33.802,-3.208,
,ZINC35397518,-3.207,-33.802,-3.208,
,ZINC58208726,-3.206,-53.075,-3.219,
,ZINC58208726,-3.206,-53.075,-3.219,
,ZINC58208726,-3.206,-53.075,-3.219,
,ZINC58208726,-3.206,-53.075,-3.219,
,ZINC58208726,-3.206,-53.075,-3.219,
,ZINC58208726,-3.206,-53.075,-3.219,
,ZINC35397617,-3.205,-34.771,-3.205,
,ZINC35397617,-3.205,-34.771,-3.205,
,ZINC32962166,-3.203,-43.566,-3.871,
,ZINC32962166,-3.203,-43.566,-3.871,
,ZINC64843219,-3.201,-37.109,-3.201,
,ZINC64843219,-3.201,-37.109,-3.201,
,ZINC35397603,-3.201,-30.354,-3.201,
,ZINC35397603,-3.201,-30.354,-3.201,
,ZINC65844502,-3.2,-38.912,-3.2,
,ZINC65844502,-3.2,-38.912,-3.2,
,ZINC32962181,-3.195,-41.842,-3.693,
,ZINC32962181,-3.195,-41.842,-3.693,
,ZINC16216411,-3.194,-42.603,-3.194,
,ZINC59382577,-3.194,-40.367,-3.194,
,ZINC13582124,-3.191,-36.865,-3.275,
,ZINC12787857,-3.19,-42.696,-3.208,
,ZINC08714924,-3.19,-35.636,-3.197,
,ZINC58009117,-3.189,-37.507,-3.295,
,ZINC58009117,-3.189,-37.507,-3.295,
,ZINC03830453,-3.186,-42.835,-3.186,
,ZINC03830453,-3.186,-42.835,-3.186,
,ZINC03830453,-3.186,-42.835,-3.186,
,ZINC03830453,-3.186,-42.835,-3.186,
,ZINC78406490,-3.185,-49.779,-4.996,
,ZINC59482348,-3.182,-40.665,-3.182,
,ZINC59482348,-3.182,-40.665,-3.182,
,ZINC08739991,-3.181,-38.513,-3.181,
,ZINC08739991,-3.181,-38.513,-3.181,
,ZINC08739991,-3.181,-38.513,-3.181,
,ZINC08739991,-3.181,-38.513,-3.181,
,ZINC08739991,-3.181,-38.513,-3.181,
,ZINC08739991,-3.181,-38.513,-3.181,
,ZINC78403684,-3.181,-36.58,-3.309,
,ZINC00474768,-3.179,-35.149,-3.247,
,ZINC03922077,-3.177,-43.586,-3.177,
,ZINC03922077,-3.177,-43.586,-3.177,
,ZINC03922077,-3.177,-43.586,-3.177,
,ZINC03922077,-3.177,-43.586,-3.177,
,ZINC03922077,-3.177,-43.586,-3.177,
,ZINC03922077,-3.177,-43.586,-3.177,
,ZINC01445186,-3.177,-47.084,-3.488,
,ZINC23747688,-3.176,-38.246,-3.18,
,ZINC32962195,-3.175,-45.652,-3.771,
,ZINC32962195,-3.175,-45.652,-3.771,
,ZINC16925299,-3.171,-44.958,-3.171,
,ZINC84650129,-3.169,-37.428,-3.184,
,ZINC84650129,-3.169,-37.428,-3.184,
,ZINC84650129,-3.169,-37.428,-3.184,
,ZINC84650129,-3.169,-37.428,-3.184,
,ZINC32962194,-3.168,-37.855,-3.826,
,ZINC32962194,-3.168,-37.855,-3.826,
,ZINC20436303,-3.166,-36.163,-3.813,
,ZINC00763019,-3.166,-40.67,-3.166,
,ZINC03173341,-3.166,-37.345,-3.178,
,ZINC03173341,-3.166,-37.345,-3.178,
,ZINC32961640,-3.165,-48.386,-3.865,
,ZINC32961640,-3.165,-48.386,-3.865,
,ZINC07357438,-3.163,-37.621,-3.275,
,ZINC35397431,-3.161,-37.731,-3.161,
,ZINC35397431,-3.161,-37.731,-3.161,
,ZINC08396681,-3.159,-41.137,-3.225,
,ZINC08396681,-3.159,-41.137,-3.225,
,ZINC59168921,-3.159,-38.074,-3.159,
,ZINC07499996,-3.158,-40.016,-3.158,
,ZINC12291079,-3.158,-37.652,-3.167,
,ZINC01165396,-3.156,-34.218,-3.335,
,ZINC01165396,-3.156,-34.218,-3.335,
,ZINC64580561,-3.154,-39.719,-3.256,
,ZINC64580561,-3.154,-39.719,-3.256,
,ZINC05234549,-3.153,-40.591,-3.17,
,ZINC32962200,-3.15,-44.3,-3.819,
,ZINC32962200,-3.15,-44.3,-3.819,
,ZINC35397588,-3.15,-37.94,-3.15,
,ZINC35397588,-3.15,-37.94,-3.15,
,ZINC17024510,-3.147,-36.187,-3.642,
,ZINC17024510,-3.147,-36.187,-3.642,
,ZINC35397343,-3.146,-35.995,-3.17,
,ZINC35397343,-3.146,-35.995,-3.17,
,ZINC73353687,-3.145,-36.076,-3.162,
,ZINC73353687,-3.145,-36.076,-3.162,
,ZINC73353687,-3.145,-36.076,-3.162,
,ZINC73353687,-3.145,-36.076,-3.162,
,ZINC03566085,-3.143,-43.655,-4.152,
,ZINC03566085,-3.143,-43.655,-4.152,
,ZINC08892312,-3.142,-55.3,-4.122,
,ZINC00111103,-3.139,-36.125,-3.178,
,ZINC08714993,-3.136,-37.199,-3.136,
,ZINC15776781,-3.132,-44.3,-3.153,
,ZINC00254938,-3.132,-35.011,-3.181,
,ZINC35397443,-3.13,-36.535,-3.131,
,ZINC35397443,-3.13,-36.535,-3.131,
,ZINC65844519,-3.128,-34.013,-3.128,
,ZINC65844519,-3.128,-34.013,-3.128,
,ZINC04599627,-3.128,-32.758,-3.134,
,ZINC04599627,-3.128,-32.758,-3.134,
,ZINC24578624,-3.127,-37.693,-3.178,
,ZINC33253432,-3.125,-43.771,-3.752,
,ZINC33253432,-3.125,-43.771,-3.752,
,ZINC07053272,-3.123,-38.887,-3.254,
,ZINC59121454,-3.121,-45.149,-3.122,
,ZINC71848051,-3.12,-45.718,-3.12,
,ZINC95101078,-3.113,-66.62,-5.131,
,ZINC95101078,-3.113,-66.62,-5.131,
,ZINC13709550,-3.112,-35.712,-3.113,
,ZINC13709550,-3.112,-35.712,-3.113,
,ZINC89269093,-3.11,-36.62,-3.11,
,ZINC33253432,-3.109,-44.413,-3.515,
,ZINC33253432,-3.109,-44.413,-3.515,
,ZINC35397329,-3.108,-46.455,-3.146,
,ZINC35397329,-3.108,-46.455,-3.146,
,ZINC76081926,-3.108,-37.639,-3.117,
,ZINC76081926,-3.108,-37.639,-3.117,
,ZINC76081926,-3.108,-37.639,-3.117,
,ZINC76081926,-3.108,-37.639,-3.117,
,ZINC64843332,-3.104,-31.257,-3.104,
,ZINC64843332,-3.104,-31.257,-3.104,
,ZINC52940736,-3.104,-44.9,-3.883,
,ZINC84460880,-3.103,-37.463,-3.11,
,ZINC84460880,-3.103,-37.463,-3.11,
,ZINC84460880,-3.103,-37.463,-3.11,
,ZINC84460880,-3.103,-37.463,-3.11,
,ZINC84460880,-3.103,-37.463,-3.11,
,ZINC84460880,-3.103,-37.463,-3.11,
,ZINC64580603,-3.101,-41.191,-3.101,
,ZINC64580603,-3.101,-41.191,-3.101,
,ZINC35397650,-3.1,-36.302,-3.1,
,ZINC35397650,-3.1,-36.302,-3.1,
,ZINC90452205,-3.1,-35.595,-3.795,
,ZINC91054389,-3.099,-36.949,-3.138,
,ZINC91054389,-3.099,-36.949,-3.138,
,ZINC22010122,-3.098,-40.521,-3.098,
,ZINC22010122,-3.098,-40.521,-3.098,
,ZINC22010122,-3.098,-40.521,-3.098,
,ZINC22010122,-3.098,-40.521,-3.098,
,ZINC04293486,-3.098,-40.062,-3.118,
,ZINC04293486,-3.098,-40.062,-3.118,
,ZINC04293486,-3.098,-40.062,-3.118,
,ZINC00073705,-3.095,-33.644,-3.098,
,ZINC03149151,-3.095,-38.184,-3.216,
,ZINC53944082,-3.091,-35.486,-3.1,
,ZINC91054604,-3.09,-32.051,-3.119,
,ZINC95101078,-3.09,-65.987,-5.107,
,ZINC95101078,-3.09,-65.987,-5.107,
,ZINC35299856,-3.089,-42.101,-3.089,
,ZINC35299856,-3.089,-42.101,-3.089,
,ZINC03151713,-3.089,-39.06,-3.643,
,ZINC32962197,-3.088,-40,-3.657,
,ZINC32962197,-3.088,-40,-3.657,
,ZINC64843299,-3.088,-37.377,-3.089,
,ZINC64843299,-3.088,-37.377,-3.089,
,ZINC00184111,-3.084,-33.053,-3.138,
,ZINC64872984,-3.079,-37.911,-3.08,
,ZINC64580555,-3.079,-41.371,-3.152,
,ZINC64580555,-3.079,-41.371,-3.152,
,ZINC07357355,-3.079,-41.972,-3.261,
,ZINC65844471,-3.076,-35.158,-3.076,
,ZINC65844471,-3.076,-35.158,-3.076,
,ZINC65844471,-3.076,-35.158,-3.076,
,ZINC65844471,-3.076,-35.158,-3.076,
,ZINC64843447,-3.074,-30.378,-3.075,
,ZINC64843447,-3.074,-30.378,-3.075,
,ZINC05799384,-3.07,-40.369,-4.011,
,ZINC04468778,-3.07,-35.006,-3.07,
,ZINC04468778,-3.07,-35.006,-3.07,
,ZINC04468778,-3.07,-35.006,-3.07,
,ZINC04468778,-3.07,-35.006,-3.07,
