Criterion,Compliance_pct,SEM
Lipinski compliant,90.0,9.486832980505138
High GI absorption,90.0,9.486832980505138
P-gp non-substrate,40.0,15.491933384829668
Bioavailability ≥ 0.55,100.0,0.0
ESOL Soluble,80.0,12.649110640673516
Ali Soluble,80.0,12.649110640673516
BBB permeant,30.0,14.491376746189438
PAINS clean,90.0,9.486832980505138
Leadlike,80.0,12.649110640673516
Ghose compliant,90.0,9.486832980505138
Veber compliant,90.0,9.486832980505138
