Stars,Title,MMGBSA dG Bind,Lig Strain Energy
,ZINC32962100,-18.87,3.948127
,ZINC32962100,-18.87,3.948127
,ZINC32962167,-21.59,3.682283
,ZINC32962167,-21.59,3.682283
,ZINC00472657,-22.63,2.398033
,ZINC33253638,-16.57,2.046078
,ZINC33253638,-16.57,2.046078
,ZINC10509552,-14.45,19.251986
,ZINC03830413,-13.49,14.895128
,ZINC03830413,-13.49,14.895128
,ZINC03830413,-13.49,14.895128
,ZINC03830413,-13.49,14.895128
,ZINC03830413,-13.49,14.895128
,ZINC03830413,-13.49,14.895128
,ZINC03830413,-13.49,14.895128
,ZINC03830413,-13.49,14.895128
,ZINC32962258,-17.65,9.808202
,ZINC32962258,-17.65,9.808202
,ZINC47318127,-35.45,2.078911
,ZINC47318127,-35.45,2.078911
,ZINC33253081,-8.07,8.58002
,ZINC33253081,-8.07,8.58002
,ZINC16923837,-18.46,2.155037
,ZINC16923837,-18.46,2.155037
,ZINC33253437,-25.07,4.672854
,ZINC33253437,-25.07,4.672854
,ZINC32962190,-17.65,10.635537
,ZINC32962190,-17.65,10.635537
,ZINC89517222,-33.82,1.586246
,ZINC89517222,-33.82,1.586246
,ZINC05121391,-20.78,6.443552
,ZINC03407894,-31.02,1.659664
,ZINC64843424,-17.76,7.704014
,ZINC64843424,-17.76,7.704014
,ZINC35397726,-15.64,11.647266
,ZINC35397726,-15.64,11.647266
,ZINC33253426,-16.63,4.514834
,ZINC33253426,-16.63,4.514834
,ZINC16925513,-15.14,3.183077
,ZINC32961695,-8.1,5.242362
,ZINC32961695,-8.1,5.242362
,ZINC11613987,-29.64,3.517954
,ZINC11613987,-29.64,3.517954
,ZINC11613987,-29.64,3.517954
,ZINC11613987,-29.64,3.517954
,ZINC15940641,-16.5,3.098168
,ZINC15940641,-16.5,3.098168
,ZINC61228661,-6.96,11.417643
,ZINC64843304,-30.5,9.648213
,ZINC64843304,-30.5,9.648213
,ZINC91054536,-22.03,4.532253
,ZINC91054536,-22.03,4.532253
,ZINC58366766,-8.54,7.343855
,ZINC58366766,-8.54,7.343855
,ZINC12742911,-28.13,10.30015
,ZINC12742911,-28.13,10.30015
,ZINC33253661,-21.01,4.586593
,ZINC33253661,-21.01,4.586593
,ZINC44045777,-40.93,5.055967
,ZINC02853419,-21.53,9.582478
,ZINC02853419,-21.53,9.582478
,ZINC91054480,-19.99,2.986224
,ZINC03566085,-19.66,0.926679
,ZINC03566085,-19.66,0.926679
,ZINC09356463,-17.68,9.43201
,ZINC09356463,-17.68,9.43201
,ZINC36983434,-23.49,1.194469
,ZINC64472379,-16.29,3.162992
,ZINC64472379,-16.29,3.162992
,ZINC35397697,-30.22,4.280998
,ZINC35397697,-30.22,4.280998
,ZINC14253964,-18.52,12.284858
,ZINC14253964,-18.52,12.284858
,ZINC65844486,-19.6,3.015807
,ZINC65844486,-19.6,3.015807
,ZINC12923613,-28.98,2.819286
,ZINC07053236,-24.64,1.559118
,ZINC47318163,-18,3.132379
,ZINC47318163,-18,3.132379
,ZINC65844513,-22.88,4.969953
,ZINC65844513,-22.88,4.969953
,ZINC65844513,-22.88,4.969953
,ZINC65844513,-22.88,4.969953
,ZINC16101114,-21.66,7.072889
,ZINC41091681,-18.83,1.02675
,ZINC00245832,-27.82,1.253531
,ZINC12856856,-36.21,11.223473
,ZINC12856856,-36.21,11.223473
,ZINC12856856,-36.21,11.223473
,ZINC07053262,-25.97,4.126154
,ZINC00799658,-25.97,1.683609
,ZINC00799658,-25.97,1.683609
,ZINC68254827,-32.14,5.634715
,ZINC68254827,-32.14,5.634715
,ZINC32962223,7.47,13.473217
,ZINC32962223,7.47,13.473217
,ZINC35397464,-14.39,2.591746
,ZINC35397464,-14.39,2.591746
,ZINC07361394,-32.66,6.868691
,ZINC07361394,-32.66,6.868691
,ZINC32961638,-37.21,5.893288
,ZINC32961638,-37.21,5.893288
,ZINC00183371,-33.44,2.591383
,ZINC78807563,-21.04,0.60819
,ZINC32962171,-14.1,5.393703
,ZINC32962171,-14.1,5.393703
,ZINC08834390,-18.52,2.753934
,ZINC08834390,-18.52,2.753934
,ZINC32962182,-25.93,6.448942
,ZINC32962182,-25.93,6.448942
,ZINC58366114,-8.59,6.330331
,ZINC58366114,-8.59,6.330331
,ZINC64873552,-16.54,8.033115
,ZINC32962064,-12.58,8.535049
,ZINC32962064,-12.58,8.535049
,ZINC32962251,-5.74,4.268472
,ZINC32962251,-5.74,4.268472
,ZINC03152690,-21.91,2.219951
,ZINC59294215,-17.18,9.504108
,ZINC91054410,-33.21,2.326328
,ZINC41842036,-36.16,6.464232
,ZINC41842036,-36.16,6.464232
,ZINC03581246,-18.98,4.956711
,ZINC32962096,-17.53,4.274959
,ZINC32962096,-17.53,4.274959
,ZINC33253668,-19.07,4.671459
,ZINC33253668,-19.07,4.671459
,ZINC33253435,-21.37,3.160072
,ZINC33253435,-21.37,3.160072
,ZINC08892312,-18.01,15.955977
,ZINC78870084,-25.1,3.701885
,ZINC33253426,-26.28,5.795469
,ZINC33253426,-26.28,5.795469
,ZINC59121488,-36.42,3.201579
,ZINC00207285,-14.8,2.789651
,ZINC00207285,-14.8,2.789651
,ZINC35685819,-19.83,2.840905
,ZINC35685819,-19.83,2.840905
,ZINC35685819,-19.83,2.840905
,ZINC35685819,-19.83,2.840905
,ZINC07052357,-28.18,1.8589
,ZINC35397695,-30.25,4.526222
,ZINC35397695,-30.25,4.526222
,ZINC32961663,-29.7,3.018849
,ZINC32961663,-29.7,3.018849
,ZINC13340964,-22.95,1.346195
,ZINC33253432,-24.24,8.141389
,ZINC33253432,-24.24,8.141389
,ZINC33253350,-14.12,4.059828
,ZINC33253350,-14.12,4.059828
,ZINC07053258,-21.39,1.871048
,ZINC59121543,-32.34,5.386403
,ZINC33253350,-24.75,4.530383
,ZINC33253350,-24.75,4.530383
,ZINC00073699,-18.59,3.679548
,ZINC35397458,-15.64,3.834924
,ZINC35397458,-15.64,3.834924
,ZINC06315815,-20.76,5.543694
,ZINC32961675,-11.42,4.049715
,ZINC32961675,-11.42,4.049715
,ZINC35397635,-16.51,6.292433
,ZINC35397635,-16.51,6.292433
,ZINC64843358,-22.08,7.69882
,ZINC64843358,-22.08,7.69882
,ZINC05614321,-25.3,2.831274
,ZINC68182771,-17.17,4.472283
,ZINC68182771,-17.17,4.472283
,ZINC08715820,-26.65,2.903301
,ZINC08715820,-26.65,2.903301
,ZINC08715820,-26.65,2.903301
,ZINC06902055,-28.45,1.984073
,ZINC32962187,-20,5.465512
,ZINC32962187,-20,5.465512
,ZINC32962187,-20,5.465512
,ZINC32962187,-20,5.465512
,ZINC33253646,-17.4,4.567236
,ZINC33253646,-17.4,4.567236
,ZINC41091794,-17.72,3.556581
,ZINC32962239,-21.4,4.267971
,ZINC32962239,-21.4,4.267971
,ZINC32962180,-10.73,7.284623
,ZINC32962180,-10.73,7.284623
,ZINC35397638,-19.27,3.318977
,ZINC35397638,-19.27,3.318977
,ZINC35479642,-22.27,7.781188
,ZINC35479642,-22.27,7.781188
,ZINC15729572,-14.53,9.28584
,ZINC15729572,-14.53,9.28584
,ZINC65844447,-13.77,1.656856
,ZINC65844447,-13.77,1.656856
,ZINC05234729,-23.25,4.106106
,ZINC64843433,-24.08,3.164274
,ZINC64843433,-24.08,3.164274
,ZINC32962181,-13.31,6.092318
,ZINC32962181,-13.31,6.092318
,ZINC00947873,-21.88,2.115389
,ZINC00947873,-21.88,2.115389
,ZINC94622317,-1.27,2.972049
,ZINC64843365,-21.59,9.161916
,ZINC64843365,-21.59,9.161916
,ZINC13302862,-24.89,2.677066
,ZINC78406490,-35.61,1.546851
,ZINC33253645,-23.92,11.489833
,ZINC33253645,-23.92,11.489833
,ZINC91054712,-33.07,8.5145
,ZINC35397674,-18.91,3.281638
,ZINC35397674,-18.91,3.281638
,ZINC00792949,-5.82,0.229189
,ZINC00583243,-20.86,8.884447
,ZINC32962249,-20.48,3.462465
,ZINC32962249,-20.48,3.462465
,ZINC78481245,-13.75,6.286108
,ZINC78481245,-13.75,6.286108
,ZINC32962239,-29.2,4.970451
,ZINC32962239,-29.2,4.970451
,ZINC32962229,-25.48,4.011461
,ZINC32962229,-25.48,4.011461
,ZINC32962229,-25.48,4.011461
,ZINC32962229,-25.48,4.011461
,ZINC32962170,-17.94,4.72069
,ZINC32962170,-17.94,4.72069
,ZINC16925024,-14.49,5.613738
,ZINC11613988,-25.27,3.044941
,ZINC11613988,-25.27,3.044941
,ZINC11613988,-25.27,3.044941
,ZINC11613988,-25.27,3.044941
,ZINC64472356,-19.1,1.663465
,ZINC64472356,-19.1,1.663465
,ZINC64491165,-18.85,6.810079
,ZINC64491165,-18.85,6.810079
,ZINC32961666,-10.78,6.316875
,ZINC32961666,-10.78,6.316875
,ZINC95101078,-10.04,9.265501
,ZINC95101078,-10.04,9.265501
,ZINC07053757,-14.83,7.823114
,ZINC57769660,-25.12,1.447446
,ZINC33253432,-25.67,1.773098
,ZINC33253432,-25.67,1.773098
,ZINC33253649,-10.66,6.680514
,ZINC33253649,-10.66,6.680514
,ZINC13341673,-11.7,0.8303
,ZINC00525196,-33.85,6.670909
,ZINC35397461,-14.62,3.090321
,ZINC35397461,-14.62,3.090321
,ZINC35397251,-17.47,3.40444
,ZINC35397251,-17.47,3.40444
,ZINC15275997,-1.92,1.783297
,ZINC35397449,-13.99,3.168009
,ZINC35397449,-13.99,3.168009
,ZINC79097358,-10.16,3.820683
,ZINC79097358,-10.16,3.820683
,ZINC79097358,-10.16,3.820683
,ZINC79097358,-10.16,3.820683
,ZINC33254066,-17.87,8.276934
,ZINC32961603,-17.96,2.469586
,ZINC32961603,-17.96,2.469586
,ZINC32962200,-13.17,4.337727
,ZINC32962200,-13.17,4.337727
,ZINC32962195,-11.99,7.660566
,ZINC32962195,-11.99,7.660566
,ZINC65735216,-29.9,6.412232
,ZINC65735216,-29.9,6.412232
,ZINC65735216,-29.9,6.412232
,ZINC35397682,-22.75,5.005403
,ZINC35397682,-22.75,5.005403
,ZINC64843437,-24.13,2.989628
,ZINC64843437,-24.13,2.989628
,ZINC64843437,-24.13,2.989628
,ZINC64843437,-24.13,2.989628
,ZINC35397384,-26.01,2.556308
,ZINC35397384,-26.01,2.556308
,ZINC32962168,-22.18,7.220977
,ZINC32962168,-22.18,7.220977
,ZINC64499338,-42.13,5.870277
,ZINC64499338,-42.13,5.870277
,ZINC64499338,-42.13,5.870277
,ZINC22367948,-29.52,5.097095
,ZINC33253888,-2.9,8.921475
,ZINC05280486,-25.99,1.976196
,ZINC05280486,-25.99,1.976196
,ZINC33253486,-22.53,4.91899
,ZINC33253486,-22.53,4.91899
,ZINC00552359,-16.8,0.830672
,ZINC47383446,-22.13,5.424241
,ZINC24432822,-12.66,-0.299188
,ZINC16264885,-19.12,2.761562
,ZINC05855811,-10.45,3.162333
,ZINC06315821,-20.83,1.821967
,ZINC35397452,-10.29,3.774207
,ZINC35397452,-10.29,3.774207
,ZINC33253645,-16.36,3.761465
,ZINC33253645,-16.36,3.761465
,ZINC57748662,-12.38,4.505038
,ZINC07357406,-24.16,1.540668
,ZINC06919712,-25.89,2.06744
,ZINC09356524,-36.86,3.109649
,ZINC09356524,-36.86,3.109649
,ZINC35397698,-24.49,3.641456
,ZINC35397698,-24.49,3.641456
,ZINC33253441,1.49,9.385343
,ZINC33253441,1.49,9.385343
,ZINC64580540,-18.21,4.964747
,ZINC64580540,-18.21,4.964747
,ZINC64580549,-28.38,3.740899
,ZINC64580549,-28.38,3.740899
,ZINC33253355,-10.45,16.477336
,ZINC33253355,-10.45,16.477336
,ZINC32962249,-13.87,6.867156
,ZINC32962249,-13.87,6.867156
,ZINC33253441,-22.98,7.926758
,ZINC33253441,-22.98,7.926758
,ZINC32961579,-10.86,15.069953
,ZINC32961579,-10.86,15.069953
,ZINC33253661,-8.4,9.545257
,ZINC33253661,-8.4,9.545257
,ZINC00284250,-27.19,3.56101
,ZINC00284250,-27.19,3.56101
,ZINC33253578,-18.26,6.948921
,ZINC33253578,-18.26,6.948921
,ZINC41638731,-21.24,0.807754
,ZINC32962194,-6.74,6.974057
,ZINC32962194,-6.74,6.974057
,ZINC32962263,-26.98,3.025506
,ZINC32962263,-26.98,3.025506
,ZINC05855811,-20.3,1.48423
,ZINC72027105,-24.16,3.04908
,ZINC72027105,-24.16,3.04908
,ZINC72027105,-24.16,3.04908
,ZINC13340251,-18.67,4.389044
,ZINC13340251,-18.67,4.389044
,ZINC06110541,-18.55,1.964695
,ZINC33253049,-18.27,4.668966
,ZINC33253049,-18.27,4.668966
,ZINC12771140,-36.82,5.946916
,ZINC12771140,-36.82,5.946916
,ZINC12771140,-36.82,5.946916
,ZINC89229689,-14.93,1.571696
,ZINC32961598,-14.37,3.353074
,ZINC32961598,-14.37,3.353074
,ZINC07053232,-23.34,1.168706
,ZINC07053232,-23.34,1.168706
,ZINC01059093,-9.56,5.634847
,ZINC78404018,-19.34,3.222631
,ZINC35397694,-29.02,4.039699
,ZINC35397694,-29.02,4.039699
,ZINC89725913,-31.36,4.640341
,ZINC95101078,-12.15,9.897889
,ZINC95101078,-12.15,9.897889
,ZINC32961662,-11.76,3.881944
,ZINC32961662,-11.76,3.881944
,ZINC32962099,-13.96,9.172438
,ZINC32962099,-13.96,9.172438
,ZINC01128680,-18.95,8.796079
,ZINC16146628,-24.9,5.252347
,ZINC33253507,-6.1,7.686854
,ZINC33253507,-6.1,7.686854
,ZINC33253669,-21.62,3.86614
,ZINC33253669,-21.62,3.86614
,ZINC33253489,-15.06,8.815037
,ZINC33253489,-15.06,8.815037
,ZINC01773339,-16.9,3.995842
,ZINC35397704,-19.19,7.077638
,ZINC35397704,-19.19,7.077638
,ZINC09065518,-36.2,2.535397
,ZINC32962191,-14.66,5.669159
,ZINC32962191,-14.66,5.669159
,ZINC13303011,-23.39,3.207378
,ZINC13303011,-23.39,3.207378
,ZINC13303011,-23.39,3.207378
,ZINC32962179,-18.97,8.443989
,ZINC32962179,-18.97,8.443989
,ZINC94557826,11.44,6.548505
,ZINC94557826,11.44,6.548505
,ZINC64843433,-21.91,3.728141
,ZINC64843433,-21.91,3.728141
,ZINC33253428,-12.33,8.453511
,ZINC33253428,-12.33,8.453511
,ZINC33253489,-21.02,5.521843
,ZINC33253489,-21.02,5.521843
,ZINC94622317,0.65,2.048409
,ZINC32961973,-23.14,2.440784
,ZINC16892337,-25.92,2.36966
,ZINC27642601,-32.92,3.275391
,ZINC02874482,-18.79,5.043784
,ZINC02874482,-18.79,5.043784
,ZINC14040649,-30.79,7.966057
,ZINC07053260,-13.92,1.958713
,ZINC06623211,-24.5,5.210348
,ZINC32961611,-22.78,4.605986
,ZINC32961611,-22.78,4.605986
,ZINC07053236,-16.14,3.369329
,ZINC32962192,-15.39,5.504673
,ZINC32962192,-15.39,5.504673
,ZINC32962192,-15.39,5.504673
,ZINC32962192,-15.39,5.504673
,ZINC91054606,-30.5,3.8064
,ZINC91054606,-30.5,3.8064
,ZINC33253445,-17.23,3.978439
,ZINC33253445,-17.23,3.978439
,ZINC33253577,-16.27,9.447294
,ZINC33253577,-16.27,9.447294
,ZINC64472397,-20.51,1.773992
,ZINC64472397,-20.51,1.773992
,ZINC91054689,-25.95,3.650333
,ZINC91054689,-25.95,3.650333
,ZINC32962199,-18.85,3.478539
,ZINC32962199,-18.85,3.478539
,ZINC33253643,-20.11,3.36887
,ZINC33253643,-20.11,3.36887
,ZINC07053252,-22.28,1.193469
,ZINC58009292,-31.98,2.989892
,ZINC02938536,-14.05,4.179313
,ZINC00459009,-14.39,4.835496
,ZINC91054434,-37.25,-2.600224
,ZINC64580580,-24.12,8.160835
,ZINC64580580,-24.12,8.160835
,ZINC04344112,-27.22,2.758291
,ZINC12541594,-26.75,1.780268
,ZINC64843419,-15.42,10.191715
,ZINC64843419,-15.42,10.191715
,ZINC20436303,-16.82,2.55536
,ZINC06368785,-18.02,1.826985
,ZINC33253486,-14.28,6.13922
,ZINC33253486,-14.28,6.13922
,ZINC00249005,-19.67,0.799726
,ZINC64843435,-23.06,4.244871
,ZINC64843435,-23.06,4.244871
,ZINC32962173,-21.77,4.880058
,ZINC32962173,-21.77,4.880058
,ZINC32961626,-29.14,9.901443
,ZINC32961626,-29.14,9.901443
,ZINC35397674,-21.97,6.561644
,ZINC35397674,-21.97,6.561644
,ZINC91054640,-19.28,3.895896
,ZINC32962073,-13.25,4.134154
,ZINC32962073,-13.25,4.134154
,ZINC33253665,-27.02,1.62918
,ZINC33253665,-27.02,1.62918
,ZINC33253428,-21.38,7.729974
,ZINC33253428,-21.38,7.729974
,ZINC33253440,-29.96,8.242217
,ZINC33253440,-29.96,8.242217
,ZINC06919662,-21.34,5.431479
,ZINC02455803,-25.9,-0.686635
,ZINC02455803,-25.9,-0.686635
,ZINC02455803,-25.9,-0.686635
,ZINC00953477,-25.92,1.989135
,ZINC00953477,-25.92,1.989135
,ZINC43586964,-10.8,3.760818
,ZINC32962191,-16.2,3.811709
,ZINC32962191,-16.2,3.811709
,ZINC33253437,-28.37,3.991434
,ZINC33253437,-28.37,3.991434
,ZINC33253426,-22.8,4.278325
,ZINC33253426,-22.8,4.278325
,ZINC32962064,-13.88,4.934614
,ZINC32962064,-13.88,4.934614
,ZINC00074714,-25.57,1.345267
,ZINC00168288,-24.96,7.252506
,ZINC35397457,-17.1,2.181995
,ZINC35397457,-17.1,2.181995
,ZINC06919712,-36.65,1.067275
,ZINC33253044,-7.51,4.47835
,ZINC33253044,-7.51,4.47835
,ZINC58118486,-21,0.576326
,ZINC58118486,-21,0.576326
,ZINC58118486,-21,0.576326
,ZINC58118486,-21,0.576326
,ZINC32962179,-21.05,2.74794
,ZINC32962179,-21.05,2.74794
,ZINC00074848,-23.41,6.788499
,ZINC35397527,-27.31,2.907834
,ZINC35397527,-27.31,2.907834
,ZINC02455808,-22.8,6.427241
,ZINC02455808,-22.8,6.427241
,ZINC33253640,-25.36,2.877217
,ZINC33253640,-25.36,2.877217
,ZINC19943917,-18.57,7.777281
,ZINC13585975,-21.15,10.019563
,ZINC33253597,-23.4,6.491016
,ZINC33253597,-23.4,6.491016
,ZINC07053262,-20.99,1.840521
,ZINC16099621,-27.39,3.691216
,ZINC12856836,-27.91,13.018794
,ZINC12856836,-27.91,13.018794
,ZINC12856836,-27.91,13.018794
,ZINC12856836,-27.91,13.018794
,ZINC12856836,-27.91,13.018794
,ZINC12856836,-27.91,13.018794
,ZINC92942175,2.3,5.234665
,ZINC33253490,-23.91,2.425182
,ZINC33253490,-23.91,2.425182
,ZINC64843435,6.88,11.063478
,ZINC64843435,6.88,11.063478
,ZINC33253669,-19.59,5.162177
,ZINC33253669,-19.59,5.162177
,ZINC33253593,-11.73,12.631718
,ZINC33253593,-11.73,12.631718
,ZINC78406490,-30.26,3.272929
,ZINC07053269,-27.41,6.843927
,ZINC24433352,-20.94,3.332075
,ZINC35397684,-21.63,2.132408
,ZINC35397684,-21.63,2.132408
,ZINC94554478,2.67,3.177643
,ZINC07053254,-22.82,6.912693
,ZINC07053269,-9.35,8.362395
,ZINC33253665,-20.63,3.337087
,ZINC33253665,-20.63,3.337087
,ZINC32962258,-8.42,4.401539
,ZINC32962258,-8.42,4.401539
,ZINC33253426,-9.43,9.015043
,ZINC33253426,-9.43,9.015043
,ZINC48231534,-16.97,1.688678
,ZINC78406490,-32.34,2.538391
,ZINC32962110,-14.24,9.329547
,ZINC32962110,-14.24,9.329547
,ZINC35397678,-31.84,3.933919
,ZINC35397678,-31.84,3.933919
,ZINC14478355,-17.1,4.992969
,ZINC35397678,-26.45,4.326442
,ZINC35397678,-26.45,4.326442
,ZINC47318066,-29.24,2.732905
,ZINC47318066,-29.24,2.732905
,ZINC32961633,-17.88,5.897291
,ZINC32961633,-17.88,5.897291
,ZINC35397724,-15.55,1.180241
,ZINC35397724,-15.55,1.180241
,ZINC09356151,-12.65,9.421627
,ZINC09356151,-12.65,9.421627
,ZINC04809530,-23.69,1.857736
,ZINC04809530,-23.69,1.857736
,ZINC15732041,-23.28,1.469269
,ZINC04742774,-17.32,1.595411
,ZINC04742774,-17.32,1.595411
,ZINC35397694,-25.33,4.733738
,ZINC35397694,-25.33,4.733738
,ZINC32962064,-11.78,3.061047
,ZINC32962064,-11.78,3.061047
,ZINC33253634,-15.93,4.393281
,ZINC33253634,-15.93,4.393281
,ZINC05262274,-25.62,2.11239
,ZINC33253447,-9.97,0.877679
,ZINC33253447,-9.97,0.877679
,ZINC32961640,-17.94,7.786259
,ZINC32961640,-17.94,7.786259
,ZINC04215275,-26.82,2.801635
,ZINC04215275,-26.82,2.801635
,ZINC04215275,-26.82,2.801635
,ZINC04215275,-26.82,2.801635
,ZINC04215275,-26.82,2.801635
,ZINC04215275,-26.82,2.801635
,ZINC78420080,-36.06,8.21374
,ZINC32962139,-22.95,9.658787
,ZINC32962139,-22.95,9.658787
,ZINC59379184,-20.14,5.504269
,ZINC59379184,-20.14,5.504269
,ZINC70639139,-20.42,4.870793
,ZINC33253581,-27.19,4.478989
,ZINC33253581,-27.19,4.478989
,ZINC91054510,-18.94,3.724437
,ZINC91054510,-18.94,3.724437
,ZINC33253447,-18.08,4.475596
,ZINC33253447,-18.08,4.475596
,ZINC14040656,-34.02,9.083405
,ZINC07053233,-22.48,1.28373
,ZINC06623211,-18.98,1.930999
,ZINC35397460,-7.58,8.652417
,ZINC35397460,-7.58,8.652417
,ZINC35397460,-7.58,8.652417
,ZINC35397460,-7.58,8.652417
,ZINC01117398,-18.23,0.825081
,ZINC01117398,-18.23,0.825081
,ZINC01059093,-24.8,5.511258
,ZINC32962190,-13.16,7.644837
,ZINC32962190,-13.16,7.644837
,ZINC33253490,-17.09,15.913534
,ZINC33253490,-17.09,15.913534
,ZINC32962200,-11.86,2.841516
,ZINC32962200,-11.86,2.841516
,ZINC33253355,-23.52,10.246621
,ZINC33253355,-23.52,10.246621
,ZINC35397682,-1.81,9.459061
,ZINC35397682,-1.81,9.459061
,ZINC35397707,-25.09,4.708324
,ZINC35397707,-25.09,4.708324
,ZINC64472395,-24.75,1.16909
,ZINC64472395,-24.75,1.16909
,ZINC00792949,-18.03,7.624755
,ZINC32962132,-24.08,8.29833
,ZINC32962132,-24.08,8.29833
,ZINC64843330,-25.16,3.751144
,ZINC64843330,-25.16,3.751144
,ZINC35397686,-19.38,4.09983
,ZINC35397686,-19.38,4.09983
,ZINC32588738,-24.37,3.609814
,ZINC05262276,-27.5,3.413341
,ZINC58148032,-23.34,7.677945
,ZINC58148032,-23.34,7.677945
,ZINC72937776,-27.34,8.57558
,ZINC72937776,-27.34,8.57558
,ZINC72937776,-27.34,8.57558
,ZINC06510596,-18.55,1.638667
,ZINC12771140,-37.03,10.691452
,ZINC12771140,-37.03,10.691452
,ZINC12771140,-37.03,10.691452
,ZINC10509552,-34.68,6.911852
,ZINC35397373,-16.9,6.333209
,ZINC35397373,-16.9,6.333209
,ZINC33253492,-22.25,2.898195
,ZINC33253492,-22.25,2.898195
,ZINC33253577,-10.79,8.616174
,ZINC33253577,-10.79,8.616174
,ZINC33253481,-27.92,12.436443
,ZINC33253481,-27.92,12.436443
,ZINC68254830,-24.42,5.327809
,ZINC68254830,-24.42,5.327809
,ZINC32962263,-16.31,5.601098
,ZINC32962263,-16.31,5.601098
,ZINC89726093,-34.23,5.523812
,ZINC89726093,-34.23,5.523812
,ZINC94557825,6.19,4.661315
,ZINC20061363,-10.88,3.475103
,ZINC05224074,-8.93,4.656407
,ZINC12339935,-21.94,5.822666
,ZINC00249005,-22.18,1.060069
,ZINC32962073,-16.74,4.214855
,ZINC32962073,-16.74,4.214855
,ZINC14040656,-22.98,7.721718
,ZINC32962173,-11.47,4.58342
,ZINC32962173,-11.47,4.58342
,ZINC92942175,-13.05,2.360192
,ZINC33253664,-15.73,5.645304
,ZINC33253664,-15.73,5.645304
,ZINC12541594,-13.77,5.011011
,ZINC32961605,-15.31,2.828265
,ZINC32961605,-15.31,2.828265
,ZINC33253350,-3.7,8.206689
,ZINC33253350,-3.7,8.206689
,ZINC33253440,-17.68,10.069411
,ZINC33253440,-17.68,10.069411
,ZINC32962235,-14.09,6.308967
,ZINC32962235,-14.09,6.308967
,ZINC07053272,-17.51,2.989552
,ZINC58009272,-26.25,6.964085
,ZINC33253355,-9.95,7.433609
,ZINC33253355,-9.95,7.433609
,ZINC33253447,-8.78,1.919973
,ZINC33253447,-8.78,1.919973
,ZINC35397430,-21.51,3.801785
,ZINC35397430,-21.51,3.801785
,ZINC03152691,-17.03,4.434243
,ZINC15799182,-16.29,2.342143
,ZINC32962251,-21.82,2.271652
,ZINC32962251,-21.82,2.271652
,ZINC59379184,1.6,1.446598
,ZINC59379184,1.6,1.446598
,ZINC32961690,-19.96,6.191361
,ZINC32961690,-19.96,6.191361
,ZINC32962190,-13.97,11.539693
,ZINC32962190,-13.97,11.539693
,ZINC64843437,-19.5,7.343899
,ZINC64843437,-19.5,7.343899
,ZINC64843437,-19.5,7.343899
,ZINC64843437,-19.5,7.343899
,ZINC32962220,-18.64,5.543166
,ZINC32962220,-18.64,5.543166
,ZINC03407894,-18.76,1.916938
,ZINC33253445,-9.38,2.722668
,ZINC33253445,-9.38,2.722668
,ZINC00266572,-14.69,2.868707
,ZINC35397698,-21.9,5.447417
,ZINC35397698,-21.9,5.447417
,ZINC08396681,-4.28,5.31211
,ZINC08396681,-4.28,5.31211
,ZINC24432921,-8.5,7.726806
,ZINC02187199,-26.31,5.066776
,ZINC58421370,-26.86,3.59356
,ZINC58421370,-26.86,3.59356
,ZINC13340992,-6.62,1.288743
,ZINC13340992,-6.62,1.288743
,ZINC32962131,-23.39,12.344425
,ZINC32962131,-23.39,12.344425
,ZINC00341280,-6.19,0.919266
,ZINC05121391,-10.02,3.069721
,ZINC09356463,-17.12,11.710849
,ZINC09356463,-17.12,11.710849
,ZINC41842036,-34.36,4.227627
,ZINC41842036,-34.36,4.227627
,ZINC32962248,-18.18,1.334692
,ZINC32962248,-18.18,1.334692
,ZINC47317965,-7.35,8.970841
,ZINC14040656,-4.75,10.001022
,ZINC33253660,-12.7,11.97723
,ZINC33253660,-12.7,11.97723
,ZINC04344112,-14.69,5.396455
,ZINC07053233,-27.81,1.334232
,ZINC32962233,3.74,8.626599
,ZINC32962233,3.74,8.626599
,ZINC01128680,-22.18,2.456791
,ZINC12526247,-19.6,9.966706
,ZINC12526247,-19.6,9.966706
,ZINC32962131,-14.56,5.611643
,ZINC32962131,-14.56,5.611643
,ZINC33253445,-11.34,5.455588
,ZINC33253445,-11.34,5.455588
,ZINC07053258,-20.17,1.933293
,ZINC01217732,-30,-0.241857
,ZINC01217732,-30,-0.241857
,ZINC33253581,-12.91,11.564111
,ZINC33253581,-12.91,11.564111
,ZINC06088981,-9.53,3.023359
,ZINC64580573,-27.76,5.862064
,ZINC64580573,-27.76,5.862064
,ZINC01117398,-29.1,3.728596
,ZINC01117398,-29.1,3.728596
,ZINC00808530,-13.66,7.081991
,ZINC32962137,-29.95,2.054988
,ZINC32962137,-29.95,2.054988
,ZINC05614321,-23.41,-5.714533
,ZINC06368785,-24.58,7.369649
,ZINC24432836,-8.45,7.249335
,ZINC35397680,-6.04,10.278445
,ZINC35397680,-6.04,10.278445
,ZINC32962100,-18.81,6.075411
,ZINC32962100,-18.81,6.075411
,ZINC07053254,-20.9,1.367527
,ZINC64472395,-23.12,6.4102
,ZINC64472395,-23.12,6.4102
,ZINC32962239,-11.9,3.890887
,ZINC32962239,-11.9,3.890887
,ZINC47317879,-12.16,2.662382
,ZINC35397466,-26.68,5.085899
,ZINC35397466,-26.68,5.085899
,ZINC55009890,-20.03,22.342151
,ZINC00074714,-7.09,1.661693
,ZINC07053232,-19.59,1.210539
,ZINC07053232,-19.59,1.210539
