Stars,Title,MMGBSA dG Bind,Lig Strain Energy
,ZINC75122706,-32.25,6.897946
,ZINC39736355,-20.18,3.858921
,ZINC39736355,-20.18,3.858921
,ZINC39736355,-20.18,3.858921
,ZINC91232655,-29.88,7.280738
,ZINC91236535,-18.25,4.349402
,ZINC91236535,-18.25,4.349402
,ZINC91236535,-18.25,4.349402
,ZINC78339532,-17.63,4.6192
,ZINC91241354,-20.11,3.345249
,ZINC09159438,-36.47,7.152855
,ZINC09159438,-36.47,7.152855
,ZINC09159438,-36.47,7.152855
,ZINC09159438,-36.47,7.152855
,ZINC75210877,-24.94,4.940602
,ZINC91224443,-20.39,5.547102
,ZINC39591034,-39.66,2.977636
,ZINC39591034,-39.66,2.977636
,ZINC93350877,-30.68,2.747308
,ZINC91225434,-26.56,4.963376
,ZINC91225434,-26.56,4.963376
,ZINC91409115,-29.72,4.824969
,ZINC39735403,-20.64,3.886863
,ZINC39735403,-20.64,3.886863
,ZINC39735403,-20.64,3.886863
,ZINC91170898,-37.88,3.118079
,ZINC91170898,-37.88,3.118079
,ZINC93350908,-18.06,9.769298
,ZINC90850239,-28.5,3.09441
,ZINC32124019,-22.92,1.252574
,ZINC32124019,-22.92,1.252574
,ZINC16941359,-27.93,1.810346
,ZINC16941359,-27.93,1.810346
,ZINC16941359,-27.93,1.810346
,ZINC91232648,-31.7,4.482901
,ZINC91232648,-31.7,4.482901
,ZINC91232648,-31.7,4.482901
,ZINC91232648,-31.7,4.482901
,ZINC91375910,-39.78,2.845956
,ZINC91346254,-30,4.126538
,ZINC91346254,-30,4.126538
,ZINC91371966,-37.78,3.293185
,ZINC91281811,-24.09,1.068322
,ZINC52802512,-22.92,-3.509707
,ZINC91225501,-18.66,5.17641
,ZINC91225501,-18.66,5.17641
,ZINC91225501,-18.66,5.17641
,ZINC78304421,-5.05,9.272268
,ZINC75129728,-22.58,3.613023
,ZINC75129728,-22.58,3.613023
,ZINC87559884,-21.98,9.210806
,ZINC87559884,-21.98,9.210806
,ZINC87559884,-21.98,9.210806
,ZINC89328299,-35.67,7.809412
,ZINC93352670,-21.02,4.925541
,ZINC93352981,-11.26,10.614594
,ZINC72419924,-38.04,3.664502
,ZINC03984126,-32.97,10.670657
,ZINC73925084,-23.42,11.738164
,ZINC77407988,-24.71,1.563738
,ZINC39591183,-41.58,2.73269
,ZINC39591183,-41.58,2.73269
,ZINC85431283,-16.92,7.068618
,ZINC85431283,-16.92,7.068618
,ZINC92153324,-27.72,2.759368
,ZINC39736356,-21.64,4.147461
,ZINC39736356,-21.64,4.147461
,ZINC39736356,-21.64,4.147461
,ZINC39736356,-21.64,4.147461
,ZINC89343978,-34.75,10.71496
,ZINC39735394,-21.89,3.790914
,ZINC05477934,-26.67,12.340672
,ZINC67847422,-36.17,2.97331
,ZINC92156894,-23.87,4.503392
,ZINC50664145,-15.05,10.748941
,ZINC93353027,-28.96,2.387791
,ZINC93351131,-30.84,2.919736
,ZINC93351919,-20.88,4.53357
,ZINC95434317,-38.34,3.019621
,ZINC95434317,-38.34,3.019621
,ZINC91342718,-36.38,5.066793
,ZINC87360557,-19.95,2.662519
,ZINC02417610,-33.55,8.752353
,ZINC02417610,-33.55,8.752353
,ZINC66282224,-22.96,4.89421
,ZINC66282224,-22.96,4.89421
,ZINC77386697,-38.37,5.955052
,ZINC91216011,-23.02,7.340623
,ZINC91216011,-23.02,7.340623
,ZINC94232032,-15.91,3.281609
,ZINC91030728,-21.95,6.08338
,ZINC93352669,-27.83,4.119242
,ZINC91225436,-14.82,9.348125
,ZINC91225436,-14.82,9.348125
,ZINC39591186,-20.44,6.69375
,ZINC39591186,-20.44,6.69375
,ZINC39591186,-20.44,6.69375
,ZINC02259592,-38.79,4.660072
,ZINC91399006,-30.28,-0.061232
,ZINC91399006,-30.28,-0.061232
,ZINC91232635,-26.36,11.083519
,ZINC93351748,-24.08,9.385285
,ZINC93351748,-24.08,9.385285
,ZINC77647384,-28.29,4.778722
,ZINC04439794,-18.13,7.099075
,ZINC78673084,-25.13,7.404109
,ZINC91321899,-34.6,7.675418
,ZINC91321899,-34.6,7.675418
,ZINC60580186,-28.41,7.583511
,ZINC92153456,-23.63,2.744679
,ZINC92153456,-23.63,2.744679
,ZINC92153456,-23.63,2.744679
,ZINC00548048,-22.1,3.250913
,ZINC00548048,-22.1,3.250913
,ZINC00548048,-22.1,3.250913
,ZINC20877793,-32.76,8.248482
,ZINC93351635,-29.39,3.893608
,ZINC91407528,-38.18,4.529241
,ZINC04492895,-22.76,2.787004
,ZINC39736357,-21.4,1.4536
,ZINC39736357,-21.4,1.4536
,ZINC39736357,-21.4,1.4536
,ZINC39736357,-21.4,1.4536
,ZINC93353194,-22.13,4.930067
,ZINC91250507,-27.08,3.136051
,ZINC09346528,-40.74,4.830573
,ZINC09346528,-40.74,4.830573
,ZINC05477933,-39.96,5.559867
,ZINC14266617,-35.81,4.639082
,ZINC67847422,-35.61,3.65678
,ZINC78304417,-24.49,1.700447
,ZINC89310796,-34.36,3.876399
,ZINC89310796,-34.36,3.876399
,ZINC91986187,-13.77,5.689192
,ZINC17164703,-22.49,20.837977
,ZINC17164703,-22.49,20.837977
,ZINC17164703,-22.49,20.837977
,ZINC00546898,-23.59,3.626226
,ZINC00546898,-23.59,3.626226
,ZINC00546898,-23.59,3.626226
,ZINC67563066,-23.46,8.93686
,ZINC67563066,-23.46,8.93686
,ZINC89882161,-30.63,5.120233
,ZINC89882161,-30.63,5.120233
,ZINC09477093,-26.7,1.504531
,ZINC05331265,-22.92,5.9503
,ZINC72158870,-22.88,7.916262
,ZINC92078504,-13.62,10.596462
,ZINC40445245,-31.14,2.337022
,ZINC93352955,-15.57,5.926822
,ZINC93352269,-21.46,7.258606
,ZINC87360558,-20.32,3.026052
,ZINC91346968,-27.99,4.412938
,ZINC91186980,-29.88,1.274301
,ZINC89764443,-27.27,5.289014
,ZINC89965492,-36.39,8.582809
,ZINC91244430,-12.66,7.765574
,ZINC91244430,-12.66,7.765574
,ZINC48316308,-26.89,6.39617
,ZINC93353176,-24.43,8.51346
,ZINC91341226,-35.4,3.783537
,ZINC93352562,-33.73,2.736302
,ZINC93352562,-33.73,2.736302
,ZINC92151510,-20.51,3.483612
,ZINC92151510,-20.51,3.483612
,ZINC93352028,-30.73,2.538908
,ZINC93351402,-22.56,7.240301
,ZINC93351402,-22.56,7.240301
,ZINC91337587,-38.66,2.888838
,ZINC91337587,-38.66,2.888838
,ZINC94333883,-22.7,3.91052
,ZINC91749605,-18.69,1.108292
,ZINC72158950,-18.93,3.083266
,ZINC03635311,-34.07,4.663552
,ZINC82968352,-25.67,14.822618
,ZINC37842147,-29.64,4.950034
,ZINC37842147,-29.64,4.950034
,ZINC72397717,-33.31,1.605772
,ZINC72397717,-33.31,1.605772
,ZINC94948233,-28.29,5.273698
,ZINC91234417,-25.21,5.313179
,ZINC91234417,-25.21,5.313179
,ZINC91407316,-36.29,3.606504
,ZINC92522260,-18.88,14.627101
,ZINC72622098,-26.41,3.319862
,ZINC72622098,-26.41,3.319862
,ZINC78490974,-24.59,2.050733
,ZINC78490974,-24.59,2.050733
,ZINC93351300,-26.37,2.977262
,ZINC01876213,-25.23,14.497366
,ZINC58281860,-34.98,6.905285
,ZINC67434444,-26.41,2.454891
,ZINC67434444,-26.41,2.454891
,ZINC91347060,-28.04,3.508069
,ZINC91347060,-28.04,3.508069
,ZINC91347060,-28.04,3.508069
,ZINC75118081,-14.47,4.885993
,ZINC92748214,-27.8,2.218698
,ZINC91346616,-24.81,5.883824
,ZINC91346616,-24.81,5.883824
,ZINC78673087,-19.46,3.396291
,ZINC93353025,-18.95,3.278173
,ZINC93353025,-18.95,3.278173
,ZINC93353025,-18.95,3.278173
,ZINC66321742,-24.54,9.548543
,ZINC02106090,-23.91,2.928977
,ZINC93353293,-20.2,3.40923
,ZINC39591037,-36.2,6.805717
,ZINC39591037,-36.2,6.805717
,ZINC39591037,-36.2,6.805717
,ZINC75209732,-15.29,8.929614
,ZINC77228910,-21.53,4.963872
,ZINC91232650,-29.25,14.331182
,ZINC91232650,-29.25,14.331182
,ZINC95407006,-31.26,3.788227
,ZINC95407006,-31.26,3.788227
,ZINC80700166,-15.35,3.912388
,ZINC80700166,-15.35,3.912388
,ZINC22261765,-32.2,2.234405
,ZINC93351390,-21.88,2.383636
,ZINC92153325,-23.46,3.97366
,ZINC92153325,-23.46,3.97366
,ZINC05613346,-26.63,4.786331
,ZINC67674408,-30.61,8.375724
,ZINC67674408,-30.61,8.375724
,ZINC09159439,-51.88,5.2599
,ZINC09159439,-51.88,5.2599
,ZINC02421524,-41.39,6.520262
,ZINC02421524,-41.39,6.520262
,ZINC04492895,-25.75,1.336068
,ZINC67675580,-31.32,3.090623
,ZINC67675580,-31.32,3.090623
,ZINC67675580,-31.32,3.090623
,ZINC74825986,-29.22,4.238669
,ZINC67871372,-23.01,14.655938
,ZINC67871372,-23.01,14.655938
,ZINC67871372,-23.01,14.655938
,ZINC78688619,-9.15,7.418878
,ZINC92522260,-15.08,8.621472
,ZINC80971315,-30.41,0.963077
,ZINC93352417,-17.57,5.772886
,ZINC02240041,-36.94,3.738094
,ZINC93352463,-25.31,3.611176
,ZINC67674408,-30.79,8.246701
,ZINC34781275,-21.38,2.58399
,ZINC34781275,-21.38,2.58399
,ZINC91706433,-30.99,1.257112
,ZINC77228907,-16.56,10.889759
,ZINC78345645,-40.64,5.670471
,ZINC93351389,-17.83,4.506776
,ZINC93351389,-17.83,4.506776
,ZINC02417609,-41.86,6.361353
,ZINC02417609,-41.86,6.361353
,ZINC02417609,-41.86,6.361353
,ZINC19404765,-23.42,1.511486
,ZINC91336718,-28.93,1.416262
,ZINC91336718,-28.93,1.416262
,ZINC78523588,-21.3,2.104609
,ZINC94233291,-14.98,5.206394
,ZINC78304419,-25.12,2.407296
,ZINC91563388,-16.73,2.754179
,ZINC92746759,-27.2,1.160795
,ZINC93352012,-27.56,5.333254
,ZINC92438549,-23.88,5.416951
,ZINC92438549,-23.88,5.416951
,ZINC93352936,-20.34,3.036251
,ZINC91237011,-18.51,8.094944
,ZINC91237011,-18.51,8.094944
,ZINC91237011,-18.51,8.094944
,ZINC91237011,-18.51,8.094944
,ZINC82135860,-25.68,1.716138
,ZINC80971322,-28.28,1.542996
,ZINC89372280,-29.88,4.558064
,ZINC93353033,-20.91,2.380153
,ZINC63970220,-23.41,0.991526
,ZINC67714731,-16.85,4.074287
,ZINC67714731,-16.85,4.074287
,ZINC58281860,-18.75,16.341959
,ZINC58281860,-18.75,16.341959
,ZINC91376696,-33.7,6.249314
,ZINC93352982,-23.82,2.122647
,ZINC11566514,-24.96,0.969777
,ZINC72428161,-15.59,12.493223
,ZINC73937516,-31.08,4.027222
,ZINC93352839,-17.91,4.44644
,ZINC93350925,-31.29,5.881432
,ZINC93350925,-31.29,5.881432
,ZINC91244604,-7.89,7.341277
,ZINC93351378,-14.98,4.326509
,ZINC93351378,-14.98,4.326509
,ZINC02369434,-36.17,6.981086
,ZINC81252368,-21.76,6.572234
,ZINC91281728,-27.44,6.446746
,ZINC91281728,-27.44,6.446746
,ZINC72162465,-28.49,2.824314
,ZINC72162465,-28.49,2.824314
,ZINC72162465,-28.49,2.824314
,ZINC02433709,-33.23,11.411737
,ZINC63970233,-27.24,3.270892
,ZINC39735402,-17.01,2.169901
,ZINC39735402,-17.01,2.169901
,ZINC39735402,-17.01,2.169901
,ZINC91749606,-18.11,1.210281
,ZINC17164709,-22.58,4.153622
,ZINC92151511,-12.46,9.209258
,ZINC65394682,-12.83,9.175375
,ZINC91237963,-23.45,5.255149
,ZINC95378684,-26.03,1.059783
,ZINC93353024,-15.34,4.704406
,ZINC89310797,-37.95,8.152578
,ZINC89310797,-37.95,8.152578
,ZINC89371302,-18.62,11.708951
,ZINC91304669,-18.56,8.927132
,ZINC91225435,-20.26,5.721631
,ZINC91225435,-20.26,5.721631
,ZINC93351135,-36.49,4.704156
,ZINC11635273,-23.39,7.284561
,ZINC93352610,-25.35,2.271794
,ZINC75229487,-39.78,7.885168
,ZINC93352248,-16.02,4.953873
,ZINC89598369,-31.31,4.954521
,ZINC93352933,-19.22,3.047953
,ZINC91373073,-19.95,1.016285
,ZINC91373073,-19.95,1.016285
,ZINC93351302,-14.18,5.819236
,ZINC02302148,-39.13,3.869842
,ZINC93351993,-22.92,4.248632
,ZINC93351993,-22.92,4.248632
,ZINC91349672,-30.08,7.547299
,ZINC89869473,-35.15,5.289937
,ZINC89869473,-35.15,5.289937
,ZINC77407988,-24.3,1.984197
,ZINC91349673,-33.19,4.311087
,ZINC66321731,-24.22,3.386239
,ZINC65409817,-16.83,2.155875
,ZINC78673084,-17.59,5.36004
,ZINC91232656,-15.7,7.915581
,ZINC09407970,-50.09,3.471528
,ZINC09407970,-50.09,3.471528
,ZINC12900845,-22.41,2.698027
,ZINC91342846,-27.12,2.850285
,ZINC91342846,-27.12,2.850285
,ZINC93352647,-24.55,7.421028
,ZINC93352095,-13.18,5.11467
,ZINC11566513,-20.9,7.487882
,ZINC39789805,-21.49,7.164022
,ZINC12124436,-16.63,13.274924
,ZINC12296727,-24.72,1.796245
,ZINC38743884,-29.15,8.412046
,ZINC38743884,-29.15,8.412046
,ZINC38743884,-29.15,8.412046
,ZINC38743884,-29.15,8.412046
,ZINC77238079,-29.74,2.496578
,ZINC95375308,-8.15,20.481747
,ZINC81969003,-16.28,5.953875
,ZINC91341397,-32.48,3.185395
,ZINC92962794,-28.95,19.361916
,ZINC93352563,-17.03,3.595051
,ZINC92492239,-27.19,3.908101
,ZINC92492239,-27.19,3.908101
,ZINC77238079,-25.3,2.020244
,ZINC65623238,-23.09,1.849226
,ZINC12296727,-23.79,3.261271
,ZINC67890452,-25.04,6.123924
,ZINC67890452,-25.04,6.123924
,ZINC67890452,-25.04,6.123924
,ZINC67890452,-25.04,6.123924
,ZINC11277044,-29.56,2.050454
