Criterion,Compliance_pct,SEM
Lipinski compliant,50.0,15.811388300841896
High GI absorption,50.0,15.811388300841896
P-gp non-substrate,80.0,12.649110640673516
Bioavailability ≥ 0.55,90.0,9.486832980505138
ESOL Soluble,50.0,15.811388300841896
Ali Soluble,10.0,9.486832980505138
BBB permeant,10.0,9.486832980505138
PAINS clean,80.0,12.649110640673516
Leadlike,30.0,14.491376746189438
Ghose compliant,100.0,0.0
Veber compliant,50.0,15.811388300841896
